Player,YRS,is_retained,year,Cap_Pct
isaac okoro,3,1,2024,0.0724
max christie,4,1,2024,0.0508
jonas valanciunas,3,0,2024,0.0704
derrick jones,3,0,2024,0.0677
kyle anderson,3,0,2024,0.0625
naji marshall,3,0,2024,0.061
jalen smith,3,0,2024,0.061
goga bitadze,3,1,2024,0.0644
moritz wagner,2,1,2024,0.0782
saddiq bey,3,0,2024,0.0458
kelly oubre jr,2,1,2024,0.0567999999999999
kris dunn,3,0,2024,0.0368
simone fontecchio,2,1,2024,0.0547
josh okogie,2,1,2024,0.0587
sviatoslav mykhailiuk,4,0,2024,0.0249
gary harris,2,1,2024,0.0533
deanthony melton,1,0,2024,0.0911999999999999
johnny juzang,4,1,2024,0.022
haywood highsmith,2,1,2024,0.037
dario saric,2,0,2024,0.0368
chris paul,1,0,2024,0.0781
vit krejci,4,1,2024,0.0154
andre drummond,2,0,2024,0.0356
drew eubanks,2,0,2024,0.0356
nicolas batum,2,0,2024,0.0332
aaron holiday,2,1,2024,0.0332
luke kennard,1,1,2024,0.0658
shake milton,3,0,2024,0.0204999999999999
daquan jeffries,3,0,2024,0.0173
kevin love,2,1,2024,0.0274
neemias queta,3,1,2024,0.0154
eric gordon,2,0,2024,0.0235
russell westbrook,2,0,2024,0.0235
precious achiuwa,1,1,2024,0.0426999999999999
malik beasley,1,0,2024,0.0426999999999999
xavier tillman,2,1,2024,0.0159
anthony gill,2,1,2024,0.0159
luka garza,2,1,2024,0.0154
keon johnson,2,1,2024,0.0154
doug mcdermott,1,0,2024,0.0148
alec burks,1,0,2024,0.0148
deandre jordan,1,1,2024,0.0148
seth curry,1,1,2024,0.0148
alex len,1,1,2024,0.0053
mason plumlee,1,0,2024,0.0148
garrett temple,1,1,2024,0.0148
tristan thompson,1,1,2024,0.0148
markieff morris,1,1,2024,0.0148
joe ingles,1,0,2024,0.0148
james johnson,1,1,2024,0.0148
spencer dinwiddie,1,0,2024,0.0148
kyle lowry,1,1,2024,0.0148
patty mills,1,0,2024,0.0148
taj gibson,1,0,2024,0.0148
tyus jones,1,0,2024,0.0148
cameron payne,1,0,2024,0.0148
delon wright,1,0,2024,0.0148
taurean prince,1,0,2024,0.0148
monte morris,1,0,2024,0.0148
luke kornet,1,1,2024,0.0148
thomas bryant,1,1,2024,0.0148
damion lee,1,1,2024,0.0148
trendon watford,1,1,2024,0.0194
landry shamet,1,0,2024,0.0096
gary trent,1,0,2024,0.0148
lonnie walker,1,0,2024,0.0056
talen hortontucker,1,0,2024,0.0148
jordan mclaughlin,1,0,2024,0.0148
bol bol,1,1,2024,0.0148
vlatko cancar,1,1,2024,0.0148
javonte green,1,0,2024,0.0043
chuma okeke,1,0,2024,0.0008
lamar stevens,1,0,2024,0.0027
brandon boston,1,0,2024,0.0042
sandro mamukelashvili,1,1,2024,0.0148
braxton key,1,0,2024,0.0001
jordan goodwin,1,0,2024,0.0016
colin castleton,1,0,2024,0.0007
jd davison,1,1,2024,0.0001
jay huff,1,0,2024,0.0149
moussa diabate,1,0,2024,0.0068
dominick barlow,1,0,2024,0.0034999999999999
jeenathan williams,1,1,2024,0.0037
brandon williams,1,1,2024,0.0003
cj mccollum,4,1,2017,0.2418
rudy gobert,4,1,2017,0.2218
giannis antetokounmpo,4,1,2017,0.2268
steven adams,4,1,2017,0.2268
victor oladipo,4,1,2017,0.2119
dennis schröder,4,1,2017,0.1564
gorgui dieng,4,1,2017,0.1424
cody zeller,4,1,2017,0.127
russell westbrook,5,1,2018,0.35
joel embiid,5,1,2018,0.25
andrew wiggins,5,1,2018,0.25
gary harris,4,1,2018,0.1621
tj warren,4,1,2018,0.1153
robert covington,4,1,2018,0.1027
josh richardson,4,1,2018,0.092
norman powell,4,1,2018,0.092
louis williams,3,1,2018,0.0785
james harden,4,1,2019,0.35
john wall,4,1,2019,0.35
devin booker,5,1,2019,0.25
karlanthony towns,5,1,2019,0.25
kevin love,4,1,2019,0.2652
myles turner,4,1,2019,0.1649
eric bledsoe,4,1,2019,0.1432
lamarcus aldridge,2,1,2019,0.2382
larry nance,4,1,2019,0.1166
spencer dinwiddie,3,1,2019,0.0972
justise winslow,2,1,2019,0.1191
ben simmons,5,1,2020,0.28
jamal murray,5,1,2020,0.25
pascal siakam,4,1,2020,0.28
jaylen brown,4,1,2020,0.2147
draymond green,4,1,2020,0.2037999999999999
buddy hield,4,1,2020,0.2288
eric gordon,4,1,2020,0.1546
domantas sabonis,4,1,2020,0.1814
dejounte murray,4,1,2020,0.1309
caris levert,3,1,2020,0.1485
royce oneale,4,1,2020,0.0779
dillon brooks,3,1,2020,0.1045
dwight powell,3,1,2020,0.1015
cedi osman,4,1,2020,0.081
kyle lowry,1,1,2020,0.2794999999999999
taurean prince,2,1,2020,0.1122
giannis antetokounmpo,5,1,2021,0.35
rudy gobert,5,1,2021,0.3144
paul george,4,1,2021,0.35
damian lillard,4,1,2021,0.35
deaaron fox,5,1,2021,0.25
donovan mitchell,5,1,2021,0.25
jayson tatum,5,1,2021,0.25
bam adebayo,5,1,2021,0.25
jrue holiday,4,1,2021,0.2773
cj mccollum,3,1,2021,0.2746
lebron james,2,1,2021,0.3663
og anunoby,4,1,2021,0.143
derrick white,4,1,2021,0.135
jonathan isaac,4,1,2021,0.1548
luke kennard,4,1,2021,0.1186999999999999
markelle fultz,3,1,2021,0.1467999999999999
kyle kuzma,3,1,2021,0.1156
monte morris,3,1,2021,0.0787
joe ingles,1,1,2021,0.1159999999999999
stephen curry,4,1,2022,0.3887
trae young,5,1,2022,0.3
luka doncic,5,1,2022,0.3
kevin durant,4,1,2022,0.3568
shai gilgeousalexander,5,1,2022,0.25
michael porter,5,1,2022,0.25
julius randle,4,1,2022,0.2114
jaren jackson,4,1,2022,0.2341
terry rozier,4,1,2022,0.1737999999999999
mikal bridges,4,1,2022,0.1698
aaron gordon,4,1,2022,0.1673
marcus smart,4,1,2022,0.1412
kevin huerter,4,1,2022,0.1173
dorian finneysmith,4,1,2022,0.1046
wendell carter,4,1,2022,0.1144
robert williams,4,1,2022,0.0866
landry shamet,4,1,2022,0.0768
ivica zubac,3,1,2022,0.0819
jonas valanciunas,2,1,2022,0.1189
gary harris,2,1,2022,0.1051
robert covington,2,1,2022,0.0994999999999999
grayson allen,2,1,2022,0.0722
thaddeus young,2,1,2022,0.0647
taurean prince,2,1,2022,0.0574
patrick beverley,1,1,2022,0.0040999999999999
josh richardson,1,1,2022,0.0986
bruno fernando,4,1,2022,0.022
nikola jokic,5,1,2023,0.35
joel embiid,4,1,2023,0.35
zion williamson,5,1,2023,0.25
darius garland,5,1,2023,0.25
ja morant,5,1,2023,0.25
jimmy butler,3,1,2023,0.3322
jordan poole,4,1,2023,0.2018
tyler herro,4,1,2023,0.1985
andrew wiggins,4,1,2023,0.1789
rj barrett,4,1,2023,0.1755999999999999
lebron james,2,1,2023,0.35
deandre hunter,4,1,2023,0.1477
keldon johnson,4,1,2023,0.147
bogdan bogdanovic,4,1,2023,0.1375
nikola vucevic,3,1,2023,0.1361
harrison barnes,3,1,2023,0.125
brandon clarke,4,1,2023,0.0919
clint capela,2,1,2023,0.1516
malcolm brogdon,2,1,2023,0.1654
naz reid,3,1,2023,0.0951999999999999
myles turner,2,1,2023,0.1542
daniel gafford,3,1,2023,0.0911999999999999
bojan bogdanovic,2,1,2023,0.147
maxi kleber,3,1,2023,0.0809
kentavious caldwellpope,2,1,2023,0.1081
pat connaughton,3,1,2023,0.0693
nassir little,4,1,2023,0.0458999999999999
kenrich williams,4,1,2023,0.0454
steven adams,2,1,2023,0.0926
terance mann,2,1,2023,0.0778
larry nance,2,1,2023,0.0762999999999999
al horford,2,1,2023,0.0735
dean wade,3,1,2023,0.042
nick richards,3,1,2023,0.0368
jaylen brown,5,1,2024,0.35
tyrese haliburton,5,1,2024,0.3
anthony edwards,5,1,2024,0.3
karlanthony towns,4,1,2024,0.35
devin booker,4,1,2024,0.35
lamelo ball,5,1,2024,0.25
desmond bane,5,1,2024,0.2419
domantas sabonis,4,1,2024,0.2788
kawhi leonard,3,1,2024,0.35
devin vassell,5,1,2024,0.2087999999999999
jrue holiday,4,1,2024,0.2134
jaden mcdaniels,5,1,2024,0.1607
dejounte murray,4,1,2024,0.205
josh hart,4,1,2024,0.1291
grayson allen,4,1,2024,0.1110999999999999
cj mccollum,2,1,2024,0.2371
onyeka okongwu,4,1,2024,0.0996
isaiah stewart,4,1,2024,0.1067
kristaps porzingis,2,1,2024,0.2082
deni avdija,4,1,2024,0.1110999999999999
jarred vanderbilt,4,1,2024,0.0762
josh green,3,1,2024,0.09
cole anthony,3,1,2024,0.0917999999999999
zach collins,2,1,2024,0.1191
aaron nesmith,3,1,2024,0.0782
zeke nnaji,4,1,2024,0.0632
payton pritchard,4,1,2024,0.0475999999999999
jordan clarkson,2,1,2024,0.1002
kelly olynyk,2,1,2024,0.0911
richaun holmes,2,1,2024,0.09
mike conley,2,1,2024,0.071
john konchar,3,1,2024,0.0438999999999999
miles mcbride,3,1,2024,0.0335
