Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,Type,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
deandre ayton,24.0,PHO,C,10.0,10.0,31.9,6.1,11.1,0.55,0.0,0.0,0.0,6.1,11.1,0.55,0.55,1.2,2.3,0.522,2.9,6.8,9.7,1.0,0.6,0.7,1.7,3.5,13.4,2023,Playoffs,13.9,0.553,0.0,0.207,10.9,24.4,17.8,4.4,0.9,1.8,12.3,19.0,0.1,0.2,0.3,0.047,-1.9,-1.6,-3.5,-0.1
michael porter,24.0,DEN,SF,20.0,20.0,32.7,5.0,11.7,0.423,2.3,6.6,0.351,2.7,5.2,0.515,0.521,1.2,1.5,0.793,1.0,7.1,8.1,1.6,0.5,0.6,0.5,2.1,13.4,2023,Playoffs,13.4,0.541,0.56,0.124,3.7,24.4,14.4,6.5,0.8,1.5,3.5,17.6,0.7,0.9,1.6,0.117,0.3,-0.6,-0.3,0.3
derrick white,28.0,BOS,SG,20.0,16.0,29.7,4.7,9.2,0.505,2.5,5.5,0.455,2.2,3.7,0.581,0.641,1.6,1.7,0.912,0.7,2.3,3.0,2.1,0.6,1.0,0.9,1.9,13.4,2023,Playoffs,16.2,0.671,0.598,0.185,2.6,8.6,5.7,10.3,1.0,3.0,8.3,16.5,1.4,0.5,1.9,0.151,2.2,0.8,3.0,0.8
aaron gordon,27.0,DEN,PF,20.0,20.0,35.7,5.1,9.8,0.518,0.9,2.3,0.391,4.2,7.5,0.557,0.564,2.3,3.5,0.652,2.5,3.6,6.0,2.6,0.6,0.7,1.0,2.9,13.3,2023,Playoffs,14.1,0.588,0.236,0.354,8.3,11.2,9.8,9.9,0.8,1.6,8.2,15.5,1.4,0.7,2.1,0.142,0.4,-0.6,-0.2,0.3
dangelo russell,26.0,LAL,PG,16.0,15.0,29.6,5.2,12.2,0.426,1.7,5.4,0.31,3.5,6.8,0.519,0.495,1.3,1.6,0.769,0.6,2.3,2.9,4.6,0.7,0.3,1.8,2.0,13.3,2023,Playoffs,12.2,0.516,0.446,0.133,2.4,7.9,5.3,23.2,1.1,1.0,12.3,21.9,0.0,0.4,0.4,0.039,-0.6,-1.1,-1.7,0.0
caleb martin,27.0,MIA,SF,23.0,4.0,30.2,4.7,9.0,0.529,1.9,4.5,0.423,2.8,4.4,0.637,0.636,1.3,1.5,0.829,1.2,4.3,5.4,1.6,0.9,0.4,1.0,2.4,12.7,2023,Playoffs,15.3,0.657,0.505,0.17,4.4,16.4,10.3,7.8,1.5,1.3,9.8,15.9,1.2,0.8,2.0,0.14,0.6,1.7,2.3,0.8
gabe vincent,26.0,MIA,PG,22.0,22.0,30.5,4.5,11.2,0.402,2.3,6.1,0.378,2.2,5.0,0.432,0.506,1.4,1.5,0.882,0.4,1.0,1.4,3.5,0.9,0.2,1.4,3.0,12.7,2023,Playoffs,10.5,0.535,0.549,0.138,1.3,4.0,2.6,17.1,1.4,0.6,10.6,19.5,0.3,0.5,0.7,0.051,-1.9,0.4,-1.5,0.1
rui hachimura,24.0,LAL,PF,16.0,1.0,24.3,4.6,8.2,0.557,1.2,2.4,0.487,3.4,5.8,0.587,0.63,1.9,2.1,0.882,0.6,3.1,3.6,0.6,0.5,0.3,0.6,1.6,12.2,2023,Playoffs,16.0,0.668,0.298,0.26,2.6,12.7,7.9,3.9,1.0,0.9,6.4,17.7,0.8,0.4,1.2,0.146,1.3,0.9,2.2,0.4
bruce brown,26.0,DEN,SF,20.0,0.0,26.5,4.5,8.8,0.511,0.9,2.9,0.316,3.6,6.0,0.605,0.563,2.1,2.5,0.857,0.8,3.3,4.0,1.9,1.1,0.5,1.2,2.5,12.0,2023,Playoffs,15.5,0.607,0.324,0.278,3.4,13.8,8.8,10.2,2.0,1.5,10.4,18.7,0.8,0.7,1.6,0.141,-0.3,1.4,1.1,0.4
malcolm brogdon,30.0,BOS,PG,19.0,0.0,24.9,4.3,10.3,0.418,1.7,4.6,0.379,2.6,5.7,0.45,0.503,1.5,1.8,0.829,0.7,2.8,3.5,2.9,0.2,0.3,1.0,1.5,11.9,2023,Playoffs,13.4,0.535,0.444,0.179,3.2,12.4,8.0,17.2,0.3,0.9,8.2,22.0,0.5,0.3,0.7,0.076,-0.2,-1.5,-1.6,0.0
kentavious caldwellpope,29.0,DEN,SG,20.0,20.0,33.6,3.7,8.1,0.457,1.8,4.6,0.38,2.0,3.5,0.557,0.565,1.5,1.8,0.829,0.7,2.6,3.3,1.6,1.3,0.7,0.8,2.4,10.6,2023,Playoffs,11.3,0.598,0.568,0.216,2.5,8.5,5.6,6.0,2.0,1.7,7.8,12.9,0.8,0.9,1.6,0.117,-1.4,1.3,-0.1,0.3
josh hart,27.0,NYK,SF,11.0,5.0,32.1,4.1,8.5,0.479,0.9,2.9,0.313,3.2,5.6,0.565,0.532,1.3,2.0,0.636,1.6,5.7,7.4,2.2,0.8,0.3,1.9,3.5,10.4,2023,Playoffs,10.8,0.55,0.34,0.234,5.8,20.3,13.1,11.2,1.3,0.9,16.8,15.7,0.1,0.6,0.6,0.088,-1.9,1.0,-0.9,0.1
jordan poole,23.0,GSW,PG,13.0,4.0,21.8,3.5,10.4,0.341,1.2,4.8,0.254,2.3,5.5,0.417,0.4,2.0,2.6,0.765,0.3,1.8,2.2,3.5,0.8,0.2,1.2,2.5,10.3,2023,Playoffs,9.6,0.447,0.467,0.252,1.4,8.8,5.1,22.8,1.7,0.9,9.1,23.9,-0.2,0.3,0.1,0.018,-3.3,-0.6,-3.9,-0.1
draymond green,32.0,GSW,PF,12.0,9.0,30.6,3.5,7.6,0.462,0.4,1.7,0.25,3.1,5.9,0.521,0.489,2.0,2.8,0.727,1.6,5.3,6.9,6.8,1.5,1.0,2.3,4.0,9.4,2023,Playoffs,14.6,0.535,0.22,0.363,5.3,18.3,11.7,29.4,2.3,2.8,20.4,14.9,0.4,0.6,1.0,0.126,-1.2,4.1,2.8,0.5
max strus,26.0,MIA,SF,23.0,23.0,28.2,3.3,8.2,0.402,1.9,5.9,0.319,1.4,2.3,0.611,0.516,0.9,1.1,0.8,0.6,3.0,3.6,1.4,0.3,0.3,0.3,2.0,9.3,2023,Playoffs,9.8,0.538,0.714,0.132,2.4,12.4,7.3,7.2,0.6,1.1,2.9,14.3,0.5,0.5,1.0,0.077,-1.4,-0.1,-1.4,0.1
kyle lowry,36.0,MIA,PG,23.0,1.0,26.0,3.2,7.6,0.425,1.4,3.8,0.375,1.8,3.7,0.477,0.52,1.3,1.4,0.939,0.5,3.0,3.5,4.4,1.0,0.6,1.7,2.6,9.2,2023,Playoffs,13.4,0.562,0.506,0.19,2.2,13.4,7.7,24.1,2.0,2.3,17.5,17.2,0.4,0.8,1.2,0.095,-0.6,2.4,1.8,0.6
duncan robinson,28.0,MIA,SF,23.0,1.0,18.2,3.3,6.9,0.475,2.2,4.9,0.442,1.1,2.0,0.556,0.633,0.3,0.3,0.875,0.0,1.4,1.5,1.7,0.3,0.1,0.9,1.6,9.0,2023,Playoffs,14.0,0.641,0.715,0.051,0.3,9.2,4.6,14.5,1.0,0.7,11.0,19.5,0.6,0.3,0.9,0.101,1.4,0.9,2.3,0.5
deanthony melton,24.0,PHI,SG,11.0,0.0,24.9,2.8,7.4,0.383,1.7,4.5,0.388,1.1,2.9,0.375,0.5,0.5,0.7,0.75,1.3,2.0,3.3,1.6,1.2,0.8,0.7,1.8,7.9,2023,Playoffs,12.6,0.515,0.605,0.099,5.8,9.6,7.7,10.2,2.5,3.6,8.6,15.6,0.2,0.3,0.5,0.086,0.2,1.7,1.9,0.3
robert williams,25.0,BOS,C,20.0,4.0,20.9,3.4,4.3,0.788,0.0,0.1,0.0,3.4,4.2,0.798,0.788,1.0,1.4,0.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,2.2,7.7,2023,Playoffs,19.6,0.786,0.012,0.329,10.2,22.2,16.3,6.6,1.1,5.3,14.1,12.3,1.2,0.6,1.8,0.208,0.6,2.7,3.4,0.6
dennis schrãder,29.0,LAL,PG,16.0,3.0,26.1,2.6,6.4,0.398,0.8,2.4,0.333,1.8,4.0,0.438,0.461,1.4,1.8,0.821,0.2,1.8,1.9,2.9,1.0,0.2,1.3,2.5,7.4,2023,Playoffs,7.9,0.512,0.379,0.272,0.8,6.7,3.9,14.7,1.9,0.6,14.8,14.3,-0.1,0.4,0.3,0.036,-4.1,0.8,-3.4,-0.1
obi toppin,24.0,NYK,PF,11.0,1.0,15.9,2.7,6.4,0.429,1.2,3.9,0.302,1.5,2.5,0.63,0.521,0.4,0.5,0.8,0.9,2.6,3.5,0.6,0.7,0.3,0.7,1.1,7.0,2023,Playoffs,14.6,0.533,0.614,0.071,6.5,18.8,12.7,7.1,2.4,1.7,10.0,20.4,0.1,0.3,0.4,0.115,1.6,1.6,3.2,0.2
kevin love,34.0,MIA,PF,20.0,18.0,18.0,2.3,6.0,0.378,1.7,4.4,0.375,0.6,1.6,0.387,0.517,0.7,0.8,0.875,0.7,4.9,5.6,1.2,0.5,0.4,0.5,1.8,6.9,2023,Playoffs,13.7,0.543,0.739,0.134,4.4,31.4,17.7,9.6,1.3,2.0,7.4,17.0,0.3,0.6,0.9,0.115,0.1,1.1,1.3,0.3
gary payton,30.0,GSW,SG,12.0,3.0,16.0,3.0,4.5,0.667,0.3,1.3,0.267,2.7,3.3,0.821,0.704,0.5,0.8,0.667,1.8,1.8,3.7,0.8,0.7,0.5,0.9,1.6,6.8,2023,Playoffs,17.7,0.707,0.278,0.167,11.7,12.0,11.8,6.8,2.0,2.6,16.0,14.8,0.4,0.2,0.6,0.154,0.9,2.0,2.9,0.2
al horford,36.0,BOS,C,20.0,20.0,30.9,2.6,6.6,0.386,1.4,4.7,0.298,1.2,1.9,0.605,0.492,0.2,0.2,0.75,1.5,5.7,7.2,3.0,1.1,1.7,0.6,2.4,6.7,2023,Playoffs,12.8,0.497,0.712,0.03,5.7,20.4,13.3,12.5,1.8,4.9,7.6,10.6,0.6,0.9,1.5,0.118,-0.4,3.2,2.8,0.7
torrey craig,32.0,PHO,PF,11.0,5.0,16.6,2.4,4.1,0.578,1.0,2.3,0.44,1.4,1.8,0.75,0.7,0.7,0.8,0.889,0.6,1.6,2.3,0.5,0.5,0.2,0.3,2.1,6.5,2023,Playoffs,14.1,0.725,0.556,0.2,4.6,11.2,8.0,4.3,1.3,0.9,5.8,12.5,0.5,0.0,0.5,0.131,1.0,0.9,1.8,0.2
kevon looney,26.0,GSW,C,13.0,8.0,25.0,2.8,4.9,0.578,0.0,0.0,0.0,2.8,4.9,0.578,0.578,0.8,1.4,0.556,4.7,8.4,13.1,3.3,0.6,0.4,1.0,2.8,6.5,2023,Playoffs,18.8,0.584,0.0,0.281,19.1,35.1,27.0,17.4,1.2,1.3,15.3,10.8,0.8,0.6,1.4,0.206,1.4,1.8,3.1,0.4
mitchell robinson,24.0,NYK,C,11.0,11.0,27.1,2.6,4.4,0.604,0.0,0.0,0.0,2.6,4.4,0.604,0.604,1.2,3.0,0.394,5.0,4.3,9.3,0.8,0.7,1.5,0.9,2.6,6.5,2023,Playoffs,16.8,0.568,0.0,0.688,21.1,17.9,19.5,4.7,1.4,5.4,13.8,10.8,0.5,0.6,1.0,0.167,0.6,0.8,1.4,0.3
lonnie walker,24.0,LAL,SG,13.0,0.0,13.8,2.2,4.6,0.483,1.0,2.6,0.382,1.2,2.0,0.615,0.592,0.7,0.9,0.75,0.1,0.8,0.9,0.8,0.5,0.1,0.3,1.2,6.2,2023,Playoffs,13.1,0.613,0.567,0.2,0.6,6.2,3.6,8.9,1.9,0.5,5.8,17.0,0.2,0.2,0.4,0.11,-0.2,1.2,1.0,0.1
moses moody,20.0,GSW,SG,12.0,0.0,13.4,1.9,3.6,0.535,1.1,1.8,0.591,0.8,1.8,0.476,0.686,0.9,1.0,0.917,0.6,2.0,2.6,0.7,0.4,0.3,0.2,1.5,5.8,2023,Playoffs,16.7,0.725,0.512,0.279,4.4,15.6,9.9,6.8,1.5,2.1,4.0,12.8,0.5,0.2,0.7,0.202,1.5,3.2,4.8,0.3
donte divincenzo,26.0,GSW,SG,13.0,1.0,18.1,1.8,4.9,0.375,1.2,3.4,0.341,0.7,1.5,0.45,0.492,0.6,0.9,0.667,0.8,2.2,3.0,2.8,0.8,0.2,1.3,1.5,5.5,2023,Playoffs,10.4,0.512,0.688,0.188,4.8,12.5,8.6,19.9,2.2,1.1,19.7,15.1,0.0,0.3,0.3,0.06,-1.8,1.9,0.1,0.1
grant williams,24.0,BOS,PF,15.0,0.0,17.7,1.7,3.5,0.472,1.2,2.7,0.45,0.5,0.9,0.538,0.642,0.5,0.7,0.8,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1,2023,Playoffs,12.0,0.662,0.755,0.189,4.9,9.2,7.1,9.0,1.0,2.0,6.5,10.5,0.6,0.2,0.8,0.137,0.1,1.0,1.1,0.2
pj tucker,37.0,PHI,PF,11.0,11.0,26.7,1.7,4.6,0.373,1.3,3.6,0.35,0.5,1.0,0.455,0.51,0.2,0.3,0.667,1.6,2.9,4.5,1.5,1.2,0.3,0.5,2.5,4.9,2023,Playoffs,9.5,0.516,0.784,0.059,7.0,13.0,9.9,7.8,2.3,1.1,8.7,9.0,0.2,0.3,0.6,0.092,-1.1,2.1,1.0,0.2
landry shamet,25.0,PHO,SG,10.0,1.0,18.4,1.7,4.5,0.378,1.1,2.9,0.379,0.6,1.6,0.375,0.5,0.3,0.4,0.75,0.3,1.4,1.7,1.1,0.2,0.1,0.4,1.5,4.8,2023,Playoffs,6.3,0.513,0.644,0.089,1.9,8.7,5.4,7.4,0.5,0.4,7.9,12.1,0.0,0.0,0.0,0.002,-2.9,-1.4,-4.3,-0.1
paul reed,23.0,PHI,C,11.0,2.0,14.3,2.0,3.5,0.579,0.0,0.0,0.0,2.0,3.5,0.579,0.579,0.6,0.6,1.0,2.5,3.0,5.5,0.6,0.5,0.4,0.5,1.4,4.6,2023,Playoffs,20.3,0.621,0.0,0.184,19.5,25.1,22.3,7.2,2.0,2.8,12.7,13.9,0.4,0.2,0.6,0.196,1.4,0.2,1.7,0.1
jarred vanderbilt,23.0,LAL,PF,15.0,13.0,16.5,1.6,4.0,0.4,0.5,1.9,0.241,1.1,2.1,0.548,0.458,0.9,1.3,0.7,1.3,1.9,3.2,0.8,0.7,0.8,0.9,2.1,4.6,2023,Playoffs,10.3,0.501,0.483,0.333,8.7,11.8,10.3,6.5,2.2,4.4,15.9,14.5,-0.1,0.4,0.3,0.061,-3.1,1.9,-1.2,0.0
georges niang,29.0,PHI,PF,11.0,0.0,14.3,1.6,3.3,0.5,1.1,2.4,0.462,0.5,0.9,0.6,0.667,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.5,1.5,4.4,2023,Playoffs,6.4,0.667,0.722,0.0,0.0,3.0,1.5,2.0,0.0,1.4,12.2,12.1,0.1,0.0,0.1,0.04,-2.2,-1.7,-3.9,-0.1
jeff green,36.0,DEN,PF,20.0,0.0,17.2,1.4,3.1,0.452,0.5,1.4,0.321,1.0,1.7,0.559,0.524,0.9,1.0,0.895,0.3,1.3,1.6,0.7,0.3,0.4,0.5,2.2,4.1,2023,Playoffs,6.8,0.583,0.452,0.306,2.1,8.2,5.3,5.1,0.7,1.8,11.3,10.4,0.2,0.3,0.6,0.078,-3.7,-0.1,-3.8,-0.2
josh okogie,24.0,PHO,SG,10.0,5.0,17.5,1.4,3.7,0.378,0.2,1.4,0.143,1.2,2.3,0.522,0.405,1.1,1.3,0.846,1.2,0.9,2.1,1.3,0.6,0.2,0.3,1.8,4.1,2023,Playoffs,9.3,0.48,0.378,0.351,8.2,5.9,7.0,9.1,1.7,0.9,6.6,11.5,0.2,0.0,0.2,0.048,-2.2,-0.1,-2.3,0.0
jonathan kuminga,20.0,GSW,PF,10.0,0.0,6.1,1.3,2.4,0.542,0.3,0.7,0.429,1.0,1.7,0.588,0.604,0.5,0.9,0.556,0.4,0.5,0.9,0.5,0.2,0.0,0.4,0.5,3.4,2023,Playoffs,15.6,0.608,0.292,0.375,6.7,8.6,7.6,12.4,1.6,0.0,12.5,21.6,0.1,0.1,0.1,0.099,0.5,0.2,0.7,0.0
haywood highsmith,26.0,MIA,PF,18.0,0.0,8.9,1.3,2.2,0.615,0.4,0.9,0.5,0.9,1.3,0.696,0.718,0.2,0.3,0.8,0.6,0.8,1.3,0.3,0.6,0.1,0.1,1.1,3.3,2023,Playoffs,17.0,0.728,0.41,0.128,7.0,10.1,8.5,4.6,3.2,1.2,4.6,12.1,0.4,0.2,0.7,0.198,1.2,3.5,4.7,0.3
christian braun,21.0,DEN,SG,19.0,0.0,13.0,1.3,2.4,0.533,0.1,0.5,0.2,1.2,1.8,0.629,0.556,0.6,1.0,0.579,0.6,1.4,2.1,0.6,0.6,0.2,0.5,1.5,3.2,2023,Playoffs,9.5,0.572,0.222,0.422,5.9,12.3,9.2,5.7,2.3,1.4,15.8,11.5,0.1,0.4,0.5,0.091,-3.3,2.0,-1.4,0.0
payton pritchard,25.0,BOS,PG,10.0,0.0,5.7,1.2,2.2,0.545,0.4,1.0,0.4,0.8,1.2,0.667,0.636,0.4,0.5,0.8,0.0,0.6,0.6,1.1,0.1,0.0,0.5,0.3,3.2,2023,Playoffs,18.4,0.661,0.455,0.227,0.0,11.7,6.0,30.3,0.9,0.0,17.1,23.2,0.1,0.0,0.2,0.14,3.1,1.8,5.0,0.1
isaiah hartenstein,24.0,NYK,C,11.0,0.0,20.0,1.0,2.1,0.478,0.0,0.0,0.0,1.0,2.1,0.478,0.478,1.1,1.5,0.75,2.1,2.5,4.6,1.3,0.8,1.4,0.5,2.6,3.1,2023,Playoffs,13.5,0.566,0.0,0.696,12.0,14.5,13.2,9.3,2.1,6.9,14.3,7.1,0.3,0.5,0.8,0.17,-1.4,3.9,2.5,0.2
malik beasley,26.0,LAL,SG,11.0,0.0,8.3,0.9,3.1,0.294,0.6,2.4,0.269,0.3,0.7,0.375,0.397,0.5,0.5,1.0,0.3,0.5,0.7,0.2,0.1,0.0,0.2,0.5,3.0,2023,Playoffs,5.4,0.45,0.765,0.176,3.7,5.5,4.7,3.0,0.5,0.0,5.2,18.7,-0.1,0.0,0.0,-0.019,-3.6,-2.1,-5.7,-0.1
cody zeller,30.0,MIA,C,21.0,0.0,8.3,1.0,1.7,0.571,0.0,0.0,0.0,1.0,1.7,0.571,0.571,0.3,0.7,0.4,0.5,1.8,2.3,0.3,0.1,0.2,0.6,1.3,2.2,2023,Playoffs,7.5,0.553,0.0,0.429,7.1,24.7,15.8,5.7,0.6,2.3,23.8,14.1,-0.1,0.2,0.1,0.024,-6.7,-0.1,-6.8,-0.2
sam hauser,25.0,BOS,SF,15.0,0.0,6.9,0.7,1.9,0.345,0.5,1.6,0.333,0.1,0.3,0.4,0.483,0.1,0.1,1.0,0.3,0.8,1.1,0.3,0.1,0.1,0.0,0.5,2.0,2023,Playoffs,9.3,0.502,0.828,0.069,5.7,12.8,9.4,5.1,0.5,1.7,0.0,13.0,0.1,0.1,0.2,0.079,-1.2,-1.0,-2.2,0.0
troy brown,23.0,LAL,SF,12.0,0.0,10.3,0.8,2.3,0.357,0.2,1.3,0.133,0.7,1.1,0.615,0.393,0.0,0.0,0.0,0.3,1.7,2.0,0.9,0.2,0.1,0.0,0.3,1.8,2023,Playoffs,7.8,0.393,0.536,0.0,3.6,16.2,10.3,11.5,0.8,0.7,0.0,9.9,0.0,0.1,0.1,0.05,-2.5,1.1,-1.4,0.0
wenyen gabriel,25.0,LAL,C,10.0,0.0,3.7,0.4,1.0,0.4,0.0,0.0,0.0,0.4,1.0,0.4,0.4,0.2,0.3,0.667,0.8,0.1,0.9,0.0,0.2,0.3,0.2,0.8,1.0,2023,Playoffs,12.0,0.442,0.0,0.3,24.4,2.7,12.9,0.0,2.6,7.3,15.0,15.8,0.0,0.1,0.1,0.077,-6.2,-0.3,-6.4,0.0
jalen brunson,27.0,NYK,PG,13.0,13.0,39.8,11.6,26.2,0.444,2.0,6.5,0.31,9.6,19.7,0.488,0.482,7.2,9.2,0.775,0.6,2.7,3.3,7.5,0.8,0.2,2.7,2.0,32.4,2024,Playoffs,22.1,0.536,0.247,0.353,1.7,8.3,4.9,35.3,1.0,0.4,8.2,36.4,1.4,-0.1,1.2,0.115,5.0,-1.2,3.8,0.8
shai gilgeousalexander,25.0,OKC,PG,10.0,10.0,39.9,11.1,22.4,0.496,1.6,3.7,0.432,9.5,18.7,0.508,0.531,6.4,8.1,0.79,0.8,6.4,7.2,6.4,1.3,1.7,2.2,3.1,30.2,2024,Playoffs,25.5,0.582,0.165,0.362,2.3,17.1,10.0,29.6,1.7,4.0,7.8,32.2,1.1,0.9,1.9,0.233,5.9,3.3,9.2,1.1
donovan mitchell,27.0,CLE,SG,10.0,10.0,38.2,10.7,22.5,0.476,2.9,8.2,0.354,7.8,14.3,0.545,0.54,5.3,6.5,0.815,0.6,4.8,5.4,4.7,1.3,0.3,2.8,2.9,29.6,2024,Playoffs,22.2,0.584,0.364,0.289,1.8,14.3,8.1,24.6,1.8,0.8,9.9,34.3,0.5,0.4,1.0,0.12,5.8,1.4,7.2,0.9
luka donäiä,24.0,DAL,PG,22.0,22.0,40.9,10.2,22.9,0.446,3.1,9.6,0.322,7.1,13.3,0.536,0.514,5.3,7.0,0.765,0.7,8.7,9.5,8.1,1.9,0.4,4.1,2.5,28.9,2024,Playoffs,22.5,0.556,0.419,0.304,2.1,24.2,13.2,35.3,2.4,0.9,13.6,33.4,1.3,1.5,2.8,0.149,5.1,2.4,7.6,2.2
nikola jokiä,28.0,DEN,C,12.0,12.0,40.2,11.1,20.3,0.545,1.2,4.4,0.264,9.9,15.9,0.623,0.574,5.3,5.9,0.901,3.6,9.8,13.4,8.7,1.4,0.7,3.3,2.7,28.7,2024,Playoffs,30.0,0.625,0.217,0.291,9.9,28.7,19.0,40.3,1.8,1.5,12.7,30.0,1.9,0.7,2.6,0.259,9.0,3.8,12.8,1.8
anthony edwards,22.0,MIN,SG,16.0,16.0,40.6,9.8,20.3,0.481,2.9,7.2,0.4,6.9,13.1,0.526,0.552,5.2,6.4,0.814,1.1,5.9,7.0,6.5,1.5,0.6,3.3,2.3,27.6,2024,Playoffs,22.5,0.598,0.355,0.315,3.3,17.1,10.2,28.3,1.9,1.3,12.4,29.5,1.5,0.8,2.3,0.172,4.6,2.1,6.7,1.4
jayson tatum,25.0,BOS,PF,19.0,19.0,40.4,8.4,19.6,0.427,2.1,7.3,0.283,6.3,12.3,0.513,0.48,6.2,7.2,0.861,0.9,8.8,9.7,6.3,1.1,0.7,2.6,2.8,25.0,2024,Playoffs,20.1,0.549,0.371,0.368,2.6,25.3,14.1,25.5,1.4,1.6,10.4,29.2,1.3,1.3,2.7,0.167,2.3,1.4,3.7,1.1
jaylen brown,27.0,BOS,SF,19.0,19.0,37.2,9.2,17.8,0.516,1.9,5.8,0.327,7.3,12.1,0.607,0.569,3.6,5.4,0.66,1.2,4.8,5.9,3.3,1.2,0.6,2.7,2.7,23.9,2024,Playoffs,19.1,0.591,0.324,0.304,3.7,15.0,9.4,15.5,1.7,1.6,11.7,28.6,0.9,1.1,2.0,0.133,1.0,0.8,1.8,0.7
kyrie irving,31.0,DAL,SG,22.0,22.0,40.0,8.5,18.1,0.467,2.4,6.2,0.39,6.0,11.9,0.508,0.534,2.8,3.3,0.849,1.0,2.7,3.7,5.1,1.0,0.3,2.3,2.8,22.1,2024,Playoffs,16.6,0.566,0.342,0.183,2.9,7.6,5.3,21.5,1.4,0.8,10.6,24.9,1.4,0.7,2.1,0.116,2.6,-0.2,2.4,1.0
pascal siakam,29.0,IND,PF,17.0,17.0,35.5,9.2,17.1,0.541,0.8,2.8,0.298,8.4,14.3,0.588,0.566,2.3,3.7,0.619,2.5,5.1,7.5,3.8,0.8,0.4,1.1,2.8,21.6,2024,Playoffs,20.7,0.578,0.162,0.217,8.4,16.4,12.5,16.1,1.1,1.1,5.6,25.2,1.5,0.2,1.8,0.14,3.1,-0.8,2.3,0.7
jamal murray,26.0,DEN,PG,12.0,12.0,38.5,8.3,20.8,0.402,1.9,6.1,0.315,6.4,14.7,0.438,0.448,2.0,2.2,0.923,0.8,3.6,4.3,5.6,0.8,0.5,2.6,2.3,20.6,2024,Playoffs,12.2,0.474,0.293,0.104,2.2,10.9,6.4,24.4,1.1,1.2,10.6,29.0,-0.5,0.4,-0.1,-0.012,0.2,-1.7,-1.4,0.1
karlanthony towns,28.0,MIN,PF,16.0,16.0,32.6,6.8,14.5,0.466,1.9,5.2,0.361,4.9,9.3,0.523,0.53,3.7,4.3,0.855,2.2,6.8,9.0,2.6,0.8,0.2,1.7,3.4,19.1,2024,Playoffs,19.2,0.581,0.358,0.297,8.0,24.7,16.3,13.4,1.2,0.5,9.3,25.2,1.1,0.6,1.7,0.155,2.2,0.6,2.8,0.6
tyrese haliburton,23.0,IND,PG,15.0,15.0,34.8,7.0,14.3,0.488,3.5,9.3,0.379,3.5,5.0,0.693,0.612,1.1,1.3,0.85,0.8,4.0,4.8,8.2,1.3,0.7,2.1,0.9,18.7,2024,Playoffs,22.0,0.626,0.651,0.093,2.8,13.2,8.1,32.7,1.9,1.8,12.2,22.1,1.6,0.3,1.8,0.169,6.4,-0.3,6.2,1.1
jalen williams,22.0,OKC,PF,10.0,10.0,37.7,7.5,16.0,0.469,1.5,3.9,0.385,6.0,12.1,0.496,0.516,2.2,2.7,0.815,1.3,5.5,6.8,5.4,1.7,0.5,1.9,2.1,18.7,2024,Playoffs,17.8,0.544,0.244,0.169,4.0,15.6,10.0,23.0,2.3,1.3,10.0,23.1,0.4,0.8,1.2,0.152,1.4,2.3,3.8,0.6
donte divincenzo,27.0,NYK,SG,13.0,13.0,35.8,6.2,14.7,0.419,3.5,8.2,0.425,2.7,6.5,0.412,0.537,2.0,2.3,0.867,1.0,3.0,4.0,2.6,1.2,0.9,1.2,2.2,17.8,2024,Playoffs,15.7,0.566,0.555,0.157,3.1,10.2,6.5,11.2,1.8,2.4,7.3,20.8,0.8,0.1,0.9,0.093,1.7,0.4,2.0,0.5
myles turner,27.0,IND,C,17.0,17.0,32.4,6.2,12.1,0.517,2.3,5.1,0.453,3.9,7.0,0.563,0.612,2.2,2.9,0.76,1.5,5.1,6.6,2.1,0.5,1.5,1.9,2.6,17.0,2024,Playoffs,17.5,0.637,0.42,0.244,5.7,18.2,12.1,9.0,0.7,4.2,12.7,21.4,0.9,0.3,1.2,0.104,1.8,0.0,1.8,0.5
derrick white,29.0,BOS,SG,19.0,19.0,35.6,5.7,12.7,0.452,3.4,8.5,0.404,2.3,4.2,0.55,0.587,1.8,2.0,0.921,1.0,3.3,4.3,4.1,0.9,1.2,0.8,2.3,16.7,2024,Playoffs,18.3,0.617,0.668,0.158,3.3,10.7,7.0,17.4,1.4,3.1,5.8,18.8,1.9,1.0,2.9,0.205,3.6,1.7,5.3,1.3
evan mobley,22.0,CLE,PF,12.0,12.0,35.2,6.8,12.2,0.555,0.4,1.5,0.278,6.3,10.7,0.594,0.572,2.1,3.0,0.694,2.5,6.8,9.3,2.3,0.8,2.2,1.8,2.8,16.0,2024,Playoffs,18.9,0.593,0.123,0.247,8.3,21.8,15.1,11.3,1.2,6.2,12.0,20.3,0.5,0.7,1.2,0.136,1.2,2.1,3.3,0.6
