Player,year,MIN_PER_GAME,ATTENDANCE_RATE,MAJOR_INJURY
bogdan bogdanovic,2018,27.886602564102567,0.951219512,0
bojan bogdanovic,2018,30.8057708375,0.975609756,0
bradley beal,2018,36.30123984146341,1.0,0
brandan wright,2018,13.602678571428571,0.341463415,0
brandon ingram,2018,33.46714689830508,0.719512195,1
brandon jennings,2018,14.653095235714286,0.170731707,0
brandon paul,2018,8.9975,0.780487805,0
briante weber,2018,13.139074072222222,0.219512195,0
brice johnson,2018,5.442592592777777,0.219512195,0
brook lopez,2018,23.44522522972973,0.902439024,0
bruno caboclo,2018,8.858194441666667,0.146341463,0
bryn forbes,2018,18.961145837500002,0.975609756,0
buddy hield,2018,25.3028958375,0.975609756,0
cj williams,2018,18.59214912368421,0.463414634,0
cj mccollum,2018,36.09469135802469,0.987804878,0
cj miles,2018,19.09285714285714,0.853658537,0
caleb swanigan,2018,7.012839507407407,0.329268293,0
cameron payne,2018,23.260933332,0.304878049,0
caris levert,2018,26.249061028169013,0.865853659,0
carmelo anthony,2018,32.06589743589743,0.951219512,0
cedi osman,2018,11.024480873770493,0.743902439,0
chandler parsons,2018,19.205092591666666,0.43902439,0
channing frye,2018,13.110534590566038,0.646341463,0
charles cooke,2018,2.9311538461538458,0.158536585,0
cheick diallo,2018,11.172115384615385,0.634146341,0
chinanu onuaku,2018,21.56666667,0.012195122,0
chris boucher,2018,1.316666667,0.012195122,0
chris mccullough,2018,4.724561403684211,0.231707317,0
chris paul,2018,31.837183913793105,0.707317073,1
clint capela,2018,27.487950445945945,0.902439024,0
cody zeller,2018,19.005555554545452,0.402439024,1
cole aldrich,2018,2.3189682538095235,0.256097561,0
corey brewer,2018,16.78497684722222,0.87804878,0
cory joseph,2018,26.95022357317073,1.0,0
courtney lee,2018,30.39445175,0.926829268,0
cristiano felicio,2018,17.771818181818183,0.670731707,0
dangelo russell,2018,25.70239583333333,0.585365854,0
dj augustin,2018,23.467311106666667,0.914634146,0
dj wilson,2018,3.231742424090909,0.268292683,0
dakari johnson,2018,5.2054838709677425,0.37804878,0
damian jones,2018,5.914111111333333,0.182926829,0
damian lillard,2018,36.57383561643835,0.890243902,0
damien wilkins,2018,8.021315789473684,0.231707317,0
damion lee,2018,26.96077778,0.182926829,0
damyean dotson,2018,10.774128788636363,0.536585366,0
daniel hamilton,2018,4.621388888333334,0.073170732,0
daniel theis,2018,14.851269841269842,0.768292683,1
danilo gallinari,2018,31.955,0.256097561,1
danny green,2018,25.586952385714287,0.853658537,0
dante cunningham,2018,21.39568493150685,0.890243902,0
dante exum,2018,16.75130952142857,0.170731707,1
danuel house,2018,17.505434782608695,0.280487805,0
dario saric,2018,29.616282051282052,0.951219512,0
darius miller,2018,23.71268292682927,1.0,0
darrell arthur,2018,7.409035089473684,0.231707317,0
darren collison,2018,29.25159420289855,0.841463415,0
darrun hilliard,2018,6.799642857142857,0.170731707,0
david nwaba,2018,23.51361904285714,0.853658537,0
david stockton,2018,3.111111111,0.036585366,0
david west,2018,13.680776256164384,0.890243902,0
davis bertans,2018,14.106601727272729,0.93902439,0
davon reed,2018,11.531349204761906,0.256097561,0
deaaron fox,2018,27.746986301369862,0.890243902,0
deandre jordan,2018,31.473203467532468,0.93902439,0
deandre liggins,2018,12.475143677586207,0.707317073,0
deandre bembry,2018,17.508333334615386,0.317073171,0
demar derozan,2018,33.8965208375,0.975609756,0
demarcus cousins,2018,36.18895833333333,0.585365854,1
demarre carroll,2018,29.859132424657535,0.890243902,0
dejounte murray,2018,21.517592592592592,0.987804878,0
delon wright,2018,20.764106275362316,0.841463415,0
demetrius jackson,2018,5.33,0.182926829,0
dennis schroder,2018,31.0137562238806,0.817073171,0
dennis smith,2018,29.69717391304348,0.841463415,1
denzel valentine,2018,27.209632038961036,0.93902439,1
derrick favors,2018,27.966255415584417,0.93902439,0
derrick jones,2018,12.258583335,0.243902439,0
derrick rose,2018,16.7696,0.304878049,0
derrick walton,2018,9.20083333125,0.195121951,0
derrick white,2018,8.160490194117648,0.207317073,0
derrick williams,2018,4.2625,0.024390244,0
devin booker,2018,34.54253087037037,0.658536585,1
devin harris,2018,18.866502352112676,0.865853659,0
devin robinson,2018,13.21333333,0.012195122,0
dewayne dedmon,2018,24.87537633870968,0.756097561,0
deyonta davis,2018,15.204408601612903,0.756097561,0
dillon brooks,2018,28.656483743902438,1.0,0
dion waiters,2018,30.584333333333333,0.365853659,0
dirk nowitzki,2018,24.67971861038961,0.93902439,0
domantas sabonis,2018,24.46108108108108,0.902439024,0
donovan mitchell,2018,33.393797468354435,0.963414634,0
dorian finneysmith,2018,21.34952380952381,0.256097561,0
doug mcdermott,2018,21.827181074074073,0.987804878,1
dragan bender,2018,25.236341463414636,1.0,0
draymond green,2018,32.669333328571426,0.853658537,0
dwayne bacon,2018,13.452798741509435,0.646341463,1
dwight buycks,2018,14.732298851724138,0.353658537,0
dwight howard,2018,30.41164608641975,0.987804878,0
dwight powell,2018,21.16132911392405,0.963414634,0
dwyane wade,2018,22.92706467164179,0.817073171,0
etwaun moore,2018,31.534857719512196,1.0,0
ed davis,2018,18.857499999999998,0.951219512,0
edmond sumner,2018,2.166666667,0.012195122,0
ekpe udoh,2018,12.851931217460317,0.768292683,0
elfrid payton,2018,28.706507936507936,0.768292683,1
emeka okafor,2018,13.58596153846154,0.317073171,0
emmanuel mudiay,2018,19.440989578125,0.780487805,0
enes freedom,2018,25.770422535211267,0.865853659,0
eric bledsoe,2018,31.373153148648647,0.902439024,0
eric gordon,2018,31.21714975362319,0.841463415,0
eric moreland,2018,12.016641791044776,0.817073171,0
erik mccree,2018,1.88041666675,0.048780488,0
ersan ilyasova,2018,25.067367144927537,0.841463415,0
evan fournier,2018,32.231842105263155,0.695121951,1
evan turner,2018,25.744662443037974,0.963414634,0
frank kaminsky,2018,23.23023206329114,0.963414634,0
frank mason,2018,18.922948717307694,0.634146341,0
frank ntilikina,2018,21.86728632051282,0.951219512,0
fred vanvleet,2018,20.00116227631579,0.926829268,0
furkan korkmaz,2018,5.695238095,0.170731707,0
garrett temple,2018,24.84733333846154,0.792682927,1
gary harris,2018,34.39626865671642,0.817073171,0
gary payton,2018,9.602608695652174,0.280487805,0
george hill,2018,27.04666667164179,0.817073171,0
georges niang,2018,3.52,0.109756098,0
georgios papagiannis,2018,7.153627452941176,0.207317073,0
gerald green,2018,22.66231707317073,0.5,0
gian clavell,2018,9.09047619,0.085365854,0
giannis antetokounmpo,2018,36.74937777333333,0.914634146,0
glenn robinson,2018,14.685942030434784,0.280487805,0
goran dragic,2018,31.7006,0.914634146,1
gordon hayward,2018,5.25,0.012195122,1
gorgui dieng,2018,16.868544303797467,0.963414634,0
greg monroe,2018,20.408790843137254,0.62195122,0
guerschon yabusele,2018,7.122929293939394,0.402439024,0
harrison barnes,2018,34.213896103896104,0.93902439,0
hassan whiteside,2018,25.260555555555555,0.658536585,0
henry ellenson,2018,8.655877192105264,0.463414634,0
ian clark,2018,19.653243243243242,0.902439024,0
ian mahinmi,2018,14.8743722987013,0.93902439,0
ike anigbogu,2018,2.708181818181818,0.134146341,0
iman shumpert,2018,19.728214285714284,0.170731707,0
isaiah canaan,2018,21.084666665,0.243902439,0
isaiah hicks,2018,13.303888888888888,0.219512195,0
isaiah taylor,2018,17.418084582089552,0.817073171,0
isaiah thomas,2018,26.9275,0.390243902,0
isaiah whitehead,2018,11.22864583125,0.195121951,0
ish smith,2018,24.91018292682927,1.0,0
ivan rabb,2018,14.3225,0.43902439,0
ivica zubac,2018,9.530736434883721,0.524390244,0
jj barea,2018,23.235676333333334,0.841463415,0
jj redick,2018,30.226476185714287,0.853658537,0
jr smith,2018,28.0518125,0.975609756,0
jakarr sampson,2018,15.646212122727274,0.268292683,0
jamychal green,2018,28.03296969090909,0.670731707,1
javale mcgee,2018,9.46748718,0.792682927,0
jabari bird,2018,8.81,0.158536585,0
jabari parker,2018,23.959623654838712,0.37804878,0
jack cooley,2018,12.467619047142858,0.085365854,0
jacob pullen,2018,2.0277777776666666,0.036585366,0
jacob wiley,2018,6.651333334,0.06097561,0
jae crowder,2018,26.1193125,0.975609756,0
jahlil okafor,2018,12.60113095357143,0.341463415,0
jake layman,2018,4.580761905714286,0.426829268,0
jakob poeltl,2018,18.579817073170734,1.0,0
jalen jones,2018,11.33572916875,0.195121951,0
jamal crawford,2018,20.6657291625,0.975609756,0
jamal murray,2018,31.663189296296295,0.987804878,0
jameel warney,2018,8.950000000000001,0.036585366,0
jameer nelson,2018,20.2633,0.609756098,0
jamel artis,2018,18.600555553333333,0.182926829,0
james ennis,2018,22.278194444444445,0.87804878,0
james harden,2018,35.427569444444444,0.87804878,0
james johnson,2018,26.620365301369866,0.890243902,0
james michael mcadoo,2018,5.983333333333333,0.036585366,0
james webb,2018,11.993166669999999,0.12195122,0
james young,2018,10.184722221666666,0.073170732,0
jamil wilson,2018,18.250444446666666,0.182926829,0
jared dudley,2018,14.301770833333334,0.585365854,0
jarell eddie,2018,2.8722222223333334,0.036585366,0
jarell martin,2018,22.748310506849315,0.890243902,0
jarrett allen,2018,20.015486111111112,0.87804878,0
jarrett jack,2018,24.960779564516127,0.756097561,0
jason smith,2018,8.628686869696969,0.402439024,0
jason terry,2018,15.953856209803922,0.62195122,0
jawun evans,2018,16.20538194375,0.585365854,0
jaylen brown,2018,30.739214285714283,0.853658537,0
jaylen morris,2018,16.415,0.073170732,0
jayson tatum,2018,30.5363958375,0.975609756,0
jeff green,2018,23.433333333333334,0.951219512,0
jeff teague,2018,33.01802381428572,0.853658537,0
jeff withey,2018,3.9299999999999997,0.12195122,0
jerami grant,2018,20.334711938271603,0.987804878,0
jeremy evans,2018,5.35,0.012195122,0
jeremy lamb,2018,24.592,0.975609756,0
jeremy lin,2018,25.18333333,0.012195122,0
jerian grant,2018,22.788243243243244,0.902439024,0
jerryd bayless,2018,23.71004273589744,0.475609756,0
jimmy butler,2018,36.677909610169486,0.719512195,0
joakim noah,2018,5.735,0.085365854,0
jodie meeks,2018,14.52893938961039,0.93902439,0
joe harris,2018,25.315363243589744,0.951219512,1
joe ingles,2018,31.44510162195122,1.0,0
joe johnson,2018,21.904545454545456,0.670731707,0
joe young,2018,10.530503145283019,0.646341463,0
joel bolomboy,2018,6.276666666666666,0.073170732,0
joel embiid,2018,30.351349206349205,0.768292683,0
joffrey lauvergne,2018,9.707424241818181,0.670731707,0
john collins,2018,24.116486486486487,0.902439024,0
john henson,2018,25.91453947368421,0.926829268,0
john holland,2018,7.268402779166667,0.292682927,0
john wall,2018,34.38609756097561,0.5,0
johnathan motley,2018,15.978636363636362,0.134146341,0
johnny obryant,2018,10.529490741666667,0.43902439,0
jon leuer,2018,17.0583333375,0.097560976,0
jonas jerebko,2018,15.317770270270271,0.902439024,0
jonas valanciunas,2018,22.431688311688312,0.93902439,0
jonathan gibson,2018,9.98375,0.048780488,0
jonathan isaac,2018,19.830061729629627,0.329268293,1
jonathon simmons,2018,29.409371985507246,0.841463415,0
jordan bell,2018,14.191461987719299,0.695121951,0
jordan clarkson,2018,23.30121398765432,0.987804878,0
jordan crawford,2018,10.656666666,0.06097561,0
jordan mickey,2018,12.350362317391305,0.280487805,0
jose calderon,2018,16.04078947368421,0.695121951,0
josh gray,2018,17.286666666,0.06097561,0
josh hart,2018,23.182883603174602,0.768292683,0
josh huestis,2018,14.225338163768116,0.841463415,0
josh jackson,2018,25.444393935064934,0.93902439,1
josh magette,2018,12.009166666666665,0.219512195,0
josh mcroberts,2018,2.875,0.024390244,0
josh richardson,2018,33.20339506172839,0.987804878,0
josh smith,2018,3.940555556666667,0.036585366,0
jrue holiday,2018,36.132510283950616,0.987804878,0
juan hernangomez,2018,11.0832,0.304878049,0
julius randle,2018,26.711991865853662,1.0,0
julyan stone,2018,7.59804347826087,0.280487805,0
justin anderson,2018,13.661842105263156,0.463414634,0
justin holiday,2018,31.45729166666667,0.87804878,0
justin jackson,2018,22.150857838235293,0.829268293,0
justin patton,2018,3.733333333,0.012195122,0
justise winslow,2018,24.712598044117644,0.829268293,0
jusuf nurkic,2018,26.431772151898734,0.963414634,0
kadeem allen,2018,5.954907405555556,0.219512195,0
karlanthony towns,2018,35.58766259756098,1.0,0
kawhi leonard,2018,23.317962966666666,0.109756098,1
kay felder,2018,8.72135416875,0.195121951,0
kelly olynyk,2018,23.403706144736844,0.926829268,0
kelly oubre jr,2018,27.538971197530866,0.987804878,0
kemba walker,2018,34.1984791625,0.975609756,0
kendrick perkins,2018,14.53333333,0.012195122,0
kenneth faried,2018,14.398541665625,0.390243902,0
kent bazemore,2018,27.529871800000002,0.792682927,1
kentavious caldwellpope,2018,33.214932432432434,0.902439024,0
kevin durant,2018,34.19257352941176,0.829268293,0
kevin love,2018,27.983192084745763,0.719512195,0
kevon looney,2018,13.788939393939394,0.804878049,0
khem birch,2018,13.77158730238095,0.512195122,0
khris middleton,2018,36.365426829268294,1.0,0
klay thompson,2018,34.30433790410959,0.890243902,0
kobi simmons,2018,20.096666665625,0.390243902,0
kosta koufos,2018,19.592464788732396,0.865853659,0
kris dunn,2018,29.32371794230769,0.634146341,1
kristaps porzingis,2018,32.35767360416667,0.585365854,0
kyle anderson,2018,26.735000000000003,0.902439024,0
kyle collinsworth,2018,14.986145834375,0.390243902,0
kyle korver,2018,21.559885849315066,0.890243902,0
kyle kuzma,2018,31.18058441558442,0.93902439,1
kyle lowry,2018,32.17444444871795,0.951219512,0
kyle oquinn,2018,18.007727272727273,0.93902439,0
kyle singler,2018,4.90375,0.146341463,0
kyrie irving,2018,32.190416666666664,0.731707317,1
lamarcus aldridge,2018,33.448244439999996,0.914634146,0
lance stephenson,2018,22.56132113414634,1.0,0
lance thomas,2018,18.535045657534244,0.890243902,0
langston galloway,2018,14.886982758620691,0.707317073,0
larry drew,2018,7.004166667,0.12195122,0
larry nance,2018,21.523005045454546,0.804878049,0
lauri markkanen,2018,29.706176470588236,0.829268293,0
lebron james,2018,36.89741869512196,1.0,0
london perrantes,2018,4.680238095,0.170731707,0
lonzo ball,2018,34.23185898076923,0.634146341,1
lorenzo brown,2018,9.896428571428572,0.170731707,0
lou williams,2018,32.773291139240506,0.963414634,1
luc mbah a moute,2018,25.645027327868853,0.743902439,0
lucas nogueira,2018,8.52734693877551,0.597560976,0
luis montero,2018,3.975,0.024390244,0
luke babbitt,2018,14.295066666,0.609756098,0
luke kennard,2018,20.0379908630137,0.890243902,0
luke kornet,2018,16.324416665,0.243902439,0
luol deng,2018,13.13333333,0.012195122,0
malachi richardson,2018,12.435192307692308,0.317073171,0
malcolm brogdon,2018,29.917013895833335,0.585365854,0
malcolm delaney,2018,18.780864203703704,0.658536585,0
malcolm miller,2018,8.383333333333333,0.182926829,0
malik beasley,2018,9.39889785,0.756097561,0
malik monk,2018,13.547698412698413,0.768292683,0
mangok mathiang,2018,4.95,0.048780488,0
manu ginobili,2018,19.98335896923077,0.792682927,0
marshon brooks,2018,27.511904757142855,0.085365854,0
marc gasol,2018,32.990890410958905,0.890243902,1
marcin gortat,2018,25.29871951219512,1.0,0
marco belinelli,2018,24.3341458375,0.975609756,0
marcus georges hunt,2018,5.341944445238095,0.512195122,0
marcus morris,2018,26.704722222222223,0.658536585,0
marcus paige,2018,5.603333334,0.06097561,0
marcus smart,2018,29.881265425925925,0.658536585,0
mario chalmers,2018,21.535631318181817,0.804878049,0
mario hezonja,2018,22.093911106666667,0.914634146,0
markel brown,2018,7.8708333325,0.048780488,0
markelle fultz,2018,18.07011905,0.170731707,0
markieff morris,2018,26.955525109589043,0.890243902,0
marquese chriss,2018,21.206944444444446,0.87804878,0
marquis teague,2018,24.594444443333334,0.036585366,0
marreese speights,2018,12.98141025576923,0.634146341,0
marshall plumlee,2018,6.46916666625,0.097560976,0
marvin williams,2018,25.71604701282051,0.951219512,0
mason plumlee,2018,19.45202702702703,0.902439024,1
matt costello,2018,8.05,0.048780488,0
matt williams,2018,3.8000000000000003,0.036585366,0
matthew dellavedova,2018,18.749868421052632,0.463414634,0
maurice harkless,2018,21.419830508474575,0.719512195,0
maxi kleber,2018,16.751504625,0.87804878,0
meyers leonard,2018,7.685959596969697,0.402439024,0
michael beasley,2018,22.343806310810812,0.902439024,0
michael carterwilliams,2018,16.052756409615384,0.634146341,1
michael kiddgilchrist,2018,25.003896391891892,0.902439024,0
mike conley,2018,31.10319444166667,0.146341463,0
mike james,2018,19.069120369444445,0.43902439,0
mike muscala,2018,20.001635226415097,0.646341463,0
mike scott,2018,18.504144736842107,0.926829268,0
miles plumlee,2018,16.68421212181818,0.670731707,0
milos teodosic,2018,25.201222222222224,0.548780488,0
milton doyle,2018,12.45166667,0.12195122,0
mindaugas kuzminskas,2018,1.85,0.012195122,0
mirza teletovic,2018,15.91633333,0.12195122,0
monte morris,2018,8.428333333333333,0.036585366,0
montrezl harrell,2018,17.01546052631579,0.926829268,0
myke henry,2018,18.903833334999998,0.243902439,0
myles turner,2018,28.248538461538462,0.792682927,0
nate wolters,2018,3.756666666,0.06097561,0
naz mitroulong,2018,0.516666667,0.012195122,0
nemanja bjelica,2018,20.46206467164179,0.817073171,0
nene,2018,14.584743590384615,0.634146341,0
nerlens noel,2018,15.721333333333332,0.365853659,0
nick collison,2018,4.987111111333333,0.182926829,0
nick young,2018,17.4146458375,0.975609756,0
nicolas batum,2018,30.950364578125,0.780487805,0
nicolas brussino,2018,2.4775,0.048780488,0
nigel hayesdavis,2018,13.574629633333334,0.109756098,0
nik stauskas,2018,12.76341463414634,0.5,0
nikola jokic,2018,32.56673333333333,0.914634146,0
nikola mirotic,2018,27.163272727272727,0.670731707,0
nikola vucevic,2018,29.52856724561404,0.695121951,0
noah vonleh,2018,16.215987653703703,0.658536585,0
norman powell,2018,15.16480952857143,0.853658537,0
og anunoby,2018,20.019752256756757,0.902439024,0
okaro white,2018,13.260555555000002,0.073170732,0
omari johnson,2018,18.775,0.048780488,0
omer asik,2018,10.11814815,0.219512195,0
omri casspi,2018,13.992327043396227,0.646341463,0
otto porter,2018,31.57839827272727,0.93902439,0
pj tucker,2018,27.819349597560976,1.0,0
p j dozier,2018,1.5941666665,0.024390244,0
pascal siakam,2018,20.731193419753087,0.987804878,0
pat connaughton,2018,18.144552841463415,1.0,0
patrick beverley,2018,30.322575754545458,0.134146341,1
patrick mccaw,2018,16.86198830350877,0.695121951,0
patrick patterson,2018,15.48680893902439,1.0,0
patty mills,2018,25.69819106097561,1.0,0
pau gasol,2018,23.53145022077922,0.93902439,0
paul george,2018,36.591624468354425,0.963414634,0
paul millsap,2018,30.091491236842103,0.463414634,0
paul zipser,2018,15.25925925925926,0.658536585,0
quincy acy,2018,19.417452385714284,0.853658537,0
quincy pondexter,2018,8.50833333478261,0.280487805,0
quinn cook,2018,22.43949494848485,0.402439024,0
rj hunter,2018,9.015666666,0.06097561,0
rajon rondo,2018,26.23023076923077,0.792682927,0
ramon sessions,2018,14.016130953571428,0.341463415,0
rashad vaughn,2018,7.570297617857143,0.341463415,0
raul neto,2018,12.150162602439025,0.5,0
raymond felton,2018,16.6429065,1.0,0
reggie bullock,2018,27.92838709677419,0.756097561,0
reggie hearn,2018,2.2088888890000002,0.036585366,0
reggie jackson,2018,26.688666666666666,0.548780488,0
richard jefferson,2018,8.168583335,0.243902439,0
richaun holmes,2018,15.540034722916666,0.585365854,0
ricky rubio,2018,29.278463207792207,0.93902439,1
robert covington,2018,31.642062499999998,0.975609756,0
robin lopez,2018,26.402760421875,0.780487805,0
rodney hood,2018,26.924527783333335,0.731707317,0
rodney mcgruder,2018,16.624444444444446,0.219512195,0
rodney purvis,2018,18.09916666875,0.195121951,0
ron baker,2018,13.264597700000001,0.353658537,0
rondae hollisjefferson,2018,28.243578426470588,0.829268293,0
royce oneale,2018,16.66016908695652,0.841463415,0
rudy gay,2018,21.59970759649123,0.695121951,0
rudy gobert,2018,32.42928571428571,0.682926829,0
russell westbrook,2018,36.4207083375,0.975609756,0
ryan anderson,2018,26.141919196969695,0.804878049,0
ryan arcidiacono,2018,12.6717361125,0.292682927,0
salah mejri,2018,11.946830601639345,0.743902439,0
sam dekker,2018,12.092488584931507,0.890243902,0
scotty hopson,2018,8.378333333,0.012195122,0
sean kilpatrick,2018,12.30875,0.634146341,0
semi ojeleye,2018,15.756301369863014,0.890243902,0
serge ibaka,2018,27.542105263157893,0.926829268,0
shabazz muhammad,2018,9.720155039534884,0.524390244,0
shabazz napier,2018,20.749527027027025,0.902439024,0
shane larkin,2018,14.346512346296297,0.658536585,0
shaquille harrison,2018,16.716376813043478,0.280487805,0
shaun livingston,2018,15.905868549295775,0.865853659,0
shelvin mack,2018,19.77876811594203,0.841463415,0
sindarius thornwell,2018,15.833972602739728,0.890243902,0
skal labissiere,2018,20.670861116666668,0.731707317,0
solomon hill,2018,15.593611108333334,0.146341463,0
spencer dinwiddie,2018,28.825312500000003,0.975609756,1
stanley johnson,2018,27.442391304347826,0.841463415,0
stephen curry,2018,31.97640523529412,0.62195122,0
sterling brown,2018,14.378641975925927,0.658536585,0
steven adams,2018,32.72173246052631,0.926829268,0
tj leaf,2018,8.664968552830189,0.646341463,0
tj mcconnell,2018,22.455438592105263,0.926829268,0
tj warren,2018,32.950256415384615,0.792682927,1
taj gibson,2018,33.24841463414634,1.0,0
tarik black,2018,10.519607843137255,0.62195122,0
taurean prince,2018,30.0490243902439,1.0,0
terrance ferguson,2018,12.509781421311475,0.743902439,0
terrence ross,2018,25.015972220833333,0.292682927,0
terry rozier,2018,25.85175,0.975609756,0
thabo sefolosha,2018,21.199078947368424,0.463414634,0
thaddeus young,2018,32.18557613580247,0.987804878,0
thomas bryant,2018,4.819,0.182926829,0
thon maker,2018,16.728175675675676,0.902439024,0
tim frazier,2018,14.201836157627119,0.719512195,0
tim hardaway,2018,33.06938596491228,0.695121951,1
tim quarterman,2018,4.25,0.036585366,0
timofey mozgov,2018,11.596236558064517,0.37804878,0
timothe luwawucabarrot,2018,15.510865384615386,0.634146341,0
tobias harris,2018,33.3497916625,0.975609756,0
tomas satoransky,2018,22.502100452054794,0.890243902,0
tony allen,2018,12.388560604545455,0.268292683,0
tony bradley,2018,3.2333333333333334,0.109756098,0
tony parker,2018,19.470393945454543,0.670731707,0
tony snell,2018,27.377177773333333,0.914634146,0
torrey craig,2018,16.12517094102564,0.475609756,0
travis wear,2018,13.399803923529412,0.207317073,0
treveon graham,2018,16.65933861904762,0.768292683,0
trevor ariza,2018,33.86868159701492,0.817073171,0
trevor booker,2018,17.030735294117648,0.829268293,0
trey burke,2018,21.795972222222222,0.43902439,0
trey lyles,2018,19.050433794520547,0.890243902,0
trey mckinneyjones,2018,1.233333333,0.012195122,0
tristan thompson,2018,20.231037735849053,0.646341463,0
troy daniels,2018,20.535822784810126,0.963414634,0
troy williams,2018,14.628730157142858,0.256097561,0
tyler cavanaugh,2018,13.294358974358975,0.475609756,0
tyler dorsey,2018,17.396607142857142,0.682926829,0
tyler ennis,2018,12.655123457407408,0.658536585,0
tyler johnson,2018,28.50335648611111,0.87804878,0
tyler lydon,2018,2.166666667,0.012195122,0
tyler ulis,2018,23.358615028169016,0.865853659,0
tyler zeller,2018,16.790303030303033,0.804878049,0
tyreke evans,2018,30.906955134615387,0.634146341,0
tyrone wallace,2018,28.372833333333332,0.365853659,0
tyson chandler,2018,25.01507245652174,0.56097561,0
tyus jones,2018,17.88792682926829,1.0,0
udonis haslem,2018,5.118809523571429,0.170731707,0
vander blue,2018,8.983333334,0.06097561,0
victor oladipo,2018,34.027177773333335,0.914634146,0
vince carter,2018,17.68948275862069,0.707317073,0
vincent hunter,2018,1.85166666675,0.048780488,0
wade baldwin,2018,11.497380952857142,0.085365854,0
walt lemon,2018,7.020333334,0.06097561,0
wayne ellington,2018,26.509134194805196,0.93902439,0
wayne selden,2018,19.752285714285716,0.426829268,0
wes iwundu,2018,16.456532258064517,0.756097561,0
wesley johnson,2018,20.08664414864865,0.902439024,0
wesley matthews,2018,33.83227512698413,0.768292683,0
will barton,2018,33.12224280246914,0.987804878,0
willie cauleystein,2018,27.99757990410959,0.890243902,0
willie reed,2018,10.18702380952381,0.512195122,0
willy hernangomez,2018,10.2984375,0.585365854,0
wilson chandler,2018,31.706126121621622,0.902439024,0
xavier munford,2018,3.4588888883333335,0.073170732,0
xavier rathanmayes,2018,23.558,0.06097561,0
xavier silas,2018,3.7491666665,0.024390244,0
yogi ferrell,2018,27.82298780487805,1.0,0
zach collins,2018,15.840151515151517,0.804878049,0
zach lavine,2018,27.345277779166665,0.292682927,1
zach randolph,2018,25.552740118644067,0.719512195,0
zaza pachulia,2018,14.08328502463768,0.841463415,0
zhou qi,2018,6.887037038888889,0.219512195,0
aaron gordon,2019,33.75042734615384,0.951219512,0
aaron holiday,2019,12.9166,0.609756098,0
abdel nader,2019,11.37142076557377,0.743902439,0
al horford,2019,29.01004901470588,0.829268293,0
alfarouq aminu,2019,28.292572012345676,0.987804878,0
alan williams,2019,5.106666666000001,0.06097561,0
alec burks,2019,21.483541671875,0.780487805,0
alex abrines,2019,18.97655913870968,0.37804878,0
alex caruso,2019,21.245066668,0.304878049,0
alex len,2019,20.05292207792208,0.93902439,0
alex poythress,2019,14.519047619047617,0.256097561,0
alfonzo mckinnie,2019,13.935532402777778,0.87804878,0
alize johnson,2019,4.602380952142857,0.170731707,0
allen crabbe,2019,26.350891465116277,0.524390244,0
allonzo trier,2019,22.790052078125,0.780487805,0
amile jefferson,2019,5.6875,0.146341463,0
amir johnson,2019,10.375915033333332,0.62195122,0
andre drummond,2019,33.50493670886076,0.963414634,0
andre iguodala,2019,23.204117647058826,0.829268293,0
andre ingram,2019,3.6566666675,0.048780488,0
andrew bogut,2019,12.214848481818182,0.134146341,0
andrew harrison,2019,10.928529411764705,0.207317073,0
andrew wiggins,2019,34.831689493150684,0.890243902,0
anfernee simons,2019,7.025416665,0.243902439,0
angel delgado,2019,7.383333335,0.024390244,0
ante zizic,2019,18.3384463220339,0.719512195,0
anthony davis,2019,33.03363094642857,0.682926829,1
anthony tolliver,2019,16.605256415384613,0.792682927,0
antonio blakeney,2019,14.544502924561403,0.695121951,0
aron baynes,2019,16.094019607843137,0.62195122,0
austin rivers,2019,26.68061403947368,0.926829268,0
avery bradley,2019,30.245211634920636,0.768292683,1
bj johnson,2019,7.05,0.085365854,0
bam adebayo,2019,23.32439024390244,1.0,0
ben mclemore,2019,8.295964910526317,0.231707317,0
ben simmons,2019,34.180548518987344,0.963414634,0
billy garrett,2019,15.8583333325,0.048780488,0
bismack biyombo,2019,14.489660494444445,0.658536585,0
blake griffin,2019,34.96444444,0.914634146,0
boban marjanovic,2019,11.735488505172414,0.707317073,0
bobby portis,2019,25.963533339999998,0.609756098,0
bogdan bogdanovic,2019,27.816714285714287,0.853658537,0
bojan bogdanovic,2019,31.766152259259258,0.987804878,0
bonzie colson,2019,12.30958333375,0.097560976,0
brad wanamaker,2019,9.516898147222223,0.43902439,0
bradley beal,2019,36.92258130487805,1.0,0
brandon goodwin,2019,3.565833333125,0.195121951,0
brandon ingram,2019,33.85564101923077,0.634146341,1
brandon knight,2019,18.88576923076923,0.475609756,0
brandon sampson,2019,15.307500000000001,0.170731707,0
brook lopez,2019,28.661666666666665,0.987804878,0
bruce brown,2019,19.585360364864865,0.902439024,0
bruno caboclo,2019,23.520637255882352,0.414634146,0
bryn forbes,2019,27.958536585365852,1.0,0
buddy hield,2019,31.888516256097564,1.0,0
cj williams,2019,8.544444446666667,0.182926829,0
cj mccollum,2019,33.9322381,0.853658537,0
cj miles,2019,16.162169811320755,0.646341463,0
caleb swanigan,2019,8.477777776190477,0.256097561,0
cam reynolds,2019,13.655175436842105,0.231707317,0
cameron payne,2019,17.805625,0.487804878,0
caris levert,2019,26.572166675,0.487804878,0
