Player,year,MIN_PER_GAME,ATTENDANCE_RATE,MAJOR_INJURY
jason terry,2015,21.315064935064935,0.93902439,0
jason thompson,2015,24.580185185185183,0.987804878,0
jeff adrien,2015,12.666568629411765,0.207317073,0
jeff ayres,2015,7.5052941176470584,0.62195122,0
jeff green,2015,31.47145298717949,0.951219512,0
jeff teague,2015,30.51865297260274,0.890243902,0
jeff withey,2015,6.988783783783783,0.451219512,0
jeffery taylor,2015,14.841666665517241,0.353658537,0
jerami grant,2015,21.17766666153846,0.792682927,0
jerel mcneal,2015,6.055555555000001,0.073170732,0
jeremy evans,2015,6.995087718421053,0.463414634,0
jeremy lamb,2015,13.460921985106383,0.573170732,0
jeremy lin,2015,25.766531527027027,0.902439024,0
jerome jordan,2015,8.704696970454545,0.536585366,0
jerrelle benimon,2015,1.3616666665,0.024390244,0
jerryd bayless,2015,22.303614714285715,0.93902439,0
jimmer fredette,2015,10.179266666,0.609756098,0
jimmy butler,2015,38.66882050769231,0.792682927,0
joakim noah,2015,30.57679104477612,0.817073171,0
jodie meeks,2015,24.372861116666666,0.731707317,0
joe harris,2015,9.666470588235294,0.62195122,0
joe ingles,2015,21.172194088607593,0.963414634,0
joe johnson,2015,34.8859166625,0.975609756,0
joel anthony,2015,8.29469387755102,0.597560976,0
joel freeland,2015,12.846979166666666,0.585365854,0
joey dorsey,2015,12.381594202898551,0.841463415,0
joffrey lauvergne,2015,11.164722220833333,0.292682927,0
john henson,2015,18.335298507462685,0.817073171,0
john jenkins,2015,12.380138887500001,0.292682927,0
john lucas,2015,12.939761904761905,0.256097561,0
john salmons,2015,12.842619047619047,0.256097561,0
john wall,2015,35.9054852278481,0.963414634,0
johnny obryant,2015,10.812549020588236,0.414634146,0
jon leuer,2015,13.079576719047619,0.768292683,0
jonas jerebko,2015,16.402133333333335,0.914634146,0
jonas valanciunas,2015,26.1989166625,0.975609756,0
jordan adams,2015,8.28061111,0.365853659,0
jordan clarkson,2015,25.01395479661017,0.719512195,0
jordan farmar,2015,14.706666666666669,0.43902439,0
jordan hamilton,2015,8.719285714285714,0.170731707,0
jordan hill,2015,26.77557142857143,0.853658537,0
jorge gutierrez,2015,8.72025,0.243902439,0
jose calderon,2015,30.24353173809524,0.512195122,0
josh mcroberts,2015,17.405490194117647,0.207317073,0
josh smith,2015,27.71712851807229,1.012195122,0
jrue holiday,2015,32.575083325,0.487804878,0
julius randle,2015,13.56666667,0.012195122,1
justin hamilton,2015,17.379430895121953,0.5,0
justin holiday,2015,11.143276835593221,0.719512195,0
jusuf nurkic,2015,17.794489241935484,0.756097561,0
kj mcdaniels,2015,21.80475806451613,0.756097561,0
kalin lucas,2015,5.53,0.012195122,0
kawhi leonard,2015,31.7640625,0.780487805,0
kelly olynyk,2015,22.241354171875,0.780487805,0
kemba walker,2015,34.1710215,0.756097561,1
kendall marshall,2015,14.908928571428572,0.341463415,0
kendrick perkins,2015,16.886666661764707,0.829268293,0
kenneth faried,2015,27.81206666666667,0.914634146,0
kent bazemore,2015,17.646533333333334,0.914634146,0
kentavious caldwellpope,2015,31.546402439024387,1.0,0
kenyon martin,2015,9.460454545454546,0.134146341,0
kevin durant,2015,33.800555555555555,0.329268293,1
kevin garnett,2015,20.26514184468085,0.573170732,0
kevin love,2015,33.75686666666667,0.914634146,1
kevin martin,2015,33.3965812051282,0.475609756,0
kevin seraphin,2015,15.63464135443038,0.963414634,0
khris middleton,2015,30.10276370886076,0.963414634,0
kirk hinrich,2015,24.393434348484845,0.804878049,0
klay thompson,2015,31.87779220779221,0.93902439,0
kobe bryant,2015,34.48195237142857,0.426829268,0
kosta koufos,2015,16.64502058024691,0.987804878,0
kostas papanikolaou,2015,18.498372093023253,0.524390244,0
kris humphries,2015,21.014947921875,0.780487805,0
kyle anderson,2015,10.85090909090909,0.402439024,0
kyle korver,2015,32.237088893333336,0.914634146,0
kyle lowry,2015,34.49142857142857,0.853658537,0
kyle oquinn,2015,16.155032680392157,0.62195122,0
kyle singler,2015,21.7954791625,0.975609756,0
kyrie irving,2015,36.39817777333333,0.914634146,1
lamarcus aldridge,2015,35.37448356338028,0.865853659,0
lance stephenson,2015,25.790792344262297,0.743902439,0
lance thomas,2015,24.04266129032258,0.756097561,0
landry fields,2015,8.325897434615385,0.317073171,0
langston galloway,2015,32.38674073333333,0.548780488,0
larry drew,2015,18.25888889166667,0.146341463,0
larry sanders,2015,21.687469137037038,0.329268293,0
lavoy allen,2015,16.984894174603173,0.768292683,0
lebron james,2015,36.13654589855073,0.841463415,0
leandro barbosa,2015,14.881161616666667,0.804878049,0
lester hudson,2015,11.110666666,0.06097561,0
lorenzo brown,2015,18.917701148275864,0.353658537,0
lou amundson,2015,17.683993711320756,0.646341463,0
lou williams,2015,25.1939375,0.975609756,0
luc mbah a moute,2015,28.602636820895523,0.817073171,0
lucas nogueira,2015,3.841666666666667,0.073170732,0
luis scola,2015,20.482263370370372,0.987804878,0
luke babbitt,2015,13.167830687301587,0.768292683,0
luke ridnour,2015,14.530319148936169,0.573170732,0
luol deng,2015,33.61884259722222,0.87804878,0
malcolm lee,2015,2.016666667,0.012195122,0
malcolm thomas,2015,11.428235294117647,0.207317073,0
manu ginobili,2015,22.66954761428571,0.853658537,0
marc gasol,2015,33.17320987654321,0.987804878,0
marcin gortat,2015,29.91117886585366,1.0,0
marco belinelli,2015,22.392634403225806,0.756097561,0
marcus morris,2015,25.246954728395064,0.987804878,0
marcus smart,2015,26.98845771641791,0.817073171,0
marcus thornton,2015,15.012326389583334,0.585365854,0
mario chalmers,2015,29.604479162500002,0.975609756,0
markel brown,2015,16.625886525531914,0.573170732,0
markieff morris,2015,31.471808939024392,1.0,0
marreese speights,2015,15.880964907894736,0.926829268,0
martell webster,2015,10.988385415625,0.390243902,0
marvin williams,2015,26.085790602564103,0.951219512,0
mason plumlee,2015,21.251463414634145,1.0,0
matt barnes,2015,29.884517539473684,0.926829268,0
matt bonner,2015,12.992569444444445,0.87804878,0
matthew dellavedova,2015,20.600497507462684,0.817073171,0
maurice harkless,2015,14.98274074,0.548780488,0
meyers leonard,2015,15.392454545454546,0.670731707,0
michael beasley,2015,21.033541666666668,0.292682927,0
michael carterwilliams,2015,32.57489898484849,0.804878049,0
michael kiddgilchrist,2015,28.861272727272727,0.670731707,0
mike conley,2015,31.785500000000003,0.853658537,0
mike dunleavy,2015,29.171375666666666,0.768292683,0
mike miller,2015,13.484230769230768,0.634146341,0
mike muscala,2015,12.5535,0.487804878,0
mike scott,2015,16.515539220588238,0.829268293,0
miles plumlee,2015,16.359406397260273,0.890243902,0
miroslav raduljica,2015,4.55,0.06097561,0
mirza teletovic,2015,22.3092083325,0.487804878,0
mitch mcgary,2015,15.15421875,0.390243902,0
mo williams,2015,29.120098044117647,0.829268293,0
monta ellis,2015,33.740562499999996,0.975609756,0
nate robinson,2015,14.069841269047618,0.512195122,0
nate wolters,2015,11.7465873,0.256097561,0
nazr mohammed,2015,5.567101447826087,0.280487805,0
nene,2015,25.2757213880597,0.817073171,0
nerlens noel,2015,30.816488893333336,0.914634146,1
nick calathes,2015,14.44718390862069,0.707317073,0
nick collison,2015,16.67777777272727,0.804878049,0
nick johnson,2015,9.369583332142856,0.341463415,0
nick young,2015,23.81380952380952,0.512195122,0
nicolas batum,2015,33.522441309859154,0.865853659,0
nik stauskas,2015,15.431780821917808,0.890243902,0
nikola mirotic,2015,20.17221545121951,1.0,0
nikola pekovic,2015,26.29231182903226,0.37804878,0
nikola vucevic,2015,34.17112612162162,0.902439024,0
noah vonleh,2015,10.340666667999999,0.304878049,0
norris cole,2015,24.41477777333333,0.914634146,0
oj mayo,2015,23.90654929577465,0.865853659,0
ognjen kuzmic,2015,4.483541666875,0.195121951,0
omer asik,2015,26.076425434210524,0.926829268,0
omri casspi,2015,21.140024880597018,0.817073171,0
otto porter,2015,19.352094594594597,0.902439024,0
pj tucker,2015,30.55705128205128,0.951219512,0
pj hairston,2015,15.27274074,0.548780488,0
pablo prigioni,2015,17.86012437313433,0.817073171,0
patrick beverley,2015,30.833541660714285,0.682926829,1
patrick christopher,2015,7.1833333325,0.048780488,0
patrick patterson,2015,26.620864197530864,0.987804878,0
patty mills,2015,15.712352941176471,0.62195122,0
pau gasol,2015,34.36850426923077,0.951219512,0
paul george,2015,15.152777778333332,0.073170732,0
paul millsap,2015,32.733333328767124,0.890243902,0
paul pierce,2015,26.21458904109589,0.890243902,0
pero antic,2015,16.463703698412697,0.768292683,0
perry jones,2015,14.678178295348836,0.524390244,0
phil pressey,2015,12.002966665999999,0.609756098,0
quincy acy,2015,18.92767157352941,0.829268293,0
quincy miller,2015,11.973166670000001,0.12195122,0
quincy pondexter,2015,23.913022226666666,0.914634146,0
rajon rondo,2015,29.688553926470586,0.829268293,1
ramon sessions,2015,18.563645828125,0.780487805,0
randy foye,2015,21.7296,0.609756098,0
rasual butler,2015,20.06175556,0.914634146,0
ray mccallum,2015,21.114583338235292,0.829268293,0
raymond felton,2015,9.703103448275861,0.353658537,0
reggie bullock,2015,9.385601852777777,0.43902439,0
reggie evans,2015,16.25195035531915,0.573170732,0
reggie jackson,2015,29.457705623376622,0.93902439,0
reggie williams,2015,5.2532499999999995,0.243902439,0
richard jefferson,2015,16.812815310810812,0.902439024,0
ricky ledo,2015,14.35539215882353,0.207317073,0
ricky rubio,2015,31.46030303181818,0.268292683,1
robbie hummel,2015,16.484222222222222,0.548780488,0
robert covington,2015,27.941738100000002,0.853658537,0
robert sacre,2015,16.915198999999998,0.817073171,0
robin lopez,2015,27.760310728813558,0.719512195,0
rodney hood,2015,21.2876,0.609756098,0
rodney stuckey,2015,26.387370887323947,0.865853659,0
ronnie price,2015,22.838914727906975,0.524390244,0
ronny turiaf,2015,9.683333335,0.024390244,0
roy hibbert,2015,25.347697368421052,0.926829268,0
rudy gay,2015,35.41541666176471,0.829268293,1
rudy gobert,2015,26.322256097560977,1.0,0
russ smith,2015,5.4222222225,0.146341463,0
russell westbrook,2015,34.355572134328355,0.817073171,0
ryan anderson,2015,27.45344262295082,0.743902439,0
ryan hollins,2015,9.588659419565218,0.56097561,0
ryan kelly,2015,23.71608975,0.634146341,0
samuel dalembert,2015,16.986979165625,0.390243902,0
sean kilpatrick,2015,17.87875,0.048780488,0
sebastian telfair,2015,20.44270833125,0.195121951,0
serge ibaka,2015,33.059140625,0.780487805,1
sergey karasev,2015,16.824949493939396,0.402439024,0
seth curry,2015,3.9,0.024390244,0
shabazz muhammad,2015,22.77956140263158,0.463414634,0
shabazz napier,2015,19.834901960784315,0.62195122,0
shane larkin,2015,24.53388157894737,0.926829268,0
shannon brown,2015,17.752000000000002,0.06097561,0
shaun livingston,2015,18.823440166666668,0.951219512,0
shavlik randolph,2015,6.011746033333334,0.256097561,0
shawn marion,2015,19.312953210526313,0.695121951,0
shawne williams,2015,17.249153444444442,0.768292683,0
shayne whittington,2015,5.408083335,0.243902439,0
shelvin mack,2015,15.141242423636363,0.670731707,0
sim bhullar,2015,0.895,0.036585366,0
solomon hill,2015,29.036138207317077,1.0,0
spencer dinwiddie,2015,13.390049020588235,0.414634146,1
spencer hawes,2015,17.452328767123287,0.890243902,0
stephen curry,2015,32.665,0.975609756,0
steve blake,2015,18.878786012345678,0.987804878,0
steve novak,2015,5.632714285714286,0.426829268,0
steven adams,2015,25.29357142857143,0.853658537,0
tj warren,2015,15.35325,0.487804878,0
taj gibson,2015,27.28876343548387,0.756097561,1
tarik black,2015,18.97322750793651,0.768292683,0
tayshaun prince,2015,24.081752879310343,0.707317073,0
terrence jones,2015,26.95368686969697,0.402439024,0
terrence ross,2015,25.509369914634146,1.0,0
thabo sefolosha,2015,18.76262820576923,0.634146341,0
thaddeus young,2015,32.02607456578947,0.926829268,0
thomas robinson,2015,14.77234567962963,0.658536585,0
tiago splitter,2015,19.804134615384616,0.634146341,0
tim duncan,2015,28.919502168831173,0.93902439,0
tim frazier,2015,21.772575754545457,0.134146341,0
tim hardaway,2015,24.018047614285717,0.853658537,0
timofey mozgov,2015,25.253456790123458,0.987804878,0
tobias harris,2015,34.84024510294118,0.829268293,0
toney douglas,2015,14.713888891666668,0.146341463,0
tony allen,2015,26.153941793650795,0.768292683,0
tony parker,2015,28.714926470588235,0.829268293,0
tony snell,2015,19.61331018055556,0.87804878,0
tony wroten,2015,29.819000000000003,0.365853659,0
toure murry,2015,3.625,0.06097561,0
travis wear,2015,13.176339868627451,0.62195122,0
trevor ariza,2015,35.73317073170732,1.0,0
trevor booker,2015,19.79535864556962,0.963414634,0
trey burke,2015,30.103179828947372,0.926829268,0
tristan thompson,2015,26.755345524390243,1.0,0
troy daniels,2015,8.455248227659576,0.573170732,0
ty lawson,2015,35.53882222666667,0.914634146,0
tyler ennis,2015,12.467373736363637,0.402439024,0
tyler hansbrough,2015,14.29189189189189,0.902439024,0
tyler johnson,2015,18.843645834375,0.390243902,0
tyler zeller,2015,21.107012195121953,1.0,0
tyreke evans,2015,34.04831224050633,0.963414634,0
tyrus thomas,2015,3.2583333335,0.024390244,0
tyson chandler,2015,30.477866666666667,0.914634146,0
udonis haslem,2015,16.045349462903225,0.756097561,0
vander blue,2015,36.858333335,0.024390244,0
victor claver,2015,7.598333332999999,0.12195122,0
victor oladipo,2015,35.733171291666665,0.87804878,0
vince carter,2015,16.533989893939392,0.804878049,0
wayne ellington,2015,25.763666661538462,0.792682927,0
wesley johnson,2015,29.533728065789475,0.926829268,0
wesley matthews,2015,33.73619445,0.731707317,0
will barton,2015,16.963160918965517,0.707317073,0
will bynum,2015,9.526666667142857,0.085365854,0
will cherry,2015,8.67770833375,0.097560976,0
willie green,2015,18.292243590384615,0.634146341,0
wilson chandler,2015,31.68143162820513,0.951219512,0
xavier henry,2015,9.507407407777778,0.109756098,0
zach lavine,2015,24.697683987012987,0.93902439,0
zach randolph,2015,32.44492957746479,0.865853659,0
zaza pachulia,2015,23.69406393150685,0.890243902,0
zoran dragic,2015,4.701458333125,0.195121951,0
aaron brooks,2016,16.05376811594203,0.841463415,0
aaron gordon,2016,23.886153846153846,0.951219512,0
aaron harrison,2016,4.442857142857143,0.256097561,0
adreian payne,2016,9.33826923076923,0.634146341,0
al horford,2016,32.08758130487805,1.0,0
al jefferson,2016,23.328475170212766,0.573170732,0
alfarouq aminu,2016,28.547418695121948,1.0,0
alan anderson,2016,14.78333333076923,0.158536585,0
alan williams,2016,6.815,0.12195122,0
alec burks,2016,25.718494622580646,0.37804878,1
alex len,2016,23.343525641025643,0.951219512,0
alex stepheson,2016,9.01895833375,0.097560976,0
alexis ajinca,2016,14.588389830508476,0.719512195,0
allen crabbe,2016,25.987139913580247,0.987804878,0
alonzo gee,2016,22.356187219178082,0.890243902,0
amare stoudemire,2016,14.659647436538462,0.634146341,0
amir johnson,2016,22.78643459493671,0.963414634,0
anderson varejao,2016,9.351069183018868,0.646341463,0
andre drummond,2016,32.90699588888889,0.987804878,0
andre iguodala,2016,26.64064103076923,0.792682927,0
andre miller,2016,11.825384615384616,0.475609756,0
andre roberson,2016,22.189880957142858,0.853658537,0
andrea bargnani,2016,13.775217391304347,0.56097561,0
andrew bogut,2016,20.732285714285712,0.853658537,0
andrew goudelock,2016,6.21354166625,0.097560976,0
andrew nicholson,2016,14.692351191071428,0.682926829,0
andrew wiggins,2016,35.1183950617284,0.987804878,0
anthony bennett,2016,4.4340350878947365,0.231707317,0
anthony brown,2016,20.643678162068962,0.353658537,0
anthony davis,2016,35.479672131147545,0.743902439,1
anthony morrow,2016,13.623995098529413,0.829268293,0
anthony tolliver,2016,18.61958333333333,0.87804878,0
archie goodwin,2016,19.539970754385966,0.695121951,0
aron baynes,2016,15.221563790123456,0.987804878,0
arron afflalo,2016,33.393286380281694,0.865853659,0
austin rivers,2016,21.847388059701494,0.817073171,0
avery bradley,2016,33.370043855263155,0.926829268,1
axel toupane,2016,14.54404761904762,0.256097561,0
ben mclemore,2016,21.217401955882355,0.829268293,0
beno udrih,2016,16.08303030227273,0.536585366,0
bismack biyombo,2016,22.046869914634147,1.0,0
blake griffin,2016,33.436619057142856,0.426829268,1
boban marjanovic,2016,9.403796296296296,0.658536585,0
bobby portis,2016,17.77548387096774,0.756097561,0
bojan bogdanovic,2016,26.76744725316456,0.963414634,0
boris diaw,2016,18.23065789473684,0.926829268,0
bradley beal,2016,31.058999999999997,0.670731707,1
brandan wright,2016,17.676944441666667,0.146341463,0
branden dawson,2016,4.810833333333333,0.073170732,0
brandon bass,2016,20.339570712121212,0.804878049,0
brandon jennings,2016,18.073020833333334,0.585365854,0
brandon knight,2016,35.96897436538462,0.634146341,0
brandon rush,2016,14.649189819444445,0.87804878,0
brian roberts,2016,9.218562092156864,0.62195122,0
briante weber,2016,24.09357142857143,0.085365854,0
brook lopez,2016,33.651347027397264,0.890243902,1
bruno caboclo,2016,7.113888888333334,0.073170732,0
bryce cotton,2016,4.84479166625,0.097560976,0
bryce dejeanjones,2016,19.896904764285715,0.170731707,0
cj watson,2016,19.86979797878788,0.402439024,0
cj wilcox,2016,7.252971013043479,0.280487805,0
cj mccollum,2016,34.7470208375,0.975609756,0
cj miles,2016,22.868854171875,0.780487805,0
cameron bairstow,2016,5.699999999999999,0.219512195,0
cameron payne,2016,12.23883040877193,0.695121951,0
carl landry,2016,15.816388888888888,0.43902439,0
carmelo anthony,2016,35.13611111111111,0.87804878,0
caron butler,2016,10.333431370588235,0.207317073,0
chandler parsons,2016,29.498196721311476,0.743902439,0
channing frye,2016,17.134380957142856,0.853658537,0
charlie villanueva,2016,10.72639785,0.756097561,0
chase budinger,2016,14.086616162121212,0.804878049,0
chris andersen,2016,14.908580248148148,0.329268293,0
chris bosh,2016,33.5456289245283,0.646341463,0
chris copeland,2016,6.497083333333333,0.292682927,0
chris johnson,2016,12.240785714285714,0.853658537,0
chris kaman,2016,6.98541666875,0.195121951,0
chris mccullough,2016,15.099375,0.292682927,0
chris paul,2016,32.705923418918914,0.902439024,1
christian wood,2016,8.517549017647058,0.207317073,0
chuck hayes,2016,11.916666665,0.024390244,0
cleanthony early,2016,9.048431370588235,0.207317073,0
cliff alexander,2016,4.49479166625,0.097560976,0
clint capela,2016,19.10012987012987,0.93902439,0
cody zeller,2016,24.29769406849315,0.890243902,0
cole aldrich,2016,13.327277778333332,0.731707317,0
corey brewer,2016,20.352235768292683,1.0,0
cory jefferson,2016,6.25791666625,0.097560976,0
cory joseph,2016,25.5800208375,0.975609756,0
coty clarke,2016,1.933888889,0.036585366,0
courtney lee,2016,29.55029535443038,0.963414634,0
cristiano felicio,2016,10.345268816129032,0.37804878,0
dangelo russell,2016,28.2385,0.975609756,0
dj augustin,2016,18.99392472580645,0.756097561,0
dahntay jones,2016,42.35,0.012195122,0
damian lillard,2016,35.67682222666667,0.914634146,0
damien inglis,2016,7.817583335,0.243902439,0
damjan rudez,2016,8.40257575757576,0.402439024,0
danilo gallinari,2016,34.692578622641506,0.646341463,1
danny green,2016,26.09525316455696,0.963414634,0
dante cunningham,2016,24.6368541625,0.975609756,0
darrell arthur,2016,21.657023814285715,0.853658537,0
darren collison,2016,29.984414418918917,0.902439024,0
darrun hilliard,2016,10.079385965789474,0.463414634,0
david lee,2016,16.41690909090909,0.670731707,0
david west,2016,18.002927346153847,0.951219512,0
deandre jordan,2016,33.73612554545454,0.93902439,0
dejuan blair,2016,7.519655172413793,0.353658537,0
demar derozan,2016,35.946089743589745,0.951219512,0
demarcus cousins,2016,34.551307692307695,0.792682927,0
demarre carroll,2016,30.247756411538465,0.317073171,0
delon wright,2016,8.491666666666667,0.329268293,0
dennis schroder,2016,20.2619791625,0.975609756,0
deron williams,2016,32.400333338461536,0.792682927,0
derrick favors,2016,31.987123661290322,0.756097561,1
derrick rose,2016,31.77914140909091,0.804878049,0
derrick williams,2016,17.9358125,0.975609756,0
devin booker,2016,27.732434210526314,0.926829268,0
devin harris,2016,20.00703125,0.780487805,0
devyn marble,2016,8.883809525,0.341463415,0
dewayne dedmon,2016,12.15301724137931,0.707317073,0
dion waiters,2016,27.584914525641025,0.951219512,0
dirk nowitzki,2016,31.51342222666667,0.914634146,0
donald sloan,2016,21.603333327868853,0.743902439,0
donatas motiejunas,2016,14.775495494594594,0.451219512,0
doug mcdermott,2016,22.969876543209875,0.987804878,0
draymond green,2016,34.66664608641975,0.987804878,0
drew gooden,2016,10.17261111,0.365853659,0
duje dukan,2016,24.23333333,0.012195122,0
dwight howard,2016,32.107934267605636,0.865853659,0
dwight powell,2016,14.371425120289855,0.841463415,0
dwyane wade,2016,30.513445945945943,0.902439024,0
etwaun moore,2016,21.408474576271185,0.719512195,1
ed davis,2016,20.79242798765432,0.987804878,0
edy tavares,2016,6.604545454545455,0.134146341,0
elfrid payton,2016,29.382465753424658,0.890243902,0
elijah millsap,2016,8.63875,0.243902439,0
elliot williams,2016,9.027666666,0.06097561,0
elton brand,2016,13.21735294117647,0.207317073,0
emmanuel mudiay,2016,30.41009804411765,0.829268293,0
enes freedom,2016,20.9838821097561,1.0,0
eric bledsoe,2016,34.153924741935484,0.37804878,1
eric gordon,2016,32.918925933333334,0.548780488,1
eric moreland,2016,5.94791666625,0.097560976,0
erick green,2016,4.681481481111111,0.109756098,0
ersan ilyasova,2016,25.410630635135135,0.902439024,0
evan fournier,2016,32.48213079746836,0.963414634,1
evan turner,2016,28.033312753086417,0.987804878,0
festus ezeli,2016,16.74322463695652,0.56097561,0
frank kaminsky,2016,21.08115225925926,0.987804878,0
garrett temple,2016,24.3899375,0.975609756,0
gary harris,2016,32.08732456578948,0.926829268,0
gary neal,2016,20.1857083325,0.487804878,0
george hill,2016,34.11369368918919,0.902439024,0
gerald green,2016,22.56838163768116,0.841463415,0
gerald henderson,2016,19.875925930555557,0.87804878,0
giannis antetokounmpo,2016,35.2926666625,0.975609756,0
glenn robinson,2016,11.293296295555555,0.548780488,0
goran dragic,2016,32.814166666666665,0.87804878,0
gordon hayward,2016,36.161958337499996,0.975609756,0
gorgui dieng,2016,27.07400406097561,1.0,0
greg monroe,2016,29.293481012658226,0.963414634,0
greg smith,2016,10.663333333333334,0.219512195,0
greivis vasquez,2016,19.99615942173913,0.280487805,0
harrison barnes,2016,30.932979803030303,0.804878049,0
hassan whiteside,2016,29.11447489041096,0.890243902,1
henry sims,2016,18.77654762142857,0.170731707,0
hollis thompson,2016,27.972077922077922,0.93902439,0
ian clark,2016,8.76030303030303,0.804878049,0
ian mahinmi,2016,25.574131450704225,0.865853659,0
iman shumpert,2016,24.37648148148148,0.658536585,0
isaiah canaan,2016,25.53049783116883,0.93902439,0
isaiah thomas,2016,32.24882113414635,1.0,0
ish smith,2016,29.075454545454544,0.93902439,0
jj barea,2016,22.525788283783786,0.902439024,0
jj hickson,2016,12.472761905714286,0.426829268,0
jj obrien,2016,3.1333333335,0.024390244,0
jj redick,2016,27.95775556,0.914634146,0
jr smith,2016,30.675173155844153,0.93902439,0
jakarr sampson,2016,15.886735164383563,0.890243902,0
jamychal green,2016,18.54,0.951219512,0
javale mcgee,2016,10.87598039117647,0.414634146,0
jabari parker,2016,31.683837723684206,0.926829268,0
jae crowder,2016,31.619041095890413,0.890243902,0
jahlil okafor,2016,30.01066037735849,0.646341463,1
jamal crawford,2016,26.913291139240506,0.963414634,0
jameer nelson,2016,26.55525641025641,0.475609756,0
james anderson,2016,14.13692810392157,0.62195122,0
james ennis,2016,14.9325,0.268292683,0
james harden,2016,38.105304878048784,1.0,0
james johnson,2016,16.240906433333333,0.695121951,0
james jones,2016,9.654583333333333,0.585365854,0
james michael mcadoo,2016,6.378658536585365,0.5,0
james young,2016,6.858678162068966,0.353658537,0
jared cunningham,2016,9.326931818181817,0.536585366,0
jared dudley,2016,25.897181074074076,0.987804878,0
jared sullinger,2016,23.63728395061728,0.987804878,0
jarell eddie,2016,5.644871796153846,0.317073171,0
jarell martin,2016,14.057037037037038,0.329268293,0
jarnell stokes,2016,2.654761904285714,0.085365854,0
jarrett jack,2016,32.08291665625,0.390243902,0
jason smith,2016,15.537653513157894,0.926829268,0
jason terry,2016,17.468078708333334,0.87804878,0
jason thompson,2016,10.029751772340425,0.573170732,0
jeff ayres,2016,6.271666664705883,0.207317073,0
jeff green,2016,28.1655625,0.975609756,0
jeff teague,2016,28.540527430379743,0.963414634,0
jeff withey,2016,12.899705882352942,0.62195122,0
jerami grant,2016,26.83549783116883,0.93902439,0
jeremy evans,2016,8.380277776666667,0.365853659,0
jeremy lamb,2016,18.59477272727273,0.804878049,0
jeremy lin,2016,26.25070512820513,0.951219512,0
jerian grant,2016,16.64175438157895,0.926829268,0
jerryd bayless,2016,28.938814096153845,0.634146341,0
jimmer fredette,2016,2.9263888883333333,0.073170732,0
jimmy butler,2016,36.91977611940298,0.817073171,0
joakim noah,2016,21.91114942413793,0.353658537,0
jodie meeks,2016,14.495555556666666,0.036585366,0
joe harris,2016,3.020666666,0.06097561,0
joe ingles,2016,15.322181074074074,0.987804878,0
joe johnson,2016,33.37407407407407,0.987804878,0
joe young,2016,9.35398373902439,0.5,0
joel anthony,2016,5.037017543684211,0.231707317,0
joffrey lauvergne,2016,17.648192084745762,0.719512195,0
john henson,2016,16.83286549649123,0.695121951,0
john jenkins,2016,11.169844960465117,0.524390244,0
john wall,2016,36.15603896103896,0.93902439,0
johnny obryant,2016,12.986136363636364,0.804878049,0
jon leuer,2016,18.736094522388058,0.817073171,0
jonas jerebko,2016,15.083290602564102,0.951219512,0
jonas valanciunas,2016,25.94869445,0.731707317,0
jonathon simmons,2016,14.778727272727274,0.670731707,0
jordan adams,2016,7.333333335,0.024390244,0
jordan clarkson,2016,32.30930379746835,0.963414634,0
jordan farmar,2016,24.274444441666663,0.146341463,0
jordan hamilton,2016,27.606818181818184,0.134146341,0
jordan hill,2016,20.721461191780822,0.890243902,0
jordan mcrae,2016,8.906893940909091,0.268292683,0
jordan mickey,2016,3.573645833125,0.195121951,0
jorge gutierrez,2016,5.2749999999999995,0.146341463,0
jose calderon,2016,28.10886573611111,0.87804878,0
josh huestis,2016,10.996666666,0.06097561,0
josh mcroberts,2016,14.159365078571428,0.512195122,0
josh richardson,2016,21.2875,0.634146341,0
josh smith,2016,15.999515150909092,0.670731707,0
jrue holiday,2016,28.167410261538464,0.792682927,1
julius randle,2016,28.224650209876547,0.987804878,0
justin anderson,2016,11.76139394,0.670731707,0
justin harper,2016,7.016666666000001,0.06097561,0
justin holiday,2016,14.577106918867925,0.646341463,0
justise winslow,2016,28.61711538461539,0.951219512,0
jusuf nurkic,2016,17.09609375,0.390243902,0
kj mcdaniels,2016,6.360090089189189,0.451219512,0
karlanthony towns,2016,32.03030487804878,1.0,0
kawhi leonard,2016,33.04949073611111,0.87804878,0
keith appling,2016,5.37,0.06097561,0
kelly olynyk,2016,20.21516908695652,0.841463415,0
kelly oubre jr,2016,10.656851852380951,0.768292683,0
kemba walker,2016,35.61913580246914,0.987804878,1
kendall marshall,2016,13.321555556666668,0.365853659,0
kendrick perkins,2016,14.649774775675674,0.451219512,0
kenneth faried,2016,25.2903233880597,0.817073171,0
kent bazemore,2016,27.770622226666667,0.914634146,0
kentavious caldwellpope,2016,36.69383772368421,0.926829268,0
kevin durant,2016,35.80027777777778,0.87804878,0
kevin garnett,2016,14.623026315789472,0.463414634,0
kevin love,2016,31.48564935064935,0.93902439,0
kevin martin,2016,19.908727272727273,0.670731707,0
kevin seraphin,2016,10.96850694375,0.585365854,0
kevon looney,2016,4.119666666,0.06097561,1
khris middleton,2016,36.10126582278481,0.963414634,0
kirk hinrich,2016,13.717355071739131,0.56097561,0
klay thompson,2016,33.3301875,0.975609756,0
kobe bryant,2016,28.232171712121215,0.804878049,0
kosta koufos,2016,19.005128205128205,0.951219512,0
kostas papanikolaou,2016,11.30826923076923,0.317073171,0
kris humphries,2016,15.749308175471699,0.646341463,0
