Player,year,YRS,is_retained,age,has_playoff_exp,Cap_Pct,2P%_reg,2PA_reg,2P_reg,3P%_reg,3PA_reg,3PAr_reg,3P_reg,AST%_reg,AST_reg,BLK%_reg,BLK_reg,BPM_reg,DBPM_reg,DRB%_reg,DRB_reg,DWS_reg,FG%_reg,FGA_reg,FG_reg,FT%_reg,FTA_reg,FT_reg,FTr_reg,GS_reg,G_reg,MP_reg,OBPM_reg,ORB%_reg,ORB_reg,OWS_reg,PER_reg,PF_reg,PTS_reg,STL%_reg,STL_reg,TOV%_reg,TOV_reg,TRB%_reg,TRB_reg,TS%_reg,USG%_reg,VORP_reg,WS/48_reg,WS_reg,eFG%_reg,2P%_playoff,2PA_playoff,2P_playoff,3P%_playoff,3PA_playoff,3PAr_playoff,3P_playoff,AST%_playoff,AST_playoff,BLK%_playoff,BLK_playoff,BPM_playoff,DBPM_playoff,DRB%_playoff,DRB_playoff,DWS_playoff,FG%_playoff,FGA_playoff,FG_playoff,FT%_playoff,FTA_playoff,FT_playoff,FTr_playoff,GS_playoff,G_playoff,MP_playoff,OBPM_playoff,ORB%_playoff,ORB_playoff,OWS_playoff,PER_playoff,PF_playoff,PTS_playoff,STL%_playoff,STL_playoff,TOV%_playoff,TOV_playoff,TRB%_playoff,TRB_playoff,TS%_playoff,USG%_playoff,VORP_playoff,WS/48_playoff,WS_playoff,eFG%_playoff
marcus morris,2020,4,1,30.0,0,0.1364,0.47630000000000006,6.98,3.29,0.3901,5.22,0.4299,2.04,7.289999999999999,1.41,1.17,0.38,-0.34,-0.58,16.53,4.5,1.94,0.43889999999999996,12.2,5.33,0.8257,3.02,2.4799999999999995,0.2479,51.099999999999994,64.3,29.31,0.21999999999999997,3.43,0.96,1.9000000000000001,14.31,2.55,15.24,1.1400000000000001,0.7,9.32,1.4,9.96,5.41,0.5635999999999999,21.82,0.77,0.0968,3.79,0.5227,0.47630000000000006,6.98,3.29,0.3901,5.22,0.4299,2.04,7.289999999999999,1.41,1.17,0.38,-0.34,-0.58,16.53,4.5,1.94,0.43889999999999996,12.2,5.33,0.8257,3.02,2.4799999999999995,0.2479,51.099999999999994,64.3,29.31,0.21999999999999997,3.43,0.96,1.9000000000000001,14.31,2.55,15.24,1.1400000000000001,0.7,9.32,1.4,9.96,5.41,0.5635999999999999,21.82,0.77,0.0968,3.79,0.5227
danilo gallinari,2020,3,0,31.0,0,0.1787,0.4742,6.68,3.1500000000000004,0.3972,6.26,0.48160000000000003,2.51,10.89,2.13,0.61,0.24,2.84,-0.78,16.810000000000002,4.77,1.57,0.4375,12.94,5.68,0.9039,5.02,4.550000000000001,0.3882,55.599999999999994,55.599999999999994,30.29,3.5999999999999996,2.2199999999999998,0.5700000000000001,4.33,18.810000000000002,1.4499999999999997,18.35,1.06,0.6799999999999999,7.87,1.29,9.719999999999999,5.390000000000001,0.6049,23.560000000000002,2.25,0.15789999999999998,5.85,0.5335000000000001,0.4742,6.68,3.1500000000000004,0.3972,6.26,0.48160000000000003,2.51,10.89,2.13,0.61,0.24,2.84,-0.78,16.810000000000002,4.77,1.57,0.4375,12.94,5.68,0.9039,5.02,4.550000000000001,0.3882,55.599999999999994,55.599999999999994,30.29,3.5999999999999996,2.2199999999999998,0.5700000000000001,4.33,18.810000000000002,1.4499999999999997,18.35,1.06,0.6799999999999999,7.87,1.29,9.719999999999999,5.390000000000001,0.6049,23.560000000000002,2.25,0.15789999999999998,5.85,0.5335000000000001
jerami grant,2020,3,0,25.0,0,0.1745,0.5576000000000001,5.54,3.08,0.3703,3.14,0.35350000000000004,1.2,5.58,1.04,3.2,0.9900000000000001,-0.13,-0.06,12.79,3.13,2.17,0.4951,8.66,4.279999999999999,0.723,2.84,2.05,0.34040000000000004,35.3,75.7,27.17,-0.06999999999999999,3.9299999999999997,0.9800000000000001,3.3,14.58,2.29,11.76,1.1600000000000001,0.6699999999999999,7.800000000000001,0.8300000000000001,8.25,4.09,0.5945,16.82,0.9999999999999999,0.1269,5.470000000000001,0.5616,0.5576000000000001,5.54,3.08,0.3703,3.14,0.35350000000000004,1.2,5.58,1.04,3.2,0.9900000000000001,-0.13,-0.06,12.79,3.13,2.17,0.4951,8.66,4.279999999999999,0.723,2.84,2.05,0.34040000000000004,35.3,75.7,27.17,-0.06999999999999999,3.9299999999999997,0.9800000000000001,3.3,14.58,2.29,11.76,1.1600000000000001,0.6699999999999999,7.800000000000001,0.8300000000000001,8.25,4.09,0.5945,16.82,0.9999999999999999,0.1269,5.470000000000001,0.5616
malik beasley,2020,4,1,23.0,0,0.123,0.4943000000000001,3.88,1.9300000000000002,0.38280000000000003,4.26,0.5157,1.65,8.43,1.16,0.6499999999999999,0.1,-1.78,-1.19,11.0,1.98,0.9400000000000001,0.4367,8.16,3.5799999999999996,0.7968,0.94,0.79,0.126,12.399999999999999,64.2,19.84,-0.59,1.9400000000000002,0.31,1.09,12.41,1.24,9.629999999999999,1.48,0.6,8.83,0.79,6.470000000000001,2.3200000000000003,0.5545,19.75,0.24,0.0646,2.01,0.5355000000000001,0.4943000000000001,3.88,1.9300000000000002,0.38280000000000003,4.26,0.5157,1.65,8.43,1.16,0.6499999999999999,0.1,-1.78,-1.19,11.0,1.98,0.9400000000000001,0.4367,8.16,3.5799999999999996,0.7968,0.94,0.79,0.126,12.399999999999999,64.2,19.84,-0.59,1.9400000000000002,0.31,1.09,12.41,1.24,9.629999999999999,1.48,0.6,8.83,0.79,6.470000000000001,2.3200000000000003,0.5545,19.75,0.24,0.0646,2.01,0.5355000000000001
jordan clarkson,2020,4,1,27.0,0,0.1054,0.5237,7.510000000000001,3.92,0.3516,5.33,0.41769999999999996,1.87,15.139999999999999,2.21,0.61,0.18,0.42000000000000004,-1.71,9.14,2.04,0.71,0.4516,12.84,5.76,0.8311999999999999,2.33,1.93,0.1837,1.4,76.0,24.85,2.13,3.48,0.7899999999999999,2.15,16.97,1.43,15.42,1.34,0.6499999999999999,9.760000000000002,1.53,6.33,2.83,0.5570999999999999,26.73,1.09,0.0751,2.84,0.5255000000000001,0.5237,7.510000000000001,3.92,0.3516,5.33,0.41769999999999996,1.87,15.139999999999999,2.21,0.61,0.18,0.42000000000000004,-1.71,9.14,2.04,0.71,0.4516,12.84,5.76,0.8311999999999999,2.33,1.93,0.1837,1.4,76.0,24.85,2.13,3.48,0.7899999999999999,2.15,16.97,1.43,15.42,1.34,0.6499999999999999,9.760000000000002,1.53,6.33,2.83,0.5570999999999999,26.73,1.09,0.0751,2.84,0.5255000000000001
kentavious caldwellpope,2020,3,1,26.0,0,0.1106,0.5277000000000001,4.16,2.16,0.3732,4.46,0.512,1.61,8.379999999999999,1.6300000000000001,0.6,0.2,-0.49,0.29000000000000004,8.84,2.3200000000000003,2.0300000000000002,0.4477,8.57,3.8200000000000003,0.8054000000000001,1.8399999999999999,1.48,0.2118,34.7,73.9,26.83,-0.77,2.4699999999999998,0.64,2.16,12.01,1.8599999999999999,10.75,1.6800000000000002,0.9500000000000001,9.219999999999999,0.95,5.68,2.96,0.5746,16.16,0.77,0.1001,4.109999999999999,0.5432,0.5277000000000001,4.16,2.16,0.3732,4.46,0.512,1.61,8.379999999999999,1.6300000000000001,0.6,0.2,-0.49,0.29000000000000004,8.84,2.3200000000000003,2.0300000000000002,0.4477,8.57,3.8200000000000003,0.8054000000000001,1.8399999999999999,1.48,0.2118,34.7,73.9,26.83,-0.77,2.4699999999999998,0.64,2.16,12.01,1.8599999999999999,10.75,1.6800000000000002,0.9500000000000001,9.219999999999999,0.95,5.68,2.96,0.5746,16.16,0.77,0.1001,4.109999999999999,0.5432
jae crowder,2020,3,0,29.0,0,0.0848,0.5246999999999999,3.1399999999999997,1.6400000000000001,0.33540000000000003,5.859999999999999,0.6481,1.99,9.8,2.0,1.1099999999999999,0.38,-0.46,0.26,16.32,4.319999999999999,2.35,0.401,9.03,3.63,0.7679,2.08,1.59,0.2293,39.2,72.5,27.75,-0.72,3.0700000000000003,0.78,1.3900000000000001,11.96,2.19,10.76,1.62,0.9500000000000001,9.46,1.06,9.86,5.07,0.5429,16.94,0.75,0.0901,3.74,0.5101,0.5246999999999999,3.1399999999999997,1.6400000000000001,0.33540000000000003,5.859999999999999,0.6481,1.99,9.8,2.0,1.1099999999999999,0.38,-0.46,0.26,16.32,4.319999999999999,2.35,0.401,9.03,3.63,0.7679,2.08,1.59,0.2293,39.2,72.5,27.75,-0.72,3.0700000000000003,0.78,1.3900000000000001,11.96,2.19,10.76,1.62,0.9500000000000001,9.46,1.06,9.86,5.07,0.5429,16.94,0.75,0.0901,3.74,0.5101
derrick favors,2020,3,0,28.0,0,0.0848,0.6247,7.04,4.41,0.18130000000000002,0.51,0.0663,0.1,8.559999999999999,1.42,3.63,1.09,1.79,0.74,24.54,5.6,2.55,0.5969,7.55,4.51,0.6142,2.16,1.3599999999999999,0.2761,60.9,63.7,24.759999999999998,1.07,12.940000000000001,2.93,3.5200000000000005,19.55,2.1,10.5,1.26,0.6499999999999999,11.58,1.1,18.779999999999998,8.56,0.6158,16.52,1.55,0.18130000000000002,6.07,0.6035999999999999,0.6247,7.04,4.41,0.18130000000000002,0.51,0.0663,0.1,8.559999999999999,1.42,3.63,1.09,1.79,0.74,24.54,5.6,2.55,0.5969,7.55,4.51,0.6142,2.16,1.3599999999999999,0.2761,60.9,63.7,24.759999999999998,1.07,12.940000000000001,2.93,3.5200000000000005,19.55,2.1,10.5,1.26,0.6499999999999999,11.58,1.1,18.779999999999998,8.56,0.6158,16.52,1.55,0.18130000000000002,6.07,0.6035999999999999
jakob poeltl,2020,3,1,24.0,0,0.0742,0.6375,4.08,2.59,0.1,0.0,0.001,0.0,10.879999999999999,1.4,5.9399999999999995,1.21,1.93,1.4300000000000002,20.439999999999998,3.31,1.76,0.6373,4.08,2.59,0.5112,1.25,0.6199999999999999,0.30920000000000003,16.2,72.5,17.520000000000003,0.5,13.15,2.09,2.87,18.87,1.95,5.83,1.34,0.52,14.68,0.78,16.810000000000002,5.4,0.6304000000000001,13.49,1.2200000000000002,0.1744,4.6499999999999995,0.6375,0.6375,4.08,2.59,0.1,0.0,0.001,0.0,10.879999999999999,1.4,5.9399999999999995,1.21,1.93,1.4300000000000002,20.439999999999998,3.31,1.76,0.6373,4.08,2.59,0.5112,1.25,0.6199999999999999,0.30920000000000003,16.2,72.5,17.520000000000003,0.5,13.15,2.09,2.87,18.87,1.95,5.83,1.34,0.52,14.68,0.78,16.810000000000002,5.4,0.6304000000000001,13.49,1.2200000000000002,0.1744,4.6499999999999995,0.6375
mason plumlee,2020,3,0,29.0,0,0.0733,0.6134999999999999,4.89,3.01,0.06,0.08,0.016,0.0,19.18,2.53,3.76,0.79,1.73,1.9100000000000001,22.53,3.84,1.93,0.6055999999999999,4.970000000000001,3.01,0.5274000000000001,2.45,1.3399999999999999,0.5006,10.8,69.9,18.86,-0.19999999999999998,10.370000000000001,1.76,2.23,18.119999999999997,2.58,7.359999999999999,1.66,0.63,18.85,1.38,16.439999999999998,5.6,0.6043,17.18,1.27,0.14850000000000002,4.16,0.6062,0.6134999999999999,4.89,3.01,0.06,0.08,0.016,0.0,19.18,2.53,3.76,0.79,1.73,1.9100000000000001,22.53,3.84,1.93,0.6055999999999999,4.970000000000001,3.01,0.5274000000000001,2.45,1.3399999999999999,0.5006,10.8,69.9,18.86,-0.19999999999999998,10.370000000000001,1.76,2.23,18.119999999999997,2.58,7.359999999999999,1.66,0.63,18.85,1.38,16.439999999999998,5.6,0.6043,17.18,1.27,0.14850000000000002,4.16,0.6062
dj augustin,2020,3,0,32.0,0,0.0611,0.46929999999999994,4.369999999999999,2.0300000000000002,0.3841,3.61,0.4565,1.38,26.35,4.6499999999999995,0.08,0.0,-0.6900000000000001,-1.1,7.879999999999999,1.8399999999999999,1.18,0.4309,8.01,3.43,0.8784000000000001,2.88,2.5,0.35919999999999996,38.0,67.8,25.55,0.38,1.75,0.43000000000000005,3.16,14.79,1.33,10.8,1.23,0.6199999999999999,14.44,1.55,4.74,2.2199999999999998,0.5848,18.43,0.68,0.1148,4.34,0.5186999999999999,0.46929999999999994,4.369999999999999,2.0300000000000002,0.3841,3.61,0.4565,1.38,26.35,4.6499999999999995,0.08,0.0,-0.6900000000000001,-1.1,7.879999999999999,1.8399999999999999,1.18,0.4309,8.01,3.43,0.8784000000000001,2.88,2.5,0.35919999999999996,38.0,67.8,25.55,0.38,1.75,0.43000000000000005,3.16,14.79,1.33,10.8,1.23,0.6199999999999999,14.44,1.55,4.74,2.2199999999999998,0.5848,18.43,0.68,0.1148,4.34,0.5186999999999999
rodney hood,2020,2,1,27.0,0,0.0921,0.4943,5.6,2.7800000000000002,0.4295,3.8099999999999996,0.40069999999999995,1.63,8.44,1.61,0.5700000000000001,0.2,-1.07,-0.67,9.55,2.52,0.55,0.4693,9.39,4.359999999999999,0.8262,1.75,1.45,0.1822,29.8,44.099999999999994,28.02,-0.39999999999999997,1.5899999999999999,0.42000000000000004,1.32,12.65,2.06,11.8,1.38,0.8,8.370000000000001,0.9299999999999999,5.59,2.92,0.5852,17.240000000000002,0.26,0.0777,1.87,0.556,0.4943,5.6,2.7800000000000002,0.4295,3.8099999999999996,0.40069999999999995,1.63,8.44,1.61,0.5700000000000001,0.2,-1.07,-0.67,9.55,2.52,0.55,0.4693,9.39,4.359999999999999,0.8262,1.75,1.45,0.1822,29.8,44.099999999999994,28.02,-0.39999999999999997,1.5899999999999999,0.42000000000000004,1.32,12.65,2.06,11.8,1.38,0.8,8.370000000000001,0.9299999999999999,5.59,2.92,0.5852,17.240000000000002,0.26,0.0777,1.87,0.556
tristan thompson,2020,2,0,28.0,0,0.0848,0.5301,8.27,4.36,0.1955,0.2,0.0205,0.1,9.469999999999999,1.77,1.87,0.63,-1.48,-1.6,23.82,5.82,0.8400000000000001,0.5271,8.47,4.46,0.6089,2.45,1.49,0.29390000000000005,41.9,52.0,27.509999999999998,0.11999999999999997,14.55,3.6799999999999997,1.99,16.64,2.1100000000000003,10.43,0.95,0.5700000000000001,12.99,1.46,19.07,9.43,0.5491,16.98,0.18,0.0966,2.83,0.5311,0.5301,8.27,4.36,0.1955,0.2,0.0205,0.1,9.469999999999999,1.77,1.87,0.63,-1.48,-1.6,23.82,5.82,0.8400000000000001,0.5271,8.47,4.46,0.6089,2.45,1.49,0.29390000000000005,41.9,52.0,27.509999999999998,0.11999999999999997,14.55,3.6799999999999997,1.99,16.64,2.1100000000000003,10.43,0.95,0.5700000000000001,12.99,1.46,19.07,9.43,0.5491,16.98,0.18,0.0966,2.83,0.5311
serge ibaka,2020,2,0,30.0,1,0.0848,0.5670999999999999,8.61,4.9,0.3515,3.12,0.26970000000000005,1.1400000000000001,7.49,1.25,3.55,1.08,0.09,0.03,22.91,5.91,2.94,0.5113000000000001,11.73,5.99,0.7473,2.19,1.58,0.18330000000000002,44.0,64.9,27.16,0.09,7.59,1.8800000000000001,1.8599999999999999,17.2,2.83,14.719999999999999,0.8,0.45,11.7,1.69,15.440000000000001,7.789999999999999,0.5809,22.75,0.9600000000000001,0.1302,4.8,0.5595,0.5556,5.86,3.2700000000000005,0.4016,3.01,0.3302,1.35,8.16,1.09,5.13,1.21,3.29,1.58,26.54,5.369999999999999,0.55,0.5129999999999999,8.84,4.59,0.8922,1.6300000000000001,1.4,0.1901,1.8,14.7,22.840000000000003,1.78,7.0600000000000005,1.46,0.46,19.31,2.66,11.96,0.5700000000000001,0.27,11.16,1.1700000000000002,16.67,6.83,0.6172,21.12,0.36,0.1617,1.03,0.5843
derrick jones,2020,2,0,22.0,0,0.0848,0.6113999999999999,3.38,2.09,0.26580000000000004,1.73,0.3413,0.49,5.779999999999999,0.8300000000000001,3.22,0.6499999999999999,-0.3400000000000001,0.89,12.100000000000001,2.3,1.4500000000000002,0.4909,5.11,2.58,0.7015,1.8900000000000001,1.32,0.3797,13.8,51.5,19.87,-1.1799999999999997,7.36,1.25,1.6800000000000002,13.670000000000002,1.9700000000000002,6.970000000000001,1.78,0.78,8.49,0.54,9.82,3.5300000000000002,0.5737000000000001,14.21,0.62,0.1278,3.1500000000000004,0.5361,0.6113999999999999,3.38,2.09,0.26580000000000004,1.73,0.3413,0.49,5.779999999999999,0.8300000000000001,3.22,0.6499999999999999,-0.3400000000000001,0.89,12.100000000000001,2.3,1.4500000000000002,0.4909,5.11,2.58,0.7015,1.8900000000000001,1.32,0.3797,13.8,51.5,19.87,-1.1799999999999997,7.36,1.25,1.6800000000000002,13.670000000000002,1.9700000000000002,6.970000000000001,1.78,0.78,8.49,0.54,9.82,3.5300000000000002,0.5737000000000001,14.21,0.62,0.1278,3.1500000000000004,0.5361
montrezl harrell,2020,2,0,26.0,0,0.0848,0.6115999999999999,10.899999999999999,6.6499999999999995,0.0814,0.22999999999999998,0.019299999999999998,0.0,10.92,1.65,3.6799999999999997,1.08,3.0999999999999996,0.5,16.560000000000002,4.08,2.29,0.6014999999999999,11.13,6.68,0.6471,4.88,3.17,0.4368,3.1,71.3,25.189999999999998,2.6500000000000004,9.52,2.24,4.890000000000001,23.560000000000002,2.46,16.48,1.31,0.6699999999999999,10.25,1.51,13.129999999999999,6.3,0.6237,24.66,2.31,0.19440000000000002,7.21,0.6023000000000001,0.6115999999999999,10.899999999999999,6.6499999999999995,0.0814,0.22999999999999998,0.019299999999999998,0.0,10.92,1.65,3.6799999999999997,1.08,3.0999999999999996,0.5,16.560000000000002,4.08,2.29,0.6014999999999999,11.13,6.68,0.6471,4.88,3.17,0.4368,3.1,71.3,25.189999999999998,2.6500000000000004,9.52,2.24,4.890000000000001,23.560000000000002,2.46,16.48,1.31,0.6699999999999999,10.25,1.51,13.129999999999999,6.3,0.6237,24.66,2.31,0.19440000000000002,7.21,0.6023000000000001
justin holiday,2020,3,1,30.0,0,0.0524,0.4485,3.1099999999999994,1.37,0.37870000000000004,5.2,0.6347,1.94,7.799999999999999,1.61,1.7000000000000002,0.5,-0.27,0.99,12.23,3.14,2.37,0.404,8.38,3.31,0.8289,1.3,1.0899999999999999,0.15180000000000002,40.5,75.5,28.34,-1.26,1.7999999999999998,0.46,0.7000000000000001,11.21,1.93,9.74,2.1799999999999997,1.27,9.27,0.95,6.97,3.62,0.5510999999999999,15.05,0.78,0.0746,3.0700000000000003,0.5247999999999999,0.4485,3.1099999999999994,1.37,0.37870000000000004,5.2,0.6347,1.94,7.799999999999999,1.61,1.7000000000000002,0.5,-0.27,0.99,12.23,3.14,2.37,0.404,8.38,3.31,0.8289,1.3,1.0899999999999999,0.15180000000000002,40.5,75.5,28.34,-1.26,1.7999999999999998,0.46,0.7000000000000001,11.21,1.93,9.74,2.1799999999999997,1.27,9.27,0.95,6.97,3.62,0.5510999999999999,15.05,0.78,0.0746,3.0700000000000003,0.5247999999999999
pat connaughton,2020,3,1,27.0,0,0.0452,0.5988,2.19,1.2999999999999998,0.3349,2.76,0.5544,0.91,10.969999999999999,1.62,1.85,0.43,0.29999999999999993,0.97,14.72,2.91,1.98,0.4519,4.92,2.21,0.7732000000000001,0.61,0.5,0.1233,3.6,68.2,19.130000000000003,-0.7,4.65,0.8300000000000001,1.3900000000000001,11.690000000000001,1.19,5.85,0.97,0.41000000000000003,11.36,0.65,9.950000000000001,3.7600000000000002,0.5621999999999999,12.82,0.72,0.1257,3.37,0.5451,0.5988,2.19,1.2999999999999998,0.3349,2.76,0.5544,0.91,10.969999999999999,1.62,1.85,0.43,0.29999999999999993,0.97,14.72,2.91,1.98,0.4519,4.92,2.21,0.7732000000000001,0.61,0.5,0.1233,3.6,68.2,19.130000000000003,-0.7,4.65,0.8300000000000001,1.3900000000000001,11.690000000000001,1.19,5.85,0.97,0.41000000000000003,11.36,0.65,9.950000000000001,3.7600000000000002,0.5621999999999999,12.82,0.72,0.1257,3.37,0.5451
rajon rondo,2020,2,0,33.0,0,0.0756,0.47009999999999996,5.050000000000001,2.37,0.33830000000000005,2.69,0.35,0.9400000000000001,35.540000000000006,6.54,0.32,0.1,-1.21,-0.07000000000000002,14.04,3.32,1.44,0.42410000000000003,7.74,3.3099999999999996,0.6298,0.8300000000000001,0.53,0.10600000000000001,22.8,50.8,24.43,-1.1099999999999999,2.4800000000000004,0.56,0.37,12.89,1.62,7.97,1.92,0.9800000000000001,21.57,2.25,8.39,3.8899999999999997,0.4933,17.95,0.3,0.0683,1.81,0.4828,0.47009999999999996,5.050000000000001,2.37,0.33830000000000005,2.69,0.35,0.9400000000000001,35.540000000000006,6.54,0.32,0.1,-1.21,-0.07000000000000002,14.04,3.32,1.44,0.42410000000000003,7.74,3.3099999999999996,0.6298,0.8300000000000001,0.53,0.10600000000000001,22.8,50.8,24.43,-1.1099999999999999,2.4800000000000004,0.56,0.37,12.89,1.62,7.97,1.92,0.9800000000000001,21.57,2.25,8.39,3.8899999999999997,0.4933,17.95,0.3,0.0683,1.81,0.4828
jamychal green,2020,2,0,29.0,0,0.066,0.5178,3.6,1.8299999999999998,0.38220000000000004,3.17,0.501,1.24,5.9,0.92,1.79,0.45,-1.22,-0.07000000000000006,24.22,5.02,1.83,0.4508,6.77,3.0700000000000003,0.7568,1.28,0.96,0.177,13.100000000000001,62.0,22.28,-1.15,7.800000000000001,1.62,1.08,12.759999999999998,2.86,8.28,1.18,0.58,13.07,1.1199999999999999,16.099999999999998,6.67,0.5701,16.229999999999997,0.26,0.1036,2.9400000000000004,0.5476000000000001,0.5178,3.6,1.8299999999999998,0.38220000000000004,3.17,0.501,1.24,5.9,0.92,1.79,0.45,-1.22,-0.07000000000000006,24.22,5.02,1.83,0.4508,6.77,3.0700000000000003,0.7568,1.28,0.96,0.177,13.100000000000001,62.0,22.28,-1.15,7.800000000000001,1.62,1.08,12.759999999999998,2.86,8.28,1.18,0.58,13.07,1.1199999999999999,16.099999999999998,6.67,0.5701,16.229999999999997,0.26,0.1036,2.9400000000000004,0.5476000000000001
aron baynes,2020,2,0,33.0,0,0.0641,0.5441,4.55,2.5,0.30729999999999996,2.42,0.31210000000000004,0.82,10.16,1.35,2.74,0.58,-1.5299999999999998,-0.17000000000000004,20.36,3.66,1.23,0.4755,6.97,3.35,0.7812,1.46,1.0899999999999999,0.2169,32.8,52.5,19.59,-1.3600000000000003,9.51,1.6800000000000002,1.1400000000000001,14.2,2.95,8.629999999999999,0.6,0.22,12.4,1.04,14.93,5.29,0.5609999999999999,18.47,0.07,0.11460000000000001,2.37,0.5292,0.5441,4.55,2.5,0.30729999999999996,2.42,0.31210000000000004,0.82,10.16,1.35,2.74,0.58,-1.5299999999999998,-0.17000000000000004,20.36,3.66,1.23,0.4755,6.97,3.35,0.7812,1.46,1.0899999999999999,0.2169,32.8,52.5,19.59,-1.3600000000000003,9.51,1.6800000000000002,1.1400000000000001,14.2,2.95,8.629999999999999,0.6,0.22,12.4,1.04,14.93,5.29,0.5609999999999999,18.47,0.07,0.11460000000000001,2.37,0.5292
kris dunn,2020,2,0,25.0,0,0.0437,0.4912,6.96,3.3099999999999996,0.2999,2.25,0.26070000000000004,0.6699999999999999,25.36,4.7,1.36,0.4,-1.37,1.83,14.32,3.47,1.74,0.4353,9.21,4.01,0.757,1.44,1.08,0.15400000000000003,37.8,49.7,27.369999999999997,-3.2199999999999998,1.72,0.47,-0.19999999999999998,12.67,3.29,9.72,3.28,1.85,16.17,1.92,7.8,3.8899999999999997,0.4978,18.27,0.2,0.05450000000000001,1.5099999999999998,0.4733,0.4912,6.96,3.3099999999999996,0.2999,2.25,0.26070000000000004,0.6699999999999999,25.36,4.7,1.36,0.4,-1.37,1.83,14.32,3.47,1.74,0.4353,9.21,4.01,0.757,1.44,1.08,0.15400000000000003,37.8,49.7,27.369999999999997,-3.2199999999999998,1.72,0.47,-0.19999999999999998,12.67,3.29,9.72,3.28,1.85,16.17,1.92,7.8,3.8899999999999997,0.4978,18.27,0.2,0.05450000000000001,1.5099999999999998,0.4733
paul millsap,2020,1,1,34.0,0,0.0916,0.5078,6.960000000000001,3.55,0.396,2.49,0.2652,0.99,10.76,1.96,2.49,0.78,0.6400000000000001,0.19999999999999998,18.380000000000003,4.34,1.79,0.479,9.43,4.49,0.7652999999999999,3.3200000000000003,2.51,0.34719999999999995,50.9,54.1,26.300000000000004,0.44000000000000006,8.34,1.95,2.29,17.22,2.75,12.5,1.9,1.01,11.940000000000001,1.5,13.34,6.290000000000001,0.5763,20.28,1.03,0.13590000000000002,4.08,0.5317000000000001,0.5078,6.960000000000001,3.55,0.396,2.49,0.2652,0.99,10.76,1.96,2.49,0.78,0.6400000000000001,0.19999999999999998,18.380000000000003,4.34,1.79,0.479,9.43,4.49,0.7652999999999999,3.3200000000000003,2.51,0.34719999999999995,50.9,54.1,26.300000000000004,0.44000000000000006,8.34,1.95,2.29,17.22,2.75,12.5,1.9,1.01,11.940000000000001,1.5,13.34,6.290000000000001,0.5763,20.28,1.03,0.13590000000000002,4.08,0.5317000000000001
austin rivers,2020,3,0,27.0,0,0.0017,0.4978,4.12,2.04,0.349,4.47,0.5305,1.56,11.95,2.31,0.6699999999999999,0.2,-2.78,-0.6799999999999999,8.39,2.02,1.04,0.4171,8.59,3.5999999999999996,0.6376999999999999,1.71,1.1,0.20040000000000002,18.3,69.0,26.45,-2.0999999999999996,1.59,0.37,1.0,10.030000000000001,2.26,9.85,1.37,0.77,9.370000000000001,0.9800000000000001,5.0,2.41,0.5271,16.27,-0.35,0.0556,2.04,0.5092,0.4978,4.12,2.04,0.349,4.47,0.5305,1.56,11.95,2.31,0.6699999999999999,0.2,-2.78,-0.6799999999999999,8.39,2.02,1.04,0.4171,8.59,3.5999999999999996,0.6376999999999999,1.71,1.1,0.20040000000000002,18.3,69.0,26.45,-2.0999999999999996,1.59,0.37,1.0,10.030000000000001,2.26,9.85,1.37,0.77,9.370000000000001,0.9800000000000001,5.0,2.41,0.5271,16.27,-0.35,0.0556,2.04,0.5092
josh jackson,2020,2,0,22.0,0,0.0437,0.4963,6.2,2.96,0.3093,3.05,0.35350000000000004,0.91,12.8,1.79,2.02,0.51,-2.17,-0.08999999999999986,15.059999999999999,2.99,0.8200000000000001,0.4273,9.2,3.94,0.6780999999999999,2.68,1.8,0.29269999999999996,15.7,50.1,21.29,-2.05,3.6500000000000004,0.73,-1.19,12.59,2.2399999999999998,10.57,2.04,0.8700000000000001,13.82,1.69,9.379999999999999,3.74,0.5156000000000001,23.77,-0.5100000000000001,0.018900000000000004,-0.4,0.4829,0.4963,6.2,2.96,0.3093,3.05,0.35350000000000004,0.91,12.8,1.79,2.02,0.51,-2.17,-0.08999999999999986,15.059999999999999,2.99,0.8200000000000001,0.4273,9.2,3.94,0.6780999999999999,2.68,1.8,0.29269999999999996,15.7,50.1,21.29,-2.05,3.6500000000000004,0.73,-1.19,12.59,2.2399999999999998,10.57,2.04,0.8700000000000001,13.82,1.69,9.379999999999999,3.74,0.5156000000000001,23.77,-0.5100000000000001,0.018900000000000004,-0.4,0.4829
