Player,year,YRS,is_retained,age,has_playoff_exp,Cap_Pct,2P%_reg,2PA_reg,2P_reg,3P%_reg,3PA_reg,3PAr_reg,3P_reg,AST%_reg,AST_reg,BLK%_reg,BLK_reg,BPM_reg,DBPM_reg,DRB%_reg,DRB_reg,DWS_reg,FG%_reg,FGA_reg,FG_reg,FT%_reg,FTA_reg,FT_reg,FTr_reg,GS_reg,G_reg,MP_reg,OBPM_reg,ORB%_reg,ORB_reg,OWS_reg,PER_reg,PF_reg,PTS_reg,STL%_reg,STL_reg,TOV%_reg,TOV_reg,TRB%_reg,TRB_reg,TS%_reg,USG%_reg,VORP_reg,WS/48_reg,WS_reg,eFG%_reg,2P%_playoff,2PA_playoff,2P_playoff,3P%_playoff,3PA_playoff,3PAr_playoff,3P_playoff,AST%_playoff,AST_playoff,BLK%_playoff,BLK_playoff,BPM_playoff,DBPM_playoff,DRB%_playoff,DRB_playoff,DWS_playoff,FG%_playoff,FGA_playoff,FG_playoff,FT%_playoff,FTA_playoff,FT_playoff,FTr_playoff,GS_playoff,G_playoff,MP_playoff,OBPM_playoff,ORB%_playoff,ORB_playoff,OWS_playoff,PER_playoff,PF_playoff,PTS_playoff,STL%_playoff,STL_playoff,TOV%_playoff,TOV_playoff,TRB%_playoff,TRB_playoff,TS%_playoff,USG%_playoff,VORP_playoff,WS/48_playoff,WS_playoff,eFG%_playoff
cameron johnson,2023,4,1,26.0,0,0.1798,0.5471,4.09,2.24,0.3993,5.9399999999999995,0.601,2.4,8.71,1.68,0.94,0.27,2.0700000000000003,0.47,13.780000000000001,3.41,1.7,0.457,10.030000000000001,4.59,0.8484,2.16,1.81,0.20729999999999998,27.5,52.8,26.91,1.6,2.93,0.7,2.25,15.47,1.79,13.42,1.74,0.99,6.77,0.8,8.43,4.09,0.6086,18.950000000000003,1.47,0.135,3.95,0.5765,0.5471,4.09,2.24,0.3993,5.9399999999999995,0.601,2.4,8.71,1.68,0.94,0.27,2.0700000000000003,0.47,13.780000000000001,3.41,1.7,0.457,10.030000000000001,4.59,0.8484,2.16,1.81,0.20729999999999998,27.5,52.8,26.91,1.6,2.93,0.7,2.25,15.47,1.79,13.42,1.74,0.99,6.77,0.8,8.43,4.09,0.6086,18.950000000000003,1.47,0.135,3.95,0.5765
khris middleton,2023,3,1,31.0,0,0.2155999999999999,0.5078,8.45,4.279999999999999,0.35219999999999996,5.51,0.395,1.94,27.64,5.15,0.5700000000000001,0.21000000000000002,1.1400000000000001,-0.3,14.73,4.18,1.6,0.4461,13.96,6.24,0.8976,3.5700000000000003,3.19,0.255,42.900000000000006,49.900000000000006,28.549999999999997,1.41,3.05,0.74,2.28,17.77,2.25,17.66,1.51,0.93,13.68,2.49,9.07,4.92,0.5662,26.71,1.25,0.1212,3.8200000000000003,0.5153000000000001,0.5078,8.45,4.279999999999999,0.35219999999999996,5.51,0.395,1.94,27.64,5.15,0.5700000000000001,0.21000000000000002,1.1400000000000001,-0.3,14.73,4.18,1.6,0.4461,13.96,6.24,0.8976,3.5700000000000003,3.19,0.255,42.900000000000006,49.900000000000006,28.549999999999997,1.41,3.05,0.74,2.28,17.77,2.25,17.66,1.51,0.93,13.68,2.49,9.07,4.92,0.5662,26.71,1.25,0.1212,3.8200000000000003,0.5153000000000001
kyle kuzma,2023,4,1,27.0,0,0.188,0.5293000000000001,8.8,4.68,0.34099999999999997,6.58,0.4312,2.2199999999999998,15.1,3.2800000000000002,1.59,0.64,-0.99,-0.89,20.58,6.32,2.13,0.44820000000000004,15.38,6.9,0.7168,3.12,2.27,0.19979999999999998,58.2,65.4,33.26,-0.12000000000000002,3.7399999999999998,1.1,-0.42,14.25,2.08,18.31,0.8500000000000001,0.5800000000000001,13.309999999999999,2.62,12.379999999999999,7.369999999999999,0.5453,25.27,0.56,0.0387,1.71,0.5216000000000001,0.5293000000000001,8.8,4.68,0.34099999999999997,6.58,0.4312,2.2199999999999998,15.1,3.2800000000000002,1.59,0.64,-0.99,-0.89,20.58,6.32,2.13,0.44820000000000004,15.38,6.9,0.7168,3.12,2.27,0.19979999999999998,58.2,65.4,33.26,-0.12000000000000002,3.7399999999999998,1.1,-0.42,14.25,2.08,18.31,0.8500000000000001,0.5800000000000001,13.309999999999999,2.62,12.379999999999999,7.369999999999999,0.5453,25.27,0.56,0.0387,1.71,0.5216000000000001
dillon brooks,2023,4,0,27.0,0,0.1664,0.4617,9.3,4.31,0.3245,5.529999999999999,0.3786,1.8,12.809999999999999,2.5999999999999996,0.83,0.27,-3.2300000000000004,-0.71,8.93,2.46,1.83,0.4114,14.799999999999999,6.11,0.8071999999999999,2.62,2.12,0.1759,59.2,59.5,29.42,-2.52,2.68,0.73,-0.29000000000000004,11.77,3.34,16.11,1.65,1.02,8.77,1.54,5.74,3.19,0.5045,24.76,-0.7300000000000001,0.0497,1.56,0.4727,0.4617,9.3,4.31,0.3245,5.529999999999999,0.3786,1.8,12.809999999999999,2.5999999999999996,0.83,0.27,-3.2300000000000004,-0.71,8.93,2.46,1.83,0.4114,14.799999999999999,6.11,0.8071999999999999,2.62,2.12,0.1759,59.2,59.5,29.42,-2.52,2.68,0.73,-0.29000000000000004,11.77,3.34,16.11,1.65,1.02,8.77,1.54,5.74,3.19,0.5045,24.76,-0.7300000000000001,0.0497,1.56,0.4727
jakob poeltl,2023,4,1,27.0,0,0.1434,0.6235999999999999,8.45,5.26,0.3,0.0,0.0015999999999999999,0.0,13.82,2.5700000000000003,4.640000000000001,1.4700000000000002,1.5899999999999999,0.85,22.61,5.51,2.35,0.6231,8.48,5.26,0.5461,2.5999999999999996,1.45,0.3062,65.8,70.2,27.29,0.7200000000000001,13.15,3.46,3.8100000000000005,20.240000000000002,2.7800000000000002,12.02,1.42,0.8,14.23,1.5699999999999998,17.73,8.92,0.6238,17.27,1.72,0.155,6.21,0.6234,0.6235999999999999,8.45,5.26,0.3,0.0,0.0015999999999999999,0.0,13.82,2.5700000000000003,4.640000000000001,1.4700000000000002,1.5899999999999999,0.85,22.61,5.51,2.35,0.6231,8.48,5.26,0.5461,2.5999999999999996,1.45,0.3062,65.8,70.2,27.29,0.7200000000000001,13.15,3.46,3.8100000000000005,20.240000000000002,2.7800000000000002,12.02,1.42,0.8,14.23,1.5699999999999998,17.73,8.92,0.6238,17.27,1.72,0.155,6.21,0.6234
max strus,2023,4,0,26.0,0,0.1065,0.6260000000000001,2.1399999999999997,1.28,0.3656,6.21,0.7499,2.3200000000000003,9.7,1.59,0.66,0.18,-1.02,-0.91,10.95,2.2600000000000002,1.52,0.4283,8.4,3.6,0.8089999999999999,0.91,0.76,0.11030000000000001,21.3,68.2,23.79,-0.08000000000000007,1.93,0.44,1.47,11.629999999999999,1.78,10.149999999999999,0.9400000000000001,0.43,7.32,0.73,6.43,2.7199999999999998,0.5821000000000001,17.89,0.45999999999999996,0.08610000000000001,2.96,0.5657,0.6260000000000001,2.1399999999999997,1.28,0.3656,6.21,0.7499,2.3200000000000003,9.7,1.59,0.66,0.18,-1.02,-0.91,10.95,2.2600000000000002,1.52,0.4283,8.4,3.6,0.8089999999999999,0.91,0.76,0.11030000000000001,21.3,68.2,23.79,-0.08000000000000007,1.93,0.44,1.47,11.629999999999999,1.78,10.149999999999999,0.9400000000000001,0.43,7.32,0.73,6.43,2.7199999999999998,0.5821000000000001,17.89,0.45999999999999996,0.08610000000000001,2.96,0.5657
grant williams,2023,4,0,24.0,0,0.0911999999999999,0.5453,2.2199999999999998,1.2400000000000002,0.3952,3.27,0.589,1.33,7.390000000000001,1.35,1.8900000000000001,0.49000000000000005,-1.4100000000000001,0.74,13.350000000000001,2.98,2.2800000000000002,0.4569,5.46,2.5,0.7741,1.27,1.03,0.23520000000000002,19.6,75.2,23.89,-2.12,4.43,0.9500000000000001,1.69,10.01,2.44,7.33,1.08,0.5,13.620000000000001,0.92,8.96,3.94,0.6022000000000001,12.79,0.39,0.1002,3.95,0.5733999999999999,0.5453,2.2199999999999998,1.2400000000000002,0.3952,3.27,0.589,1.33,7.390000000000001,1.35,1.8900000000000001,0.49000000000000005,-1.4100000000000001,0.74,13.350000000000001,2.98,2.2800000000000002,0.4569,5.46,2.5,0.7741,1.27,1.03,0.23520000000000002,19.6,75.2,23.89,-2.12,4.43,0.9500000000000001,1.69,10.01,2.44,7.33,1.08,0.5,13.620000000000001,0.92,8.96,3.94,0.6022000000000001,12.79,0.39,0.1002,3.95,0.5733999999999999
rui hachimura,2023,3,1,24.0,0,0.1157,0.5324,6.98,3.7,0.35919999999999996,2.6,0.2761,0.9500000000000001,6.529999999999999,1.06,1.05,0.28,-2.14,-1.21,16.03,3.73,1.1099999999999999,0.4859,9.66,4.68,0.7325999999999999,1.99,1.47,0.20350000000000001,19.8,55.5,24.700000000000003,-1.03,3.53,0.76,0.71,13.35,1.36,11.75,0.8800000000000001,0.4600000000000001,7.790000000000001,0.88,9.91,4.49,0.5615,19.990000000000002,-0.12000000000000001,0.0631,1.7400000000000002,0.5365,0.5324,6.98,3.7,0.35919999999999996,2.6,0.2761,0.9500000000000001,6.529999999999999,1.06,1.05,0.28,-2.14,-1.21,16.03,3.73,1.1099999999999999,0.4859,9.66,4.68,0.7325999999999999,1.99,1.47,0.20350000000000001,19.8,55.5,24.700000000000003,-1.03,3.53,0.76,0.71,13.35,1.36,11.75,0.8800000000000001,0.4600000000000001,7.790000000000001,0.88,9.91,4.49,0.5615,19.990000000000002,-0.12000000000000001,0.0631,1.7400000000000002,0.5365
brook lopez,2023,2,1,34.0,0,0.1838,0.6063000000000001,6.27,3.8000000000000003,0.362,4.38,0.4118,1.58,4.65,0.94,5.75,1.9100000000000001,0.66,0.44000000000000006,13.82,3.83,2.48,0.5059,10.6,5.38,0.8220000000000001,2.14,1.74,0.2027,56.3,56.9,27.509999999999998,0.19000000000000003,6.87,1.75,2.76,17.08,2.5,14.129999999999999,0.9400000000000001,0.55,8.9,1.15,10.440000000000001,5.58,0.6082000000000001,19.6,1.46,0.1395,5.27,0.5798000000000001,0.6063000000000001,6.27,3.8000000000000003,0.362,4.38,0.4118,1.58,4.65,0.94,5.75,1.9100000000000001,0.66,0.44000000000000006,13.82,3.83,2.48,0.5059,10.6,5.38,0.8220000000000001,2.14,1.74,0.2027,56.3,56.9,27.509999999999998,0.19000000000000003,6.87,1.75,2.76,17.08,2.5,14.129999999999999,0.9400000000000001,0.55,8.9,1.15,10.440000000000001,5.58,0.6082000000000001,19.6,1.46,0.1395,5.27,0.5798000000000001
donte divincenzo,2023,4,0,26.0,0,0.0801,0.46940000000000004,2.77,1.26,0.376,5.25,0.6595,1.9900000000000002,16.32,3.21,0.6,0.15000000000000002,-0.29999999999999993,0.5800000000000001,14.54,3.5300000000000002,1.8399999999999999,0.4068,7.97,3.25,0.8049999999999999,1.32,1.07,0.1632,31.5,61.8,25.85,-0.8800000000000001,4.62,1.09,1.22,12.39,1.7200000000000002,9.48,2.2699999999999996,1.2000000000000002,15.559999999999999,1.59,9.629999999999999,4.609999999999999,0.5579000000000001,16.56,0.8200000000000001,0.0825,3.0300000000000002,0.5308999999999999,0.46940000000000004,2.77,1.26,0.376,5.25,0.6595,1.9900000000000002,16.32,3.21,0.6,0.15000000000000002,-0.29999999999999993,0.5800000000000001,14.54,3.5300000000000002,1.8399999999999999,0.4068,7.97,3.25,0.8049999999999999,1.32,1.07,0.1632,31.5,61.8,25.85,-0.8800000000000001,4.62,1.09,1.22,12.39,1.7200000000000002,9.48,2.2699999999999996,1.2000000000000002,15.559999999999999,1.59,9.629999999999999,4.609999999999999,0.5579000000000001,16.56,0.8200000000000001,0.0825,3.0300000000000002,0.5308999999999999
pj washington,2023,3,1,24.0,0,0.1239,0.5367999999999999,6.07,3.21,0.3607,5.23,0.47339999999999993,1.87,11.3,2.3899999999999997,3.24,1.06,-0.8600000000000001,0.03,14.809999999999999,4.14,2.06,0.45099999999999996,11.3,5.03,0.7288,2.02,1.46,0.17679999999999998,57.1,68.8,30.560000000000002,-0.8600000000000001,4.0600000000000005,1.19,0.8,13.21,2.5300000000000002,13.52,1.44,0.9400000000000001,11.399999999999999,1.54,9.35,5.3100000000000005,0.5572,18.86,0.5900000000000001,0.0665,2.8600000000000003,0.5363,0.5367999999999999,6.07,3.21,0.3607,5.23,0.47339999999999993,1.87,11.3,2.3899999999999997,3.24,1.06,-0.8600000000000001,0.03,14.809999999999999,4.14,2.06,0.45099999999999996,11.3,5.03,0.7288,2.02,1.46,0.17679999999999998,57.1,68.8,30.560000000000002,-0.8600000000000001,4.0600000000000005,1.19,0.8,13.21,2.5300000000000002,13.52,1.44,0.9400000000000001,11.399999999999999,1.54,9.35,5.3100000000000005,0.5572,18.86,0.5900000000000001,0.0665,2.8600000000000003,0.5363
bruce brown,2023,2,0,26.0,0,0.1617,0.5525,5.88,3.23,0.3578,2.17,0.2551,0.76,13.26,2.65,2.12,0.5900000000000001,-0.06,0.6699999999999999,14.35,3.41,2.2,0.5045,8.05,4.050000000000001,0.7534,1.85,1.4,0.2343,36.4,74.6,26.09,-0.75,5.32,1.1600000000000001,2.25,14.370000000000001,2.3600000000000003,10.21,1.96,1.06,11.37,1.15,9.99,4.57,0.5788,16.58,0.95,0.1128,4.470000000000001,0.5506,0.5525,5.88,3.23,0.3578,2.17,0.2551,0.76,13.26,2.65,2.12,0.5900000000000001,-0.06,0.6699999999999999,14.35,3.41,2.2,0.5045,8.05,4.050000000000001,0.7534,1.85,1.4,0.2343,36.4,74.6,26.09,-0.75,5.32,1.1600000000000001,2.25,14.370000000000001,2.3600000000000003,10.21,1.96,1.06,11.37,1.15,9.99,4.57,0.5788,16.58,0.95,0.1128,4.470000000000001,0.5506
dangelo russell,2023,2,1,26.0,0,0.1272,0.5158,6.970000000000001,3.56,0.3774,7.33,0.5127999999999999,2.74,30.349999999999998,6.390000000000001,1.11,0.37,1.31,-1.1400000000000001,9.06,2.58,1.52,0.44399999999999995,14.3,6.35,0.815,3.31,2.69,0.2336,60.2,63.4,31.55,2.37,1.52,0.45,2.62,16.560000000000002,1.92,18.130000000000003,1.48,1.02,14.21,2.59,5.279999999999999,3.01,0.5767,24.700000000000003,1.6400000000000001,0.0959,4.1899999999999995,0.5411999999999999,0.5158,6.970000000000001,3.56,0.3774,7.33,0.5127999999999999,2.74,30.349999999999998,6.390000000000001,1.11,0.37,1.31,-1.1400000000000001,9.06,2.58,1.52,0.44399999999999995,14.3,6.35,0.815,3.31,2.69,0.2336,60.2,63.4,31.55,2.37,1.52,0.45,2.62,16.560000000000002,1.92,18.130000000000003,1.48,1.02,14.21,2.59,5.279999999999999,3.01,0.5767,24.700000000000003,1.6400000000000001,0.0959,4.1899999999999995,0.5411999999999999
coby white,2023,3,1,22.0,0,0.0817,0.5119,4.44,2.21,0.37329999999999997,5.359999999999999,0.5545,1.9900000000000002,17.009999999999998,3.23,0.44999999999999996,0.15000000000000002,-1.5099999999999998,-0.65,12.2,2.8500000000000005,1.53,0.4346,9.8,4.26,0.8728,1.32,1.17,0.13269999999999998,16.9,69.1,26.189999999999998,-0.86,1.1800000000000002,0.27,1.22,12.43,1.9800000000000002,11.68,1.17,0.62,10.870000000000001,1.29,6.74,3.17,0.5631999999999999,19.39,0.21,0.074,2.75,0.5384,0.5119,4.44,2.21,0.37329999999999997,5.359999999999999,0.5545,1.9900000000000002,17.009999999999998,3.23,0.44999999999999996,0.15000000000000002,-1.5099999999999998,-0.65,12.2,2.8500000000000005,1.53,0.4346,9.8,4.26,0.8728,1.32,1.17,0.13269999999999998,16.9,69.1,26.189999999999998,-0.86,1.1800000000000002,0.27,1.22,12.43,1.9800000000000002,11.68,1.17,0.62,10.870000000000001,1.29,6.74,3.17,0.5631999999999999,19.39,0.21,0.074,2.75,0.5384
matisse thybulle,2023,3,1,25.0,0,0.0771999999999999,0.5864,1.77,1.06,0.3366,2.1500000000000004,0.5541,0.75,6.04,0.88,3.3200000000000003,0.8,0.45999999999999996,2.99,8.54,1.49,2.04,0.4515,3.8899999999999997,1.76,0.6656,0.47000000000000003,0.31999999999999995,0.1132,30.6,68.3,20.099999999999998,-2.5300000000000002,3.3099999999999996,0.5800000000000001,0.6799999999999999,10.629999999999999,1.9200000000000002,4.54,3.5,1.4300000000000002,9.68,0.43000000000000005,5.96,2.07,0.5558000000000001,10.030000000000001,0.8500000000000001,0.0955,2.7199999999999998,0.5451,0.5864,1.77,1.06,0.3366,2.1500000000000004,0.5541,0.75,6.04,0.88,3.3200000000000003,0.8,0.45999999999999996,2.99,8.54,1.49,2.04,0.4515,3.8899999999999997,1.76,0.6656,0.47000000000000003,0.31999999999999995,0.1132,30.6,68.3,20.099999999999998,-2.5300000000000002,3.3099999999999996,0.5800000000000001,0.6799999999999999,10.629999999999999,1.9200000000000002,4.54,3.5,1.4300000000000002,9.68,0.43000000000000005,5.96,2.07,0.5558000000000001,10.030000000000001,0.8500000000000001,0.0955,2.7199999999999998,0.5451
gabe vincent,2023,3,0,26.0,0,0.0771999999999999,0.506,2.7800000000000002,1.3800000000000001,0.3392,4.59,0.6253,1.57,15.79,2.44,0.44999999999999996,0.11,-3.2,-0.18000000000000002,7.82,1.48,1.52,0.4017,7.34,2.99,0.8545,0.89,0.76,0.1203,26.5,64.4,22.59,-3.02,1.69,0.33,-0.020000000000000018,9.2,2.16,8.27,1.82,0.8,13.73,1.2599999999999998,4.73,1.84,0.5314000000000001,17.91,-0.36,0.044,1.49,0.5076,0.506,2.7800000000000002,1.3800000000000001,0.3392,4.59,0.6253,1.57,15.79,2.44,0.44999999999999996,0.11,-3.2,-0.18000000000000002,7.82,1.48,1.52,0.4017,7.34,2.99,0.8545,0.89,0.76,0.1203,26.5,64.4,22.59,-3.02,1.69,0.33,-0.020000000000000018,9.2,2.16,8.27,1.82,0.8,13.73,1.2599999999999998,4.73,1.84,0.5314000000000001,17.91,-0.36,0.044,1.49,0.5076
caris levert,2023,2,1,28.0,0,0.1131,0.47909999999999997,8.25,4.01,0.3572,4.62,0.3719,1.63,20.68,4.28,1.17,0.39,-0.38,-0.05999999999999994,11.879999999999999,3.2,2.1500000000000004,0.43689999999999996,12.87,5.619999999999999,0.75,2.95,2.27,0.23349999999999999,37.5,63.8,30.63,-0.31999999999999995,2.71,0.7,1.24,14.29,2.28,15.190000000000001,1.6400000000000001,1.05,11.330000000000002,1.81,7.27,3.93,0.5367000000000001,22.71,0.8,0.0806,3.3400000000000003,0.5046999999999999,0.47909999999999997,8.25,4.01,0.3572,4.62,0.3719,1.63,20.68,4.28,1.17,0.39,-0.38,-0.05999999999999994,11.879999999999999,3.2,2.1500000000000004,0.43689999999999996,12.87,5.619999999999999,0.75,2.95,2.27,0.23349999999999999,37.5,63.8,30.63,-0.31999999999999995,2.71,0.7,1.24,14.29,2.28,15.190000000000001,1.6400000000000001,1.05,11.330000000000002,1.81,7.27,3.93,0.5367000000000001,22.71,0.8,0.0806,3.3400000000000003,0.5046999999999999
georges niang,2023,3,0,29.0,1,0.0647,0.5350999999999999,1.76,0.95,0.40640000000000004,4.8,0.7328,1.97,7.720000000000001,1.05,0.78,0.18,-1.3299999999999998,-0.81,12.39,2.16,1.3699999999999999,0.4395,6.54,2.86,0.8892,0.6,0.52,0.0879,4.6,76.2,19.74,-0.52,1.77,0.27,1.24,10.940000000000001,2.02,8.239999999999998,0.99,0.38,9.61,0.73,7.17,2.49,0.6035999999999999,17.02,0.2,0.0837,2.61,0.5885,0.5844,0.73,0.38,0.40259999999999996,2.8200000000000003,0.7836,1.1,5.23,0.51,0.84,0.12000000000000001,-4.25,-1.4100000000000001,6.93,0.8600000000000001,0.03,0.4315,3.55,1.51,0.5,0.14,0.14,0.0332,0.0,11.3,14.440000000000001,-2.8600000000000003,1.1600000000000001,0.13,0.039999999999999994,5.65,1.84,4.28,0.24,0.09,13.129999999999999,0.57,4.15,0.99,0.5972,13.4,-0.09000000000000001,0.017099999999999997,0.05,0.5878
paul reed,2023,3,1,23.0,0,0.0567999999999999,0.5969,2.7,1.6400000000000001,0.1585,0.15000000000000002,0.0548,0.03,7.34,0.42000000000000004,5.73,0.57,0.38,1.78,20.55,1.73,1.09,0.573,2.85,1.6400000000000001,0.6012,0.53,0.4,0.1864,1.6,51.1,9.18,-1.4000000000000001,17.68,1.4,0.82,20.259999999999998,1.5699999999999998,3.71,3.69,0.7,13.38,0.54,19.15,3.08,0.5884,17.75,0.29000000000000004,0.186,1.91,0.5774999999999999,0.5969,2.7,1.6400000000000001,0.1585,0.15000000000000002,0.0548,0.03,7.34,0.42000000000000004,5.73,0.57,0.38,1.78,20.55,1.73,1.09,0.573,2.85,1.6400000000000001,0.6012,0.53,0.4,0.1864,1.6,51.1,9.18,-1.4000000000000001,17.68,1.4,0.82,20.259999999999998,1.5699999999999998,3.71,3.69,0.7,13.38,0.54,19.15,3.08,0.5884,17.75,0.29000000000000004,0.186,1.91,0.5774999999999999
joe ingles,2023,2,0,35.0,0,0.0809,0.5811,1.35,0.77,0.39879999999999993,4.92,0.7906,1.9500000000000002,19.7,3.64,0.47,0.12000000000000001,0.2600000000000001,0.73,11.27,2.67,1.33,0.4365,6.2700000000000005,2.75,0.8291999999999999,0.66,0.54,0.09759999999999999,10.5,49.9,24.4,-0.49,1.38,0.32,1.8800000000000001,11.53,1.7000000000000002,8.030000000000001,1.29,0.6399999999999999,16.11,1.24,6.5,2.99,0.6077,13.579999999999998,0.8200000000000001,0.1177,3.21,0.5939,0.5811,1.35,0.77,0.39879999999999993,4.92,0.7906,1.9500000000000002,19.7,3.64,0.47,0.12000000000000001,0.2600000000000001,0.73,11.27,2.67,1.33,0.4365,6.2700000000000005,2.75,0.8291999999999999,0.66,0.54,0.09759999999999999,10.5,49.9,24.4,-0.49,1.38,0.32,1.8800000000000001,11.53,1.7000000000000002,8.030000000000001,1.29,0.6399999999999999,16.11,1.24,6.5,2.99,0.6077,13.579999999999998,0.8200000000000001,0.1177,3.21,0.5939
tre jones,2023,2,1,23.0,0,0.0728,0.5088,5.96,3.0700000000000003,0.3213,1.38,0.1643,0.39999999999999997,27.85,4.54,0.35,0.08,-1.35,-0.54,9.92,2.02,0.6900000000000001,0.4713,7.34,3.42,0.843,1.74,1.5,0.24470000000000003,36.0,62.1,21.04,-0.81,2.9000000000000004,0.56,1.9100000000000001,14.92,1.1099999999999999,8.75,1.87,0.87,11.760000000000002,1.09,6.32,2.58,0.5393,17.55,0.35,0.0905,2.65,0.4945,0.5088,5.96,3.0700000000000003,0.3213,1.38,0.1643,0.39999999999999997,27.85,4.54,0.35,0.08,-1.35,-0.54,9.92,2.02,0.6900000000000001,0.4713,7.34,3.42,0.843,1.74,1.5,0.24470000000000003,36.0,62.1,21.04,-0.81,2.9000000000000004,0.56,1.9100000000000001,14.92,1.1099999999999999,8.75,1.87,0.87,11.760000000000002,1.09,6.32,2.58,0.5393,17.55,0.35,0.0905,2.65,0.4945
jevon carter,2023,3,0,27.0,0,0.0455,0.4339,2.03,0.87,0.4011,3.38,0.635,1.38,14.05,1.89,1.29,0.30000000000000004,-0.8600000000000001,0.66,10.370000000000001,1.76,1.52,0.41200000000000003,5.38,2.27,0.7721,0.36,0.28,0.061,20.6,72.3,17.66,-1.57,2.08,0.32,0.8899999999999999,10.77,1.48,6.08,1.6400000000000001,0.62,10.67,0.71,6.34,2.06,0.5489,14.850000000000001,0.37,0.0854,2.43,0.5393000000000001,0.4339,2.03,0.87,0.4011,3.38,0.635,1.38,14.05,1.89,1.29,0.30000000000000004,-0.8600000000000001,0.66,10.370000000000001,1.76,1.52,0.41200000000000003,5.38,2.27,0.7721,0.36,0.28,0.061,20.6,72.3,17.66,-1.57,2.08,0.32,0.8899999999999999,10.77,1.48,6.08,1.6400000000000001,0.62,10.67,0.71,6.34,2.06,0.5489,14.850000000000001,0.37,0.0854,2.43,0.5393000000000001
jeff green,2023,2,0,36.0,0,0.0588,0.5888,4.26,2.51,0.32089999999999996,2.35,0.3483,0.76,7.9,1.31,1.35,0.35,-2.61,-1.07,11.399999999999999,2.38,1.0,0.4996,6.640000000000001,3.3200000000000003,0.7771,2.31,1.82,0.3515,28.5,64.1,22.56,-1.56,3.27,0.6,1.79,11.85,1.8599999999999999,9.190000000000001,0.79,0.37,10.13,0.8300000000000001,7.48,3.01,0.6009,16.509999999999998,-0.16,0.0887,2.84,0.5572,0.5888,4.26,2.51,0.32089999999999996,2.35,0.3483,0.76,7.9,1.31,1.35,0.35,-2.61,-1.07,11.399999999999999,2.38,1.0,0.4996,6.640000000000001,3.3200000000000003,0.7771,2.31,1.82,0.3515,28.5,64.1,22.56,-1.56,3.27,0.6,1.79,11.85,1.8599999999999999,9.190000000000001,0.79,0.37,10.13,0.8300000000000001,7.48,3.01,0.6009,16.509999999999998,-0.16,0.0887,2.84,0.5572
trey lyles,2023,2,1,27.0,0,0.0588,0.5791,3.0,1.74,0.3478,2.7800000000000002,0.49439999999999995,0.99,7.26,0.9299999999999999,1.71,0.32,-0.9500000000000001,-0.79,21.57,3.38,1.02,0.46440000000000003,5.78,2.68,0.7785,2.01,1.62,0.3328,8.7,64.1,17.72,-0.11000000000000001,5.47,0.89,1.48,14.299999999999999,1.25,7.95,0.93,0.38,10.18,0.81,13.43,4.32,0.5947,17.84,0.36,0.0993,2.4699999999999998,0.5515,0.5791,3.0,1.74,0.3478,2.7800000000000002,0.49439999999999995,0.99,7.26,0.9299999999999999,1.71,0.32,-0.9500000000000001,-0.79,21.57,3.38,1.02,0.46440000000000003,5.78,2.68,0.7785,2.01,1.62,0.3328,8.7,64.1,17.72,-0.11000000000000001,5.47,0.89,1.48,14.299999999999999,1.25,7.95,0.93,0.38,10.18,0.81,13.43,4.32,0.5947,17.84,0.36,0.0993,2.4699999999999998,0.5515
moritz wagner,2023,2,1,25.0,0,0.0588,0.6229,3.5999999999999996,2.25,0.32310000000000005,2.8099999999999996,0.43779999999999997,0.8899999999999999,12.31,1.3900000000000001,1.35,0.24000000000000002,0.25999999999999995,0.17,19.54,3.07,1.11,0.4899,6.36,3.1399999999999997,0.8255,2.58,2.18,0.40380000000000005,14.700000000000001,56.4,17.509999999999998,0.10999999999999993,5.66,0.9299999999999999,1.69,16.63,2.2800000000000002,9.33,1.44,0.51,12.33,1.07,12.58,4.0,0.6178999999999999,21.04,0.6,0.1323,2.7800000000000002,0.5607,0.6229,3.5999999999999996,2.25,0.32310000000000005,2.8099999999999996,0.43779999999999997,0.8899999999999999,12.31,1.3900000000000001,1.35,0.24000000000000002,0.25999999999999995,0.17,19.54,3.07,1.11,0.4899,6.36,3.1399999999999997,0.8255,2.58,2.18,0.40380000000000005,14.700000000000001,56.4,17.509999999999998,0.10999999999999993,5.66,0.9299999999999999,1.69,16.63,2.2800000000000002,9.33,1.44,0.51,12.33,1.07,12.58,4.0,0.6178999999999999,21.04,0.6,0.1323,2.7800000000000002,0.5607
dwight powell,2023,3,1,31.0,0,0.0294,0.7169,3.67,2.63,0.15289999999999998,0.28,0.0587,0.08,7.66,1.03,1.98,0.4,-0.20999999999999996,0.41000000000000003,14.42,2.48,1.55,0.6911,3.88,2.71,0.7248,2.3000000000000003,1.69,0.599,57.1,74.2,19.509999999999998,-0.62,10.95,1.91,4.22,16.54,2.67,7.140000000000001,1.46,0.5700000000000001,14.18,0.8300000000000001,12.66,4.32,0.7241,13.14,0.66,0.18730000000000002,5.77,0.6983,0.7169,3.67,2.63,0.15289999999999998,0.28,0.0587,0.08,7.66,1.03,1.98,0.4,-0.20999999999999996,0.41000000000000003,14.42,2.48,1.55,0.6911,3.88,2.71,0.7248,2.3000000000000003,1.69,0.599,57.1,74.2,19.509999999999998,-0.62,10.95,1.91,4.22,16.54,2.67,7.140000000000001,1.46,0.5700000000000001,14.18,0.8300000000000001,12.66,4.32,0.7241,13.14,0.66,0.18730000000000002,5.77,0.6983
