Player,year,is_retained,age,has_playoff_exp,2P%_reg,2PA_reg,2P_reg,3P%_reg,3PA_reg,3PAr_reg,3P_reg,AST%_reg,AST_reg,BLK%_reg,BLK_reg,BPM_reg,DBPM_reg,DRB%_reg,DRB_reg,DWS_reg,FG%_reg,FGA_reg,FG_reg,FT%_reg,FTA_reg,FT_reg,FTr_reg,GS_reg,G_reg,MP_reg,OBPM_reg,ORB%_reg,ORB_reg,OWS_reg,PER_reg,PF_reg,PTS_reg,STL%_reg,STL_reg,TOV%_reg,TOV_reg,TRB%_reg,TRB_reg,TS%_reg,USG%_reg,VORP_reg,WS/48_reg,WS_reg,eFG%_reg,2P%_playoff,2PA_playoff,2P_playoff,3P%_playoff,3PA_playoff,3PAr_playoff,3P_playoff,AST%_playoff,AST_playoff,BLK%_playoff,BLK_playoff,BPM_playoff,DBPM_playoff,DRB%_playoff,DRB_playoff,DWS_playoff,FG%_playoff,FGA_playoff,FG_playoff,FT%_playoff,FTA_playoff,FT_playoff,FTr_playoff,GS_playoff,G_playoff,MP_playoff,OBPM_playoff,ORB%_playoff,ORB_playoff,OWS_playoff,PER_playoff,PF_playoff,PTS_playoff,STL%_playoff,STL_playoff,TOV%_playoff,TOV_playoff,TRB%_playoff,TRB_playoff,TS%_playoff,USG%_playoff,VORP_playoff,WS/48_playoff,WS_playoff,eFG%_playoff,VORP_Elevation,BPM_Elevation,Playoff_MP_Ratio,Cap_Pct,YRS
duncan robinson,2021,1,26.0,0,0.6541,1.17,0.76,0.395,7.2,0.8443,3.0,7.16,1.38,0.72,0.24,-1.05,-0.6799999999999999,11.59,2.82,1.42,0.4387,8.44,3.76,0.8262,0.88,0.78,0.11,56.6,60.9,26.75,-0.3700000000000001,0.6100000000000001,0.1,2.06,10.95,2.17,11.26,0.99,0.51,9.04,0.91,6.209999999999999,2.97,0.6220000000000001,15.9,0.6699999999999999,0.0851,3.48,0.6071,0.6541,1.17,0.76,0.395,7.2,0.8443,3.0,7.16,1.38,0.72,0.24,-1.05,-0.6799999999999999,11.59,2.82,1.42,0.4387,8.44,3.76,0.8262,0.88,0.78,0.11,56.6,60.9,26.75,-0.3700000000000001,0.6100000000000001,0.1,2.06,10.95,2.17,11.26,0.99,0.51,9.04,0.91,6.209999999999999,2.97,0.6220000000000001,15.9,0.6699999999999999,0.0851,3.48,0.6071,0.0,0.0,0.5,0.1392,5
kyle lowry,2021,0,34.0,0,0.4975,5.52,2.73,0.373,7.4,0.5741,2.72,32.04,7.640000000000001,1.05,0.37,2.22,0.2199999999999999,13.97,4.49,2.24,0.425,12.92,5.53,0.8606,4.12,3.53,0.3147,53.4,53.4,35.06,2.0,2.05,0.7,3.43,16.86,3.06,17.259999999999998,1.67,1.2,16.28,2.84,7.96,5.16,0.5859,21.55,2.07,0.1421,5.62,0.532,0.4975,5.52,2.73,0.373,7.4,0.5741,2.72,32.04,7.640000000000001,1.05,0.37,2.22,0.2199999999999999,13.97,4.49,2.24,0.425,12.92,5.53,0.8606,4.12,3.53,0.3147,53.4,53.4,35.06,2.0,2.05,0.7,3.43,16.86,3.06,17.259999999999998,1.67,1.2,16.28,2.84,7.96,5.16,0.5859,21.55,2.07,0.1421,5.62,0.532,0.0,0.0,0.5,0.24,3
demar derozan,2021,0,31.0,0,0.5179,14.72,7.6,0.2368,0.87,0.0567,0.2,29.35,6.37,0.76,0.29,2.34,-0.15,13.7,4.33,1.66,0.503,15.59,7.85,0.8594999999999999,6.720000000000001,5.789999999999999,0.4352,66.3,66.3,34.06,2.49,2.04,0.6699999999999999,5.44,21.4,2.29,21.67,1.39,0.97,10.67,2.24,7.84,4.95,0.5848,26.52,2.43,0.1537,7.15,0.5096,0.5179,14.72,7.6,0.2368,0.87,0.0567,0.2,29.35,6.37,0.76,0.29,2.34,-0.15,13.7,4.33,1.66,0.503,15.59,7.85,0.8594999999999999,6.720000000000001,5.789999999999999,0.4352,66.3,66.3,34.06,2.49,2.04,0.6699999999999999,5.44,21.4,2.29,21.67,1.39,0.97,10.67,2.24,7.84,4.95,0.5848,26.52,2.43,0.1537,7.15,0.5096,0.0,0.0,0.5,0.2312999999999999,3
lonzo ball,2021,0,23.0,0,0.47,4.609999999999999,2.1100000000000003,0.3673,7.0200000000000005,0.5974999999999999,2.56,26.19,6.03,1.5499999999999998,0.56,0.97,0.59,14.87,4.44,1.79,0.4091,11.56,4.75,0.6436999999999999,1.16,0.74,0.0998,52.7,55.8,31.590000000000003,0.4099999999999999,2.96,0.8500000000000001,0.83,13.87,2.03,12.82,2.21,1.47,17.14,2.47,8.92,5.289999999999999,0.528,19.18,1.31,0.0723,2.64,0.5194000000000001,0.47,4.609999999999999,2.1100000000000003,0.3673,7.0200000000000005,0.5974999999999999,2.56,26.19,6.03,1.5499999999999998,0.56,0.97,0.59,14.87,4.44,1.79,0.4091,11.56,4.75,0.6436999999999999,1.16,0.74,0.0998,52.7,55.8,31.590000000000003,0.4099999999999999,2.96,0.8500000000000001,0.83,13.87,2.03,12.82,2.21,1.47,17.14,2.47,8.92,5.289999999999999,0.528,19.18,1.31,0.0723,2.64,0.5194000000000001,0.0,0.0,0.5,0.1655,4
tim hardaway,2021,1,28.0,0,0.4959,5.890000000000001,2.9000000000000004,0.3829,7.42,0.5605,2.87,10.37,1.95,0.37,0.15,-0.23,-1.67,10.77,2.95,1.11,0.4323,13.31,5.720000000000001,0.8219,2.87,2.35,0.2129,45.5,69.3,29.37,1.34,1.28,0.37,2.8200000000000003,14.92,1.7800000000000002,16.660000000000004,0.93,0.54,6.779999999999999,1.07,6.08,3.32,0.5742,23.11,0.8999999999999999,0.0917,3.83,0.5398000000000001,0.4959,5.890000000000001,2.9000000000000004,0.3829,7.42,0.5605,2.87,10.37,1.95,0.37,0.15,-0.23,-1.67,10.77,2.95,1.11,0.4323,13.31,5.720000000000001,0.8219,2.87,2.35,0.2129,45.5,69.3,29.37,1.34,1.28,0.37,2.8200000000000003,14.92,1.7800000000000002,16.660000000000004,0.93,0.54,6.779999999999999,1.07,6.08,3.32,0.5742,23.11,0.8999999999999999,0.0917,3.83,0.5398000000000001,0.0,0.0,0.5,0.1895,4
evan fournier,2021,0,28.0,0,0.5119,6.82,3.53,0.3942,6.449999999999999,0.4858,2.56,17.8,3.38,0.99,0.33,0.37,-0.44,9.44,2.63,1.51,0.4562,13.32,6.09,0.8006,3.06,2.45,0.2294,54.0,57.0,30.75,0.8099999999999999,0.99,0.29,1.93,15.73,2.43,17.12,1.69,1.06,11.05,1.7999999999999998,5.1000000000000005,2.92,0.5847,23.14,0.92,0.0975,3.42,0.5523,0.5119,6.82,3.53,0.3942,6.449999999999999,0.4858,2.56,17.8,3.38,0.99,0.33,0.37,-0.44,9.44,2.63,1.51,0.4562,13.32,6.09,0.8006,3.06,2.45,0.2294,54.0,57.0,30.75,0.8099999999999999,0.99,0.29,1.93,15.73,2.43,17.12,1.69,1.06,11.05,1.7999999999999998,5.1000000000000005,2.92,0.5847,23.14,0.92,0.0975,3.42,0.5523,0.0,0.0,0.5,0.1525,4
mike conley,2021,1,33.0,0,0.4672,6.96,3.28,0.3913,6.14,0.4728,2.39,28.91,5.6000000000000005,0.52,0.19,3.4800000000000004,0.55,9.5,2.71,1.84,0.4323,13.08,5.67,0.8431,3.4599999999999995,2.9000000000000004,0.2571,51.8,53.6,30.1,2.93,2.5700000000000003,0.6799999999999999,3.56,18.11,1.97,16.64,1.94,1.2,11.86,1.93,6.119999999999999,3.39,0.5693999999999999,23.94,2.3200000000000003,0.158,5.4,0.5256000000000001,0.4672,6.96,3.28,0.3913,6.14,0.4728,2.39,28.91,5.6000000000000005,0.52,0.19,3.4800000000000004,0.55,9.5,2.71,1.84,0.4323,13.08,5.67,0.8431,3.4599999999999995,2.9000000000000004,0.2571,51.8,53.6,30.1,2.93,2.5700000000000003,0.6799999999999999,3.56,18.11,1.97,16.64,1.94,1.2,11.86,1.93,6.119999999999999,3.39,0.5693999999999999,23.94,2.3200000000000003,0.158,5.4,0.5256000000000001,0.0,0.0,0.5,0.1868,3
lauri markkanen,2021,0,23.0,0,0.5422,5.630000000000001,3.0,0.3764,6.07,0.5284,2.27,6.22,1.18,1.29,0.42,-0.1699999999999999,-0.99,20.79,5.35,1.4300000000000002,0.4535,11.7,5.2700000000000005,0.8346,2.59,2.16,0.2152,38.2,50.9,28.3,0.84,3.7,0.99,1.41,15.31,1.7799999999999998,14.95,1.14,0.63,9.31,1.3,12.17,6.34,0.5881000000000001,21.450000000000003,0.6399999999999999,0.0953,2.8200000000000003,0.5532999999999999,0.5422,5.630000000000001,3.0,0.3764,6.07,0.5284,2.27,6.22,1.18,1.29,0.42,-0.1699999999999999,-0.99,20.79,5.35,1.4300000000000002,0.4535,11.7,5.2700000000000005,0.8346,2.59,2.16,0.2152,38.2,50.9,28.3,0.84,3.7,0.99,1.41,15.31,1.7799999999999998,14.95,1.14,0.63,9.31,1.3,12.17,6.34,0.5881000000000001,21.450000000000003,0.6399999999999999,0.0953,2.8200000000000003,0.5532999999999999,0.0,0.0,0.5,0.1396,4
gary trent,2021,1,22.0,0,0.4391,4.27,1.91,0.3655,5.300000000000001,0.5394,2.0,6.43,1.06,0.83,0.21,-3.4,-1.93,7.470000000000001,1.6,0.4599999999999999,0.4012,9.57,3.93,0.7239,1.21,0.92,0.1261,21.6,50.3,23.57,-1.4200000000000002,1.6,0.39,1.1,10.64,1.31,10.86,1.34,0.76,5.17,0.5,4.529999999999999,1.92,0.5185,19.38,0.0899999999999999,0.0307999999999999,1.56,0.5018,0.4391,4.27,1.91,0.3655,5.300000000000001,0.5394,2.0,6.43,1.06,0.83,0.21,-3.4,-1.93,7.470000000000001,1.6,0.4599999999999999,0.4012,9.57,3.93,0.7239,1.21,0.92,0.1261,21.6,50.3,23.57,-1.4200000000000002,1.6,0.39,1.1,10.64,1.31,10.86,1.34,0.76,5.17,0.5,4.529999999999999,1.92,0.5185,19.38,0.0899999999999999,0.0307999999999999,1.56,0.5018,0.0,0.0,0.5,0.1442999999999999,3
devonte graham,2021,0,25.0,0,0.3933,3.97,1.55,0.3556,7.66,0.6506000000000001,2.84,28.7,5.470000000000001,0.44,0.11,-0.3,-1.44,8.530000000000001,2.2,0.78,0.3717,11.63,4.359999999999999,0.8191999999999999,2.76,2.26,0.2332,38.5,55.6,28.57,1.13,1.62,0.45,2.01,14.1,1.44,13.8,1.46,0.8500000000000001,11.71,1.76,4.96,2.6500000000000004,0.5289,21.54,0.91,0.0784,2.8200000000000003,0.4877,0.3933,3.97,1.55,0.3556,7.66,0.6506000000000001,2.84,28.7,5.470000000000001,0.44,0.11,-0.3,-1.44,8.530000000000001,2.2,0.78,0.3717,11.63,4.359999999999999,0.8191999999999999,2.76,2.26,0.2332,38.5,55.6,28.57,1.13,1.62,0.45,2.01,14.1,1.44,13.8,1.46,0.8500000000000001,11.71,1.76,4.96,2.6500000000000004,0.5289,21.54,0.91,0.0784,2.8200000000000003,0.4877,0.0,0.0,0.5,0.0978999999999999,4
richaun holmes,2021,1,27.0,0,0.6385000000000001,7.979999999999999,5.17,0.091,0.1,0.0095,0.0,7.26,1.33,4.709999999999999,1.41,0.72,0.31,21.9,5.16,1.37,0.6345000000000001,8.08,5.17,0.7796000000000001,2.71,2.09,0.3467,42.7,57.7,26.44,0.41,9.88,2.39,3.99,20.15,3.45,12.43,1.37,0.69,10.73,1.1,15.81,7.52,0.6682,17.009999999999998,1.03,0.1740999999999999,5.38,0.635,0.6385000000000001,7.979999999999999,5.17,0.091,0.1,0.0095,0.0,7.26,1.33,4.709999999999999,1.41,0.72,0.31,21.9,5.16,1.37,0.6345000000000001,8.08,5.17,0.7796000000000001,2.71,2.09,0.3467,42.7,57.7,26.44,0.41,9.88,2.39,3.99,20.15,3.45,12.43,1.37,0.69,10.73,1.1,15.81,7.52,0.6682,17.009999999999998,1.03,0.1740999999999999,5.38,0.635,0.0,0.0,0.5,0.0924,4
derrick rose,2021,1,32.0,0,0.5083,10.81,5.52,0.3598,2.75,0.2027999999999999,0.99,31.43,4.640000000000001,1.14,0.33,1.89,-0.7000000000000001,8.8,2.09,1.07,0.4784,13.59,6.49,0.8654999999999999,2.71,2.3600000000000003,0.2019,8.6,50.2,26.06,2.6100000000000003,2.04,0.47,1.86,19.35,1.07,16.380000000000003,1.62,0.86,11.09,1.87,5.42,2.56,0.5529000000000001,27.840000000000003,1.31,0.107,2.9000000000000004,0.5151,0.5083,10.81,5.52,0.3598,2.75,0.2027999999999999,0.99,31.43,4.640000000000001,1.14,0.33,1.89,-0.7000000000000001,8.8,2.09,1.07,0.4784,13.59,6.49,0.8654999999999999,2.71,2.3600000000000003,0.2019,8.6,50.2,26.06,2.6100000000000003,2.04,0.47,1.86,19.35,1.07,16.380000000000003,1.62,0.86,11.09,1.87,5.42,2.56,0.5529000000000001,27.840000000000003,1.31,0.107,2.9000000000000004,0.5151,0.0,0.0,0.5,0.1196,3
doug mcdermott,2021,0,29.0,0,0.599,4.52,2.77,0.4061,3.98,0.4737,1.64,7.84,1.16,0.3399999999999999,0.1,-0.58,-1.57,10.36,2.07,0.9,0.5106,8.52,4.41,0.8233999999999999,1.19,0.99,0.1427,14.7,69.1,21.7,1.02,2.91,0.61,2.6,14.44,1.69,11.35,0.56,0.25,7.220000000000001,0.68,6.7,2.68,0.6269,19.14,0.55,0.1117,3.47,0.6074999999999999,0.599,4.52,2.77,0.4061,3.98,0.4737,1.64,7.84,1.16,0.3399999999999999,0.1,-0.58,-1.57,10.36,2.07,0.9,0.5106,8.52,4.41,0.8233999999999999,1.19,0.99,0.1427,14.7,69.1,21.7,1.02,2.91,0.61,2.6,14.44,1.69,11.35,0.56,0.25,7.220000000000001,0.68,6.7,2.68,0.6269,19.14,0.55,0.1117,3.47,0.6074999999999999,0.0,0.0,0.5,0.1223,3
josh hart,2021,1,25.0,0,0.5689,2.97,1.71,0.3328,4.49,0.5982000000000001,1.5,9.16,1.94,1.11,0.39,-0.87,0.47,22.200000000000003,5.7700000000000005,1.57,0.4277999999999999,7.49,3.21,0.7467999999999999,1.73,1.3,0.2287,11.2,56.4,27.57,-1.34,3.7,0.92,1.13,11.53,2.39,9.19,1.55,0.9,11.15,1.04,12.94,6.69,0.5570999999999999,14.04,0.44,0.0858,2.7,0.5278,0.5689,2.97,1.71,0.3328,4.49,0.5982000000000001,1.5,9.16,1.94,1.11,0.39,-0.87,0.47,22.200000000000003,5.7700000000000005,1.57,0.4277999999999999,7.49,3.21,0.7467999999999999,1.73,1.3,0.2287,11.2,56.4,27.57,-1.34,3.7,0.92,1.13,11.53,2.39,9.19,1.55,0.9,11.15,1.04,12.94,6.69,0.5570999999999999,14.04,0.44,0.0858,2.7,0.5278,0.0,0.0,0.5,0.1067,3
kelly olynyk,2021,0,29.0,0,0.6042000000000001,3.69,2.27,0.3636,4.5,0.5536,1.6,14.27,2.3200000000000003,1.95,0.49,1.04,0.93,21.29,4.78,2.34,0.4732,8.19,3.87,0.8369,2.16,1.82,0.2663999999999999,40.9,70.9,24.65,0.1099999999999999,4.41,0.99,2.28,15.46,2.74,11.21,1.74,0.9,14.14,1.51,12.93,5.82,0.6133,18.67,1.34,0.1262,4.6,0.5741999999999999,0.6042000000000001,3.69,2.27,0.3636,4.5,0.5536,1.6,14.27,2.3200000000000003,1.95,0.49,1.04,0.93,21.29,4.78,2.34,0.4732,8.19,3.87,0.8369,2.16,1.82,0.2663999999999999,40.9,70.9,24.65,0.1099999999999999,4.41,0.99,2.28,15.46,2.74,11.21,1.74,0.9,14.14,1.51,12.93,5.82,0.6133,18.67,1.34,0.1262,4.6,0.5741999999999999,0.0,0.0,0.5,0.1085,3
alex caruso,2021,0,26.0,0,0.4586,3.24,1.46,0.3964,2.17,0.4059,0.8300000000000001,17.07,2.59,1.25,0.32,-0.1,2.11,11.14,2.09,1.71,0.4306,5.38,2.34,0.7021,1.62,1.13,0.2954,4.4,53.2,20.26,-2.23,2.73,0.5,0.4,11.57,1.84,6.69,2.56,1.08,16.75,1.23,6.96,2.56,0.5448,15.34,0.49,0.0946,2.09,0.5101,0.4586,3.24,1.46,0.3964,2.17,0.4059,0.8300000000000001,17.07,2.59,1.25,0.32,-0.1,2.11,11.14,2.09,1.71,0.4306,5.38,2.34,0.7021,1.62,1.13,0.2954,4.4,53.2,20.26,-2.23,2.73,0.5,0.4,11.57,1.84,6.69,2.56,1.08,16.75,1.23,6.96,2.56,0.5448,15.34,0.49,0.0946,2.09,0.5101,0.0,0.0,0.5,0.0765,4
daniel theis,2021,0,28.0,0,0.6335,4.529999999999999,2.87,0.3385,1.7999999999999998,0.2809,0.63,9.88,1.56,3.97,0.96,0.72,1.07,18.18,3.74,1.94,0.5501,6.38,3.5,0.7128,1.63,1.1,0.2556,45.1,65.2,22.29,-0.33,8.2,1.62,2.86,16.27,2.8,8.7,1.15,0.54,10.74,0.84,13.22,5.41,0.6186,15.28,1.01,0.1619,4.8,0.597,0.6335,4.529999999999999,2.87,0.3385,1.7999999999999998,0.2809,0.63,9.88,1.56,3.97,0.96,0.72,1.07,18.18,3.74,1.94,0.5501,6.38,3.5,0.7128,1.63,1.1,0.2556,45.1,65.2,22.29,-0.33,8.2,1.62,2.86,16.27,2.8,8.7,1.15,0.54,10.74,0.84,13.22,5.41,0.6186,15.28,1.01,0.1619,4.8,0.597,0.0,0.0,0.5,0.0737,4
tj mcconnell,2021,1,28.0,0,0.5597000000000001,5.85,3.31,0.3113,0.53,0.0813,0.17,33.37,5.48,0.89,0.25,0.6699999999999999,1.15,11.81,2.46,1.95,0.5393000000000001,6.39,3.48,0.7506999999999999,0.63,0.48,0.0972,3.0,71.0,22.47,-0.43,3.03,0.63,2.05,16.08,1.38,7.53,2.8,1.39,19.58,1.66,7.449999999999999,3.12,0.5645,15.9,1.07,0.1191,3.97,0.552,0.5597000000000001,5.85,3.31,0.3113,0.53,0.0813,0.17,33.37,5.48,0.89,0.25,0.6699999999999999,1.15,11.81,2.46,1.95,0.5393000000000001,6.39,3.48,0.7506999999999999,0.63,0.48,0.0972,3.0,71.0,22.47,-0.43,3.03,0.63,2.05,16.08,1.38,7.53,2.8,1.39,19.58,1.66,7.449999999999999,3.12,0.5645,15.9,1.07,0.1191,3.97,0.552,0.0,0.0,0.5,0.0667,4
reggie bullock,2021,0,29.0,0,0.4978,3.06,1.4900000000000002,0.3802999999999999,5.43,0.6356999999999999,2.1,8.36,1.57,0.47,0.17,-1.17,0.23,10.1,2.65,1.52,0.424,8.49,3.61,0.8693,0.87,0.8200000000000001,0.1058,49.7,53.8,28.04,-1.43,1.29,0.28,1.53,10.44,2.01,10.14,1.39,0.79,7.66,0.76,5.67,2.93,0.5662,15.04,0.47,0.0834,3.07,0.5461,0.4978,3.06,1.4900000000000002,0.3802999999999999,5.43,0.6356999999999999,2.1,8.36,1.57,0.47,0.17,-1.17,0.23,10.1,2.65,1.52,0.424,8.49,3.61,0.8693,0.87,0.8200000000000001,0.1058,49.7,53.8,28.04,-1.43,1.29,0.28,1.53,10.44,2.01,10.14,1.39,0.79,7.66,0.76,5.67,2.93,0.5662,15.04,0.47,0.0834,3.07,0.5461,0.0,0.0,0.5,0.0848,3
alec burks,2021,1,29.0,0,0.4297999999999999,5.69,2.43,0.3955999999999999,4.4,0.4344,1.79,14.5,2.37,1.08,0.3,0.66,-0.0499999999999999,16.67,3.79,1.42,0.4164,10.06,4.220000000000001,0.8587,2.84,2.49,0.2809,13.0,57.1,25.08,0.69,2.23,0.51,1.64,14.95,1.9,12.61,1.39,0.69,9.05,1.12,9.39,4.33,0.5549,21.59,0.94,0.1037,3.06,0.5027,0.4297999999999999,5.69,2.43,0.3955999999999999,4.4,0.4344,1.79,14.5,2.37,1.08,0.3,0.66,-0.0499999999999999,16.67,3.79,1.42,0.4164,10.06,4.220000000000001,0.8587,2.84,2.49,0.2809,13.0,57.1,25.08,0.69,2.23,0.51,1.64,14.95,1.9,12.61,1.39,0.69,9.05,1.12,9.39,4.33,0.5549,21.59,0.94,0.1037,3.06,0.5027,0.0,0.0,0.5,0.0848,3
nerlens noel,2021,1,26.0,0,0.6353,3.74,2.37,0.0999,0.0,0.0098,0.0,5.51,0.74,7.959999999999999,1.79,2.05,3.58,19.17,3.64,2.99,0.6295999999999999,3.79,2.37,0.7202999999999999,1.26,0.93,0.3324,23.0,65.7,20.39,-1.5299999999999998,10.23,1.87,1.96,17.380000000000003,2.65,5.75,2.48,1.03,18.07,0.95,14.74,5.51,0.6538999999999999,11.83,1.3199999999999998,0.1833,4.93,0.6302000000000001,0.6353,3.74,2.37,0.0999,0.0,0.0098,0.0,5.51,0.74,7.959999999999999,1.79,2.05,3.58,19.17,3.64,2.99,0.6295999999999999,3.79,2.37,0.7202999999999999,1.26,0.93,0.3324,23.0,65.7,20.39,-1.5299999999999998,10.23,1.87,1.96,17.380000000000003,2.65,5.75,2.48,1.03,18.07,0.95,14.74,5.51,0.6538999999999999,11.83,1.3199999999999998,0.1833,4.93,0.6302000000000001,0.0,0.0,0.5,0.0783,3
kelly oubre jr,2021,0,25.0,0,0.5187999999999999,8.25,4.24,0.3276,5.23,0.3888,1.69,6.59,1.34,2.14,0.79,-1.34,-0.52,15.75,4.58,1.99,0.4441,13.48,5.99,0.7364999999999999,3.62,2.66,0.2694,45.3,58.1,31.3,-0.85,4.54,1.31,0.6900000000000001,14.16,2.64,16.349999999999998,1.73,1.13,8.42,1.4,10.16,5.859999999999999,0.5427,22.41,0.29,0.0697,2.68,0.5076,0.5187999999999999,8.25,4.24,0.3276,5.23,0.3888,1.69,6.59,1.34,2.14,0.79,-1.34,-0.52,15.75,4.58,1.99,0.4441,13.48,5.99,0.7364999999999999,3.62,2.66,0.2694,45.3,58.1,31.3,-0.85,4.54,1.31,0.6900000000000001,14.16,2.64,16.349999999999998,1.73,1.13,8.42,1.4,10.16,5.859999999999999,0.5427,22.41,0.29,0.0697,2.68,0.5076,0.0,0.0,0.5,0.1067,2
reggie jackson,2021,1,30.0,0,0.4528,5.390000000000001,2.46,0.4082,4.65,0.4645,1.86,22.3,3.62,0.44,0.13,0.16,-0.64,10.89,2.39,1.23,0.4325,10.06,4.32,0.8311999999999999,1.69,1.45,0.1648,42.7,59.2,24.28,0.8,2.07,0.45,1.95,14.25,2.02,12.0,1.13,0.56,11.39,1.39,6.55,2.87,0.5561,21.78,0.8200000000000001,0.1004,3.18,0.5272,0.4528,5.390000000000001,2.46,0.4082,4.65,0.4645,1.86,22.3,3.62,0.44,0.13,0.16,-0.64,10.89,2.39,1.23,0.4325,10.06,4.32,0.8311999999999999,1.69,1.45,0.1648,42.7,59.2,24.28,0.8,2.07,0.45,1.95,14.25,2.02,12.0,1.13,0.56,11.39,1.39,6.55,2.87,0.5561,21.78,0.8200000000000001,0.1004,3.18,0.5272,0.0,0.0,0.5,0.0924,2
khem birch,2021,1,28.0,0,0.5441,3.95,2.1100000000000003,0.125,0.4,0.072,0.1,8.14,1.11,3.0,0.62,-0.98,0.31,16.09,2.85,1.17,0.5221,4.35,2.21,0.6881999999999999,1.92,1.36,0.4912999999999999,18.4,57.9,19.74,-1.23,11.49,2.19,1.87,14.9,1.6999999999999995,5.880000000000001,1.36,0.55,10.78,0.61,13.73,5.039999999999999,0.5738,12.68,0.27,0.135,3.12,0.5306,0.5441,3.95,2.1100000000000003,0.125,0.4,0.072,0.1,8.14,1.11,3.0,0.62,-0.98,0.31,16.09,2.85,1.17,0.5221,4.35,2.21,0.6881999999999999,1.92,1.36,0.4912999999999999,18.4,57.9,19.74,-1.23,11.49,2.19,1.87,14.9,1.6999999999999995,5.880000000000001,1.36,0.55,10.78,0.61,13.73,5.039999999999999,0.5738,12.68,0.27,0.135,3.12,0.5306,0.0,0.0,0.5,0.0565,3
danny green,2021,1,33.0,0,0.4736,1.94,0.92,0.4036,5.67,0.742,2.29,7.82,1.56,2.21,0.69,1.5,1.36,11.55,2.92,2.88,0.4237999999999999,7.630000000000001,3.21,0.7621,0.6299999999999999,0.45,0.0813,70.9,70.9,26.98,0.09,3.19,0.8,1.64,11.89,1.92,9.21,2.19,1.2200000000000002,10.82,0.95,7.43,3.69,0.583,13.99,1.72,0.1119,4.5,0.5735,0.4736,1.94,0.92,0.4036,5.67,0.742,2.29,7.82,1.56,2.21,0.69,1.5,1.36,11.55,2.92,2.88,0.4237999999999999,7.630000000000001,3.21,0.7621,0.6299999999999999,0.45,0.0813,70.9,70.9,26.98,0.09,3.19,0.8,1.64,11.89,1.92,9.21,2.19,1.2200000000000002,10.82,0.95,7.43,3.69,0.583,13.99,1.72,0.1119,4.5,0.5735,0.0,0.0,0.5,0.089,2
rudy gay,2021,0,34.0,0,0.4861999999999999,6.1,3.0,0.3717,3.73,0.3816,1.4,11.18,1.73,2.17,0.55,-0.01,-0.15,21.89,4.58,1.62,0.4446,9.83,4.380000000000001,0.8298000000000001,1.82,1.5300000000000002,0.1888,12.2,65.4,22.68,0.11,3.71,0.8,0.7100000000000001,15.47,1.81,11.68,1.41,0.66,10.4,1.23,12.75,5.380000000000001,0.5485,22.82,0.74,0.0729,2.3600000000000003,0.5157,0.4861999999999999,6.1,3.0,0.3717,3.73,0.3816,1.4,11.18,1.73,2.17,0.55,-0.01,-0.15,21.89,4.58,1.62,0.4446,9.83,4.380000000000001,0.8298000000000001,1.82,1.5300000000000002,0.1888,12.2,65.4,22.68,0.11,3.71,0.8,0.7100000000000001,15.47,1.81,11.68,1.41,0.66,10.4,1.23,12.75,5.380000000000001,0.5485,22.82,0.74,0.0729,2.3600000000000003,0.5157,0.0,0.0,0.5,0.0524,3
kemba walker,2021,0,30.0,0,0.4846,8.29,4.040000000000001,0.3655,8.4,0.5074000000000001,3.1,25.04,5.07,1.0499999999999998,0.38,3.27,-0.64,11.98,3.52,1.53,0.4243,16.72,7.12,0.8775,4.14,3.58,0.245,54.7,54.7,32.21,3.91,1.69,0.5,3.3200000000000003,19.19,1.5,20.89,1.58,1.06,10.47,2.15,6.82,4.05,0.5636000000000001,27.51,2.45,0.1307,4.9,0.517,0.4846,8.29,4.040000000000001,0.3655,8.4,0.5074000000000001,3.1,25.04,5.07,1.0499999999999998,0.38,3.27,-0.64,11.98,3.52,1.53,0.4243,16.72,7.12,0.8775,4.14,3.58,0.245,54.7,54.7,32.21,3.91,1.69,0.5,3.3200000000000003,19.19,1.5,20.89,1.58,1.06,10.47,2.15,6.82,4.05,0.5636000000000001,27.51,2.45,0.1307,4.9,0.517,0.0,0.0,0.5,0.0776999999999999,2
jamychal green,2021,1,30.0,0,0.5284,2.96,1.55,0.3962,3.38,0.5413,1.37,5.86,0.8500000000000001,1.89,0.42,-1.24,-0.37,21.79,4.0600000000000005,1.58,0.4568,6.34,2.92,0.7868999999999999,1.06,0.8200000000000001,0.1592,4.0,60.9,20.08,-0.87,7.85,1.4300000000000002,1.21,13.07,2.69,7.97,1.1700000000000002,0.49,12.49,0.98,14.9,5.52,0.5851999999999999,16.79,0.2199999999999999,0.1097,2.81,0.5636,0.5284,2.96,1.55,0.3962,3.38,0.5413,1.37,5.86,0.8500000000000001,1.89,0.42,-1.24,-0.37,21.79,4.0600000000000005,1.58,0.4568,6.34,2.92,0.7868999999999999,1.06,0.8200000000000001,0.1592,4.0,60.9,20.08,-0.87,7.85,1.4300000000000002,1.21,13.07,2.69,7.97,1.1700000000000002,0.49,12.49,0.98,14.9,5.52,0.5851999999999999,16.79,0.2199999999999999,0.1097,2.81,0.5636,0.0,0.0,0.5,0.0729,2
