Player,year,is_retained,age,has_playoff_exp,2P%_reg,2PA_reg,2P_reg,3P%_reg,3PA_reg,3PAr_reg,3P_reg,AST%_reg,AST_reg,BLK%_reg,BLK_reg,BPM_reg,DBPM_reg,DRB%_reg,DRB_reg,DWS_reg,FG%_reg,FGA_reg,FG_reg,FT%_reg,FTA_reg,FT_reg,FTr_reg,GS_reg,G_reg,MP_reg,OBPM_reg,ORB%_reg,ORB_reg,OWS_reg,PER_reg,PF_reg,PTS_reg,STL%_reg,STL_reg,TOV%_reg,TOV_reg,TRB%_reg,TRB_reg,TS%_reg,USG%_reg,VORP_reg,WS/48_reg,WS_reg,eFG%_reg,2P%_playoff,2PA_playoff,2P_playoff,3P%_playoff,3PA_playoff,3PAr_playoff,3P_playoff,AST%_playoff,AST_playoff,BLK%_playoff,BLK_playoff,BPM_playoff,DBPM_playoff,DRB%_playoff,DRB_playoff,DWS_playoff,FG%_playoff,FGA_playoff,FG_playoff,FT%_playoff,FTA_playoff,FT_playoff,FTr_playoff,GS_playoff,G_playoff,MP_playoff,OBPM_playoff,ORB%_playoff,ORB_playoff,OWS_playoff,PER_playoff,PF_playoff,PTS_playoff,STL%_playoff,STL_playoff,TOV%_playoff,TOV_playoff,TRB%_playoff,TRB_playoff,TS%_playoff,USG%_playoff,VORP_playoff,WS/48_playoff,WS_playoff,eFG%_playoff,VORP_Elevation,BPM_Elevation,Playoff_MP_Ratio,Cap_Pct,YRS
cheick diallo,2019,0,22.0,0,0.5812999999999999,4.02,2.3200000000000003,0.125,0.05,0.0075,0.0,4.6,0.41,2.95,0.45,-1.55,-0.3,28.87,3.54,0.8999999999999999,0.5788,4.02,2.3200000000000003,0.7432,1.13,0.88,0.2912,0.5,51.0,12.7,-1.3,9.55,1.15,1.0699999999999998,17.21,1.58,5.49,1.22,0.35,12.12,0.63,19.39,4.69,0.6097,17.32,0.11,0.1393,1.97,0.5798,0.5812999999999999,4.02,2.3200000000000003,0.125,0.05,0.0075,0.0,4.6,0.41,2.95,0.45,-1.55,-0.3,28.87,3.54,0.8999999999999999,0.5788,4.02,2.3200000000000003,0.7432,1.13,0.88,0.2912,0.5,51.0,12.7,-1.3,9.55,1.15,1.0699999999999998,17.21,1.58,5.49,1.22,0.35,12.12,0.63,19.39,4.69,0.6097,17.32,0.11,0.1393,1.97,0.5798,0.0,0.0,0.5,0.0154,1
anthony davis,2020,1,26.0,0,0.5487,15.27,8.37,0.3323,2.97,0.164,1.01,15.41,3.23,5.92,2.39,8.16,2.27,24.26,7.89,4.11,0.5134000000000001,18.24,9.38,0.8268,8.16,6.75,0.4478999999999999,62.8,62.8,34.379999999999995,5.890000000000001,8.21,2.58,7.03,28.57,2.39,26.44,2.06,1.53,9.44,2.29,16.34,10.47,0.6065,29.5,5.470000000000001,0.2473,11.14,0.5404,0.5487,15.27,8.37,0.3323,2.97,0.164,1.01,15.41,3.23,5.92,2.39,8.16,2.27,24.26,7.89,4.11,0.5134000000000001,18.24,9.38,0.8268,8.16,6.75,0.4478999999999999,62.8,62.8,34.379999999999995,5.890000000000001,8.21,2.58,7.03,28.57,2.39,26.44,2.06,1.53,9.44,2.29,16.34,10.47,0.6065,29.5,5.470000000000001,0.2473,11.14,0.5404,0.0,0.0,0.5,0.3,5
brandon ingram,2020,1,22.0,0,0.5034000000000001,11.63,5.9,0.3725,4.0,0.2413,1.52,17.060000000000002,3.78,1.53,0.6199999999999999,0.21,-0.47,14.96,4.82,1.6800000000000002,0.4746,15.63,7.42,0.7642,5.59,4.3,0.361,58.4,58.4,33.79,0.6799999999999999,2.67,0.8400000000000001,2.03,16.18,2.88,20.61,1.08,0.81,13.36,2.75,8.84,5.64,0.5672,25.450000000000003,1.1800000000000002,0.0876,3.71,0.5203,0.5034000000000001,11.63,5.9,0.3725,4.0,0.2413,1.52,17.060000000000002,3.78,1.53,0.6199999999999999,0.21,-0.47,14.96,4.82,1.6800000000000002,0.4746,15.63,7.42,0.7642,5.59,4.3,0.361,58.4,58.4,33.79,0.6799999999999999,2.67,0.8400000000000001,2.03,16.18,2.88,20.61,1.08,0.81,13.36,2.75,8.84,5.64,0.5672,25.450000000000003,1.1800000000000002,0.0876,3.71,0.5203,0.0,0.0,0.5,0.25,5
fred vanvleet,2020,1,25.0,0,0.4367,5.880000000000001,2.5500000000000003,0.3912,5.51,0.4857,2.17,25.58,5.38,0.92,0.3,1.98,0.93,9.86,2.81,2.52,0.4146999999999999,11.41,4.71,0.8432999999999999,2.6500000000000004,2.22,0.2226,35.4,61.4,30.1,1.05,1.27,0.3,2.66,15.44,2.05,13.82,2.17,1.4,11.75,1.6900000000000002,5.69,3.16,0.5494000000000001,20.04,1.82,0.1374,5.13,0.5094000000000001,0.4367,5.880000000000001,2.5500000000000003,0.3912,5.51,0.4857,2.17,25.58,5.38,0.92,0.3,1.98,0.93,9.86,2.81,2.52,0.4146999999999999,11.41,4.71,0.8432999999999999,2.6500000000000004,2.22,0.2226,35.4,61.4,30.1,1.05,1.27,0.3,2.66,15.44,2.05,13.82,2.17,1.4,11.75,1.6900000000000002,5.69,3.16,0.5494000000000001,20.04,1.82,0.1374,5.13,0.5094000000000001,0.0,0.0,0.5,0.1946999999999999,4
joe harris,2020,1,28.0,0,0.5527,4.87,2.65,0.4379999999999999,5.4,0.529,2.35,10.81,2.09,0.69,0.22,0.0699999999999999,-0.51,11.13,3.17,1.59,0.4911999999999999,10.24,5.0,0.7729999999999999,1.4500000000000002,1.09,0.1438,60.1,72.9,29.52,0.5800000000000001,2.8600000000000003,0.8,2.99,13.36,2.27,13.52,0.8700000000000001,0.53,11.9,1.47,7.0600000000000005,3.95,0.6233,17.57,1.12,0.1027,4.6,0.607,0.5527,4.87,2.65,0.4379999999999999,5.4,0.529,2.35,10.81,2.09,0.69,0.22,0.0699999999999999,-0.51,11.13,3.17,1.59,0.4911999999999999,10.24,5.0,0.7729999999999999,1.4500000000000002,1.09,0.1438,60.1,72.9,29.52,0.5800000000000001,2.8600000000000003,0.8,2.99,13.36,2.27,13.52,0.8700000000000001,0.53,11.9,1.47,7.0600000000000005,3.95,0.6233,17.57,1.12,0.1027,4.6,0.607,0.0,0.0,0.5,0.1473,4
marcus morris,2020,1,30.0,0,0.4763,6.98,3.29,0.3901,5.22,0.4299,2.04,7.289999999999999,1.41,1.17,0.38,-0.34,-0.58,16.53,4.5,1.94,0.4388999999999999,12.2,5.33,0.8257,3.02,2.4799999999999995,0.2479,51.1,64.3,29.31,0.2199999999999999,3.43,0.96,1.9,14.31,2.55,15.24,1.14,0.7,9.32,1.4,9.96,5.41,0.5635999999999999,21.82,0.77,0.0968,3.79,0.5227,0.4763,6.98,3.29,0.3901,5.22,0.4299,2.04,7.289999999999999,1.41,1.17,0.38,-0.34,-0.58,16.53,4.5,1.94,0.4388999999999999,12.2,5.33,0.8257,3.02,2.4799999999999995,0.2479,51.1,64.3,29.31,0.2199999999999999,3.43,0.96,1.9,14.31,2.55,15.24,1.14,0.7,9.32,1.4,9.96,5.41,0.5635999999999999,21.82,0.77,0.0968,3.79,0.5227,0.0,0.0,0.5,0.1364,4
danilo gallinari,2020,0,31.0,0,0.4742,6.68,3.1500000000000004,0.3972,6.26,0.4816,2.51,10.89,2.13,0.61,0.24,2.84,-0.78,16.810000000000002,4.77,1.57,0.4375,12.94,5.68,0.9039,5.02,4.550000000000001,0.3882,55.6,55.6,30.29,3.6,2.22,0.5700000000000001,4.33,18.81,1.4499999999999995,18.35,1.06,0.6799999999999999,7.87,1.29,9.72,5.390000000000001,0.6049,23.56,2.25,0.1578999999999999,5.85,0.5335000000000001,0.4742,6.68,3.1500000000000004,0.3972,6.26,0.4816,2.51,10.89,2.13,0.61,0.24,2.84,-0.78,16.810000000000002,4.77,1.57,0.4375,12.94,5.68,0.9039,5.02,4.550000000000001,0.3882,55.6,55.6,30.29,3.6,2.22,0.5700000000000001,4.33,18.81,1.4499999999999995,18.35,1.06,0.6799999999999999,7.87,1.29,9.72,5.390000000000001,0.6049,23.56,2.25,0.1578999999999999,5.85,0.5335000000000001,0.0,0.0,0.5,0.1787,3
jerami grant,2020,0,25.0,0,0.5576000000000001,5.54,3.08,0.3703,3.14,0.3535,1.2,5.58,1.04,3.2,0.99,-0.13,-0.06,12.79,3.13,2.17,0.4951,8.66,4.279999999999999,0.723,2.84,2.05,0.3404,35.3,75.7,27.17,-0.0699999999999999,3.93,0.98,3.3,14.58,2.29,11.76,1.16,0.6699999999999999,7.800000000000001,0.8300000000000001,8.25,4.09,0.5945,16.82,1.0,0.1269,5.470000000000001,0.5616,0.5576000000000001,5.54,3.08,0.3703,3.14,0.3535,1.2,5.58,1.04,3.2,0.99,-0.13,-0.06,12.79,3.13,2.17,0.4951,8.66,4.279999999999999,0.723,2.84,2.05,0.3404,35.3,75.7,27.17,-0.0699999999999999,3.93,0.98,3.3,14.58,2.29,11.76,1.16,0.6699999999999999,7.800000000000001,0.8300000000000001,8.25,4.09,0.5945,16.82,1.0,0.1269,5.470000000000001,0.5616,0.0,0.0,0.5,0.1745,3
malik beasley,2020,1,23.0,0,0.4943000000000001,3.88,1.93,0.3828,4.26,0.5157,1.65,8.43,1.16,0.6499999999999999,0.1,-1.78,-1.19,11.0,1.98,0.94,0.4367,8.16,3.58,0.7968,0.94,0.79,0.126,12.4,64.2,19.84,-0.59,1.94,0.31,1.09,12.41,1.24,9.63,1.48,0.6,8.83,0.79,6.470000000000001,2.3200000000000003,0.5545,19.75,0.24,0.0646,2.01,0.5355000000000001,0.4943000000000001,3.88,1.93,0.3828,4.26,0.5157,1.65,8.43,1.16,0.6499999999999999,0.1,-1.78,-1.19,11.0,1.98,0.94,0.4367,8.16,3.58,0.7968,0.94,0.79,0.126,12.4,64.2,19.84,-0.59,1.94,0.31,1.09,12.41,1.24,9.63,1.48,0.6,8.83,0.79,6.470000000000001,2.3200000000000003,0.5545,19.75,0.24,0.0646,2.01,0.5355000000000001,0.0,0.0,0.5,0.123,4
jordan clarkson,2020,1,27.0,0,0.5237,7.510000000000001,3.92,0.3516,5.33,0.4176999999999999,1.87,15.14,2.21,0.61,0.18,0.42,-1.71,9.14,2.04,0.71,0.4516,12.84,5.76,0.8311999999999999,2.33,1.93,0.1837,1.4,76.0,24.85,2.13,3.48,0.7899999999999999,2.15,16.97,1.43,15.42,1.34,0.6499999999999999,9.760000000000002,1.53,6.33,2.83,0.5570999999999999,26.73,1.09,0.0751,2.84,0.5255000000000001,0.5237,7.510000000000001,3.92,0.3516,5.33,0.4176999999999999,1.87,15.14,2.21,0.61,0.18,0.42,-1.71,9.14,2.04,0.71,0.4516,12.84,5.76,0.8311999999999999,2.33,1.93,0.1837,1.4,76.0,24.85,2.13,3.48,0.7899999999999999,2.15,16.97,1.43,15.42,1.34,0.6499999999999999,9.760000000000002,1.53,6.33,2.83,0.5570999999999999,26.73,1.09,0.0751,2.84,0.5255000000000001,0.0,0.0,0.5,0.1054,4
kentavious caldwellpope,2020,1,26.0,0,0.5277000000000001,4.16,2.16,0.3732,4.46,0.512,1.61,8.379999999999999,1.63,0.6,0.2,-0.49,0.29,8.84,2.3200000000000003,2.03,0.4477,8.57,3.82,0.8054000000000001,1.84,1.48,0.2118,34.7,73.9,26.83,-0.77,2.47,0.64,2.16,12.01,1.86,10.75,1.6800000000000002,0.95,9.22,0.95,5.68,2.96,0.5746,16.16,0.77,0.1001,4.109999999999999,0.5432,0.5277000000000001,4.16,2.16,0.3732,4.46,0.512,1.61,8.379999999999999,1.63,0.6,0.2,-0.49,0.29,8.84,2.3200000000000003,2.03,0.4477,8.57,3.82,0.8054000000000001,1.84,1.48,0.2118,34.7,73.9,26.83,-0.77,2.47,0.64,2.16,12.01,1.86,10.75,1.6800000000000002,0.95,9.22,0.95,5.68,2.96,0.5746,16.16,0.77,0.1001,4.109999999999999,0.5432,0.0,0.0,0.5,0.1106,3
jae crowder,2020,0,29.0,0,0.5246999999999999,3.14,1.64,0.3354,5.859999999999999,0.6481,1.99,9.8,2.0,1.11,0.38,-0.46,0.26,16.32,4.319999999999999,2.35,0.401,9.03,3.63,0.7679,2.08,1.59,0.2293,39.2,72.5,27.75,-0.72,3.0700000000000003,0.78,1.39,11.96,2.19,10.76,1.62,0.95,9.46,1.06,9.86,5.07,0.5429,16.94,0.75,0.0901,3.74,0.5101,0.5246999999999999,3.14,1.64,0.3354,5.859999999999999,0.6481,1.99,9.8,2.0,1.11,0.38,-0.46,0.26,16.32,4.319999999999999,2.35,0.401,9.03,3.63,0.7679,2.08,1.59,0.2293,39.2,72.5,27.75,-0.72,3.0700000000000003,0.78,1.39,11.96,2.19,10.76,1.62,0.95,9.46,1.06,9.86,5.07,0.5429,16.94,0.75,0.0901,3.74,0.5101,0.0,0.0,0.5,0.0848,3
derrick favors,2020,0,28.0,0,0.6247,7.04,4.41,0.1813,0.51,0.0663,0.1,8.559999999999999,1.42,3.63,1.09,1.79,0.74,24.54,5.6,2.55,0.5969,7.55,4.51,0.6142,2.16,1.36,0.2761,60.9,63.7,24.76,1.07,12.94,2.93,3.5200000000000005,19.55,2.1,10.5,1.26,0.6499999999999999,11.58,1.1,18.78,8.56,0.6158,16.52,1.55,0.1813,6.07,0.6035999999999999,0.6247,7.04,4.41,0.1813,0.51,0.0663,0.1,8.559999999999999,1.42,3.63,1.09,1.79,0.74,24.54,5.6,2.55,0.5969,7.55,4.51,0.6142,2.16,1.36,0.2761,60.9,63.7,24.76,1.07,12.94,2.93,3.5200000000000005,19.55,2.1,10.5,1.26,0.6499999999999999,11.58,1.1,18.78,8.56,0.6158,16.52,1.55,0.1813,6.07,0.6035999999999999,0.0,0.0,0.5,0.0848,3
jakob poeltl,2020,1,24.0,0,0.6375,4.08,2.59,0.1,0.0,0.001,0.0,10.88,1.4,5.94,1.21,1.93,1.4300000000000002,20.44,3.31,1.76,0.6373,4.08,2.59,0.5112,1.25,0.6199999999999999,0.3092,16.2,72.5,17.520000000000003,0.5,13.15,2.09,2.87,18.87,1.95,5.83,1.34,0.52,14.68,0.78,16.810000000000002,5.4,0.6304000000000001,13.49,1.2200000000000002,0.1744,4.65,0.6375,0.6375,4.08,2.59,0.1,0.0,0.001,0.0,10.88,1.4,5.94,1.21,1.93,1.4300000000000002,20.44,3.31,1.76,0.6373,4.08,2.59,0.5112,1.25,0.6199999999999999,0.3092,16.2,72.5,17.520000000000003,0.5,13.15,2.09,2.87,18.87,1.95,5.83,1.34,0.52,14.68,0.78,16.810000000000002,5.4,0.6304000000000001,13.49,1.2200000000000002,0.1744,4.65,0.6375,0.0,0.0,0.5,0.0742,3
mason plumlee,2020,0,29.0,0,0.6134999999999999,4.89,3.01,0.06,0.08,0.016,0.0,19.18,2.53,3.76,0.79,1.73,1.91,22.53,3.84,1.93,0.6055999999999999,4.970000000000001,3.01,0.5274000000000001,2.45,1.34,0.5006,10.8,69.9,18.86,-0.1999999999999999,10.37,1.76,2.23,18.12,2.58,7.359999999999999,1.66,0.63,18.85,1.38,16.439999999999998,5.6,0.6043,17.18,1.27,0.1485,4.16,0.6062,0.6134999999999999,4.89,3.01,0.06,0.08,0.016,0.0,19.18,2.53,3.76,0.79,1.73,1.91,22.53,3.84,1.93,0.6055999999999999,4.970000000000001,3.01,0.5274000000000001,2.45,1.34,0.5006,10.8,69.9,18.86,-0.1999999999999999,10.37,1.76,2.23,18.12,2.58,7.359999999999999,1.66,0.63,18.85,1.38,16.439999999999998,5.6,0.6043,17.18,1.27,0.1485,4.16,0.6062,0.0,0.0,0.5,0.0733,3
dj augustin,2020,0,32.0,0,0.4692999999999999,4.369999999999999,2.03,0.3841,3.61,0.4565,1.38,26.35,4.65,0.08,0.0,-0.6900000000000001,-1.1,7.879999999999999,1.84,1.18,0.4309,8.01,3.43,0.8784000000000001,2.88,2.5,0.3591999999999999,38.0,67.8,25.55,0.38,1.75,0.43,3.16,14.79,1.33,10.8,1.23,0.6199999999999999,14.44,1.55,4.74,2.22,0.5848,18.43,0.68,0.1148,4.34,0.5186999999999999,0.4692999999999999,4.369999999999999,2.03,0.3841,3.61,0.4565,1.38,26.35,4.65,0.08,0.0,-0.6900000000000001,-1.1,7.879999999999999,1.84,1.18,0.4309,8.01,3.43,0.8784000000000001,2.88,2.5,0.3591999999999999,38.0,67.8,25.55,0.38,1.75,0.43,3.16,14.79,1.33,10.8,1.23,0.6199999999999999,14.44,1.55,4.74,2.22,0.5848,18.43,0.68,0.1148,4.34,0.5186999999999999,0.0,0.0,0.5,0.0611,3
rodney hood,2020,1,27.0,0,0.4943,5.6,2.78,0.4295,3.81,0.4006999999999999,1.63,8.44,1.61,0.5700000000000001,0.2,-1.07,-0.67,9.55,2.52,0.55,0.4693,9.39,4.359999999999999,0.8262,1.75,1.45,0.1822,29.8,44.1,28.02,-0.3999999999999999,1.59,0.42,1.32,12.65,2.06,11.8,1.38,0.8,8.370000000000001,0.93,5.59,2.92,0.5852,17.240000000000002,0.26,0.0777,1.87,0.556,0.4943,5.6,2.78,0.4295,3.81,0.4006999999999999,1.63,8.44,1.61,0.5700000000000001,0.2,-1.07,-0.67,9.55,2.52,0.55,0.4693,9.39,4.359999999999999,0.8262,1.75,1.45,0.1822,29.8,44.1,28.02,-0.3999999999999999,1.59,0.42,1.32,12.65,2.06,11.8,1.38,0.8,8.370000000000001,0.93,5.59,2.92,0.5852,17.240000000000002,0.26,0.0777,1.87,0.556,0.0,0.0,0.5,0.0921,2
tristan thompson,2020,0,28.0,0,0.5301,8.27,4.36,0.1955,0.2,0.0205,0.1,9.47,1.77,1.87,0.63,-1.48,-1.6,23.82,5.82,0.8400000000000001,0.5271,8.47,4.46,0.6089,2.45,1.49,0.2939,41.9,52.0,27.51,0.1199999999999999,14.55,3.68,1.99,16.64,2.1100000000000003,10.43,0.95,0.5700000000000001,12.99,1.46,19.07,9.43,0.5491,16.98,0.18,0.0966,2.83,0.5311,0.5301,8.27,4.36,0.1955,0.2,0.0205,0.1,9.47,1.77,1.87,0.63,-1.48,-1.6,23.82,5.82,0.8400000000000001,0.5271,8.47,4.46,0.6089,2.45,1.49,0.2939,41.9,52.0,27.51,0.1199999999999999,14.55,3.68,1.99,16.64,2.1100000000000003,10.43,0.95,0.5700000000000001,12.99,1.46,19.07,9.43,0.5491,16.98,0.18,0.0966,2.83,0.5311,0.0,0.0,0.5,0.0848,2
serge ibaka,2020,0,30.0,1,0.5670999999999999,8.61,4.9,0.3515,3.12,0.2697,1.14,7.49,1.25,3.55,1.08,0.09,0.03,22.91,5.91,2.94,0.5113000000000001,11.73,5.99,0.7473,2.19,1.58,0.1833,44.0,64.9,27.16,0.09,7.59,1.88,1.86,17.2,2.83,14.72,0.8,0.45,11.7,1.69,15.44,7.789999999999999,0.5809,22.75,0.96,0.1302,4.8,0.5595,0.5556,5.86,3.2700000000000005,0.4016,3.01,0.3302,1.35,8.16,1.09,5.13,1.21,3.29,1.58,26.54,5.369999999999999,0.55,0.5129999999999999,8.84,4.59,0.8922,1.63,1.4,0.1901,1.8,14.7,22.840000000000003,1.78,7.0600000000000005,1.46,0.46,19.31,2.66,11.96,0.5700000000000001,0.27,11.16,1.1700000000000002,16.67,6.83,0.6172,21.12,0.36,0.1617,1.03,0.5843,-0.6,3.2,0.1599994662681469,0.0848,2
derrick jones,2020,0,22.0,0,0.6113999999999999,3.38,2.09,0.2658,1.73,0.3413,0.49,5.779999999999999,0.8300000000000001,3.22,0.6499999999999999,-0.3400000000000001,0.89,12.1,2.3,1.4500000000000002,0.4909,5.11,2.58,0.7015,1.89,1.32,0.3797,13.8,51.5,19.87,-1.1799999999999995,7.36,1.25,1.6800000000000002,13.670000000000002,1.97,6.970000000000001,1.78,0.78,8.49,0.54,9.82,3.53,0.5737000000000001,14.21,0.62,0.1278,3.1500000000000004,0.5361,0.6113999999999999,3.38,2.09,0.2658,1.73,0.3413,0.49,5.779999999999999,0.8300000000000001,3.22,0.6499999999999999,-0.3400000000000001,0.89,12.1,2.3,1.4500000000000002,0.4909,5.11,2.58,0.7015,1.89,1.32,0.3797,13.8,51.5,19.87,-1.1799999999999995,7.36,1.25,1.6800000000000002,13.670000000000002,1.97,6.970000000000001,1.78,0.78,8.49,0.54,9.82,3.53,0.5737000000000001,14.21,0.62,0.1278,3.1500000000000004,0.5361,0.0,0.0,0.5,0.0848,2
montrezl harrell,2020,0,26.0,0,0.6115999999999999,10.9,6.65,0.0814,0.2299999999999999,0.0192999999999999,0.0,10.92,1.65,3.68,1.08,3.1,0.5,16.560000000000002,4.08,2.29,0.6014999999999999,11.13,6.68,0.6471,4.88,3.17,0.4368,3.1,71.3,25.19,2.6500000000000004,9.52,2.24,4.890000000000001,23.56,2.46,16.48,1.31,0.6699999999999999,10.25,1.51,13.13,6.3,0.6237,24.66,2.31,0.1944,7.21,0.6023000000000001,0.6115999999999999,10.9,6.65,0.0814,0.2299999999999999,0.0192999999999999,0.0,10.92,1.65,3.68,1.08,3.1,0.5,16.560000000000002,4.08,2.29,0.6014999999999999,11.13,6.68,0.6471,4.88,3.17,0.4368,3.1,71.3,25.19,2.6500000000000004,9.52,2.24,4.890000000000001,23.56,2.46,16.48,1.31,0.6699999999999999,10.25,1.51,13.13,6.3,0.6237,24.66,2.31,0.1944,7.21,0.6023000000000001,0.0,0.0,0.5,0.0848,2
justin holiday,2020,1,30.0,0,0.4485,3.1099999999999994,1.37,0.3787,5.2,0.6347,1.94,7.799999999999999,1.61,1.7000000000000002,0.5,-0.27,0.99,12.23,3.14,2.37,0.404,8.38,3.31,0.8289,1.3,1.09,0.1518,40.5,75.5,28.34,-1.26,1.7999999999999998,0.46,0.7000000000000001,11.21,1.93,9.74,2.18,1.27,9.27,0.95,6.97,3.62,0.5510999999999999,15.05,0.78,0.0746,3.0700000000000003,0.5247999999999999,0.4485,3.1099999999999994,1.37,0.3787,5.2,0.6347,1.94,7.799999999999999,1.61,1.7000000000000002,0.5,-0.27,0.99,12.23,3.14,2.37,0.404,8.38,3.31,0.8289,1.3,1.09,0.1518,40.5,75.5,28.34,-1.26,1.7999999999999998,0.46,0.7000000000000001,11.21,1.93,9.74,2.18,1.27,9.27,0.95,6.97,3.62,0.5510999999999999,15.05,0.78,0.0746,3.0700000000000003,0.5247999999999999,0.0,0.0,0.5,0.0524,3
pat connaughton,2020,1,27.0,0,0.5988,2.19,1.2999999999999998,0.3349,2.76,0.5544,0.91,10.97,1.62,1.85,0.43,0.2999999999999999,0.97,14.72,2.91,1.98,0.4519,4.92,2.21,0.7732000000000001,0.61,0.5,0.1233,3.6,68.2,19.130000000000003,-0.7,4.65,0.8300000000000001,1.39,11.69,1.19,5.85,0.97,0.41,11.36,0.65,9.95,3.76,0.5621999999999999,12.82,0.72,0.1257,3.37,0.5451,0.5988,2.19,1.2999999999999998,0.3349,2.76,0.5544,0.91,10.97,1.62,1.85,0.43,0.2999999999999999,0.97,14.72,2.91,1.98,0.4519,4.92,2.21,0.7732000000000001,0.61,0.5,0.1233,3.6,68.2,19.130000000000003,-0.7,4.65,0.8300000000000001,1.39,11.69,1.19,5.85,0.97,0.41,11.36,0.65,9.95,3.76,0.5621999999999999,12.82,0.72,0.1257,3.37,0.5451,0.0,0.0,0.5,0.0452,3
rajon rondo,2020,0,33.0,0,0.4700999999999999,5.050000000000001,2.37,0.3383,2.69,0.35,0.94,35.540000000000006,6.54,0.32,0.1,-1.21,-0.07,14.04,3.32,1.44,0.4241,7.74,3.31,0.6298,0.8300000000000001,0.53,0.106,22.8,50.8,24.43,-1.11,2.4800000000000004,0.56,0.37,12.89,1.62,7.97,1.92,0.98,21.57,2.25,8.39,3.89,0.4933,17.95,0.3,0.0683,1.81,0.4828,0.4700999999999999,5.050000000000001,2.37,0.3383,2.69,0.35,0.94,35.540000000000006,6.54,0.32,0.1,-1.21,-0.07,14.04,3.32,1.44,0.4241,7.74,3.31,0.6298,0.8300000000000001,0.53,0.106,22.8,50.8,24.43,-1.11,2.4800000000000004,0.56,0.37,12.89,1.62,7.97,1.92,0.98,21.57,2.25,8.39,3.89,0.4933,17.95,0.3,0.0683,1.81,0.4828,0.0,0.0,0.5,0.0756,2
jamychal green,2020,0,29.0,0,0.5178,3.6,1.83,0.3822,3.17,0.501,1.24,5.9,0.92,1.79,0.45,-1.22,-0.07,24.22,5.02,1.83,0.4508,6.77,3.0700000000000003,0.7568,1.28,0.96,0.177,13.1,62.0,22.28,-1.15,7.800000000000001,1.62,1.08,12.759999999999998,2.86,8.28,1.18,0.58,13.07,1.12,16.099999999999998,6.67,0.5701,16.229999999999997,0.26,0.1036,2.9400000000000004,0.5476000000000001,0.5178,3.6,1.83,0.3822,3.17,0.501,1.24,5.9,0.92,1.79,0.45,-1.22,-0.07,24.22,5.02,1.83,0.4508,6.77,3.0700000000000003,0.7568,1.28,0.96,0.177,13.1,62.0,22.28,-1.15,7.800000000000001,1.62,1.08,12.759999999999998,2.86,8.28,1.18,0.58,13.07,1.12,16.099999999999998,6.67,0.5701,16.229999999999997,0.26,0.1036,2.9400000000000004,0.5476000000000001,0.0,0.0,0.5,0.066,2
aron baynes,2020,0,33.0,0,0.5441,4.55,2.5,0.3072999999999999,2.42,0.3121,0.82,10.16,1.35,2.74,0.58,-1.5299999999999998,-0.17,20.36,3.66,1.23,0.4755,6.97,3.35,0.7812,1.46,1.09,0.2169,32.8,52.5,19.59,-1.3600000000000003,9.51,1.6800000000000002,1.14,14.2,2.95,8.629999999999999,0.6,0.22,12.4,1.04,14.93,5.29,0.5609999999999999,18.47,0.07,0.1146,2.37,0.5292,0.5441,4.55,2.5,0.3072999999999999,2.42,0.3121,0.82,10.16,1.35,2.74,0.58,-1.5299999999999998,-0.17,20.36,3.66,1.23,0.4755,6.97,3.35,0.7812,1.46,1.09,0.2169,32.8,52.5,19.59,-1.3600000000000003,9.51,1.6800000000000002,1.14,14.2,2.95,8.629999999999999,0.6,0.22,12.4,1.04,14.93,5.29,0.5609999999999999,18.47,0.07,0.1146,2.37,0.5292,0.0,0.0,0.5,0.0641,2
kris dunn,2020,0,25.0,0,0.4912,6.96,3.31,0.2999,2.25,0.2607,0.6699999999999999,25.36,4.7,1.36,0.4,-1.37,1.83,14.32,3.47,1.74,0.4353,9.21,4.01,0.757,1.44,1.08,0.154,37.8,49.7,27.37,-3.22,1.72,0.47,-0.1999999999999999,12.67,3.29,9.72,3.28,1.85,16.17,1.92,7.8,3.89,0.4978,18.27,0.2,0.0545,1.5099999999999998,0.4733,0.4912,6.96,3.31,0.2999,2.25,0.2607,0.6699999999999999,25.36,4.7,1.36,0.4,-1.37,1.83,14.32,3.47,1.74,0.4353,9.21,4.01,0.757,1.44,1.08,0.154,37.8,49.7,27.37,-3.22,1.72,0.47,-0.1999999999999999,12.67,3.29,9.72,3.28,1.85,16.17,1.92,7.8,3.89,0.4978,18.27,0.2,0.0545,1.5099999999999998,0.4733,0.0,0.0,0.5,0.0437,2
